,time,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-02-27 19:00:00Z,12.7,6.9,29.8,4.4,36.4
2025-02-27 20:00:00Z,16.2,3.4,36.3,6.2,45.8
2025-02-27 21:00:00Z,17.6,9.3,31.4,3.5,37.0
2025-02-27 22:00:00Z,13.0,7.3,30.6,4.3,37.2
2025-02-27 23:00:00Z,17.7,8.4,31.8,4.9,39.3
2025-02-28 00:00:00Z,13.7,5.7,22.2,3.4,27.4
2025-02-28 01:00:00Z,17.4,6.5,20.9,3.3,25.9
2025-02-28 02:00:00Z,15.8,7.8,22.1,2.6,26.1
2025-02-28 03:00:00Z,20.5,5.8,21.1,2.6,25.1
2025-02-28 04:00:00Z,12.4,6.5,20.8,2.6,24.9
2025-02-28 05:00:00Z,12.5,8.0,24.2,3.3,29.4
2025-02-28 06:00:00Z,18.8,9.7,29.7,4.8,36.9
2025-02-28 07:00:00Z,18.3,9.8,43.3,9.5,57.9
2025-02-28 08:00:00Z,24.8,10.5,49.6,17.4,76.2
2025-02-28 09:00:00Z,28.6,8.6,38.1,13.8,59.2
2025-02-28 10:00:00Z,26.5,7.7,23.3,7.5,34.8
2025-02-28 11:00:00Z,25.3,7.8,19.1,6.1,28.5
2025-02-28 12:00:00Z,23.3,10.6,16.3,5.0,23.8
2025-02-28 13:00:00Z,24.3,14.7,20.9,6.3,30.5
2025-02-28 14:00:00Z,26.8,13.8,19.9,5.1,27.7
2025-02-28 15:00:00Z,21.3,12.7,19.4,5.3,27.5
2025-02-28 16:00:00Z,15.6,10.3,21.2,3.8,27.0
2025-02-28 17:00:00Z,13.8,6.6,26.8,4.5,33.8
2025-02-28 18:00:00Z,18.9,5.7,27.8,4.1,34.1
2025-02-28 19:00:00Z,21.8,15.0,36.5,4.1,42.8
2025-02-28 20:00:00Z,22.5,11.9,26.3,3.1,31.1
2025-02-28 21:00:00Z,17.5,13.4,27.7,3.3,32.8
2025-02-28 22:00:00Z,17.1,20.5,27.8,3.9,33.7
2025-02-28 23:00:00Z,20.4,13.4,25.6,4.5,32.6
2025-03-01 00:00:00Z,30.2,14.4,28.7,5.1,36.5
2025-03-01 01:00:00Z,22.0,19.8,24.4,3.8,30.2
2025-03-01 02:00:00Z,31.6,22.5,25.2,3.8,31.0
2025-03-01 03:00:00Z,33.8,26.6,23.3,3.5,28.7
2025-03-01 04:00:00Z,24.3,15.1,18.6,2.9,23.0
2025-03-01 05:00:00Z,32.7,18.8,22.2,3.1,26.9
2025-03-01 06:00:00Z,21.3,20.3,26.9,5.1,34.6
2025-03-01 07:00:00Z,28.9,17.1,26.9,6.4,36.8
2025-03-01 08:00:00Z,26.0,,22.7,6.0,32.0
2025-03-01 09:00:00Z,31.1,17.6,24.4,9.2,38.6
2025-03-01 10:00:00Z,31.4,20.0,19.4,7.7,31.1
2025-03-01 11:00:00Z,24.6,22.1,17.4,7.4,28.8
2025-03-01 12:00:00Z,25.8,14.9,16.3,7.2,27.3
2025-03-01 13:00:00Z,23.6,18.8,13.8,4.6,20.9
2025-03-01 14:00:00Z,24.7,18.5,13.1,5.2,21.0
2025-03-01 15:00:00Z,24.8,15.7,14.4,5.2,22.2
2025-03-01 16:00:00Z,23.1,15.7,16.6,5.6,25.1
2025-03-01 17:00:00Z,22.3,9.9,17.3,4.1,23.6
2025-03-01 18:00:00Z,20.9,12.0,20.8,4.1,27.1
2025-03-01 19:00:00Z,22.0,10.9,20.2,3.1,25.0
2025-03-01 20:00:00Z,22.1,15.9,22.5,3.4,27.7
2025-03-01 21:00:00Z,22.1,13.8,22.1,3.7,27.9
2025-03-01 22:00:00Z,17.3,10.3,19.9,3.6,25.4
2025-03-01 23:00:00Z,22.1,9.3,20.5,4.2,26.9
2025-03-02 00:00:00Z,22.0,12.3,21.8,3.4,27.0
2025-03-02 01:00:00Z,17.7,11.2,20.4,3.2,25.3
2025-03-02 02:00:00Z,19.0,14.6,15.9,3.0,20.5
2025-03-02 03:00:00Z,26.0,13.7,17.0,3.0,21.6
2025-03-02 04:00:00Z,27.9,16.7,14.3,2.6,18.2
2025-03-02 05:00:00Z,30.9,18.5,15.0,2.7,19.3
2025-03-02 06:00:00Z,28.1,27.9,16.7,3.1,21.4
2025-03-02 07:00:00Z,32.6,28.3,21.3,4.2,27.8
2025-03-02 08:00:00Z,28.1,23.5,20.0,6.2,29.4
2025-03-02 09:00:00Z,23.8,16.9,17.8,7.1,28.6
2025-03-02 10:00:00Z,17.8,13.8,15.5,6.3,25.0
2025-03-02 11:00:00Z,17.4,10.3,13.1,5.4,21.4
2025-03-02 12:00:00Z,16.7,11.9,17.7,7.8,29.6
2025-03-02 13:00:00Z,17.6,11.4,17.3,7.1,28.3
2025-03-02 14:00:00Z,18.2,10.6,15.5,5.2,23.4
2025-03-02 15:00:00Z,14.1,8.2,24.1,9.7,38.8
2025-03-02 16:00:00Z,14.3,,23.3,7.1,34.0
2025-03-02 17:00:00Z,14.8,7.5,28.9,7.3,40.0
2025-03-02 18:00:00Z,15.7,11.2,38.8,9.3,53.0
2025-03-02 19:00:00Z,23.3,14.4,30.0,4.2,36.4
2025-03-02 20:00:00Z,22.8,10.6,30.1,4.7,37.2
2025-03-02 21:00:00Z,22.7,15.3,32.0,3.7,37.8
2025-03-02 22:00:00Z,29.8,17.1,34.7,4.3,41.2
2025-03-02 23:00:00Z,27.9,20.1,39.6,4.2,46.1
2025-03-03 00:00:00Z,26.1,17.9,34.4,3.7,40.2
2025-03-03 01:00:00Z,27.9,20.6,26.9,3.0,31.5
2025-03-03 02:00:00Z,25.0,22.2,26.9,3.4,32.2
2025-03-03 03:00:00Z,41.3,31.9,30.5,2.5,34.4
2025-03-03 04:00:00Z,25.4,17.1,32.6,2.7,36.7
2025-03-03 05:00:00Z,26.4,18.2,38.5,4.3,45.1
2025-03-03 06:00:00Z,36.3,22.3,50.7,22.7,85.9
2025-03-03 07:00:00Z,32.9,20.2,58.1,36.7,114.4
2025-03-03 08:00:00Z,39.7,22.7,52.4,34.0,104.7
2025-03-03 09:00:00Z,39.8,26.3,51.8,35.5,105.9
2025-03-03 10:00:00Z,49.7,25.6,58.8,44.8,127.6
2025-03-03 11:00:00Z,35.9,21.4,56.4,33.4,107.2
2025-03-03 12:00:00Z,32.6,17.3,46.8,20.7,78.1
2025-03-03 13:00:00Z,30.9,14.3,37.1,14.2,58.6
2025-03-03 14:00:00Z,30.1,15.0,27.2,8.4,39.9
2025-03-03 15:00:00Z,22.9,17.2,36.0,13.4,56.4
2025-03-03 16:00:00Z,25.8,14.9,33.7,8.2,46.2
2025-03-03 17:00:00Z,21.2,12.1,36.3,7.8,48.2
2025-03-03 18:00:00Z,24.6,12.9,42.5,8.4,55.3
2025-03-03 19:00:00Z,30.0,19.0,54.9,8.6,68.0
2025-03-03 20:00:00Z,30.5,21.9,47.5,5.8,56.4
2025-03-03 21:00:00Z,31.4,22.6,48.0,4.7,55.2
2025-03-03 22:00:00Z,31.7,17.6,63.6,7.8,75.6
2025-03-03 23:00:00Z,26.3,22.8,61.7,7.4,73.0
2025-03-04 00:00:00Z,30.6,21.5,59.4,5.8,68.1
2025-03-04 01:00:00Z,33.3,23.2,61.0,5.2,68.9
2025-03-04 02:00:00Z,38.3,31.8,54.2,4.1,60.4
2025-03-04 03:00:00Z,39.3,30.3,53.6,5.1,61.4
2025-03-04 04:00:00Z,36.0,31.5,58.6,9.0,72.4
2025-03-04 05:00:00Z,38.5,25.9,49.5,6.7,59.9
2025-03-04 06:00:00Z,36.7,27.2,53.8,10.8,70.4
2025-03-04 07:00:00Z,36.7,26.2,55.3,26.6,95.9
2025-03-04 08:00:00Z,48.2,32.5,55.2,38.8,114.8
2025-03-04 09:00:00Z,51.2,27.0,55.0,46.3,126.0
2025-03-04 10:00:00Z,53.0,28.6,55.6,39.3,115.7
2025-03-04 11:00:00Z,61.0,32.4,62.3,43.3,129.2
2025-03-04 12:00:00Z,59.5,36.5,66.7,46.8,138.1
2025-03-04 13:00:00Z,57.4,31.1,63.7,35.8,118.5
2025-03-04 14:00:00Z,53.9,31.1,60.2,27.2,102.3
2025-03-04 15:00:00Z,48.6,23.2,57.2,21.0,89.2
2025-03-04 16:00:00Z,36.1,20.6,42.6,13.7,63.4
2025-03-04 17:00:00Z,29.0,16.1,40.1,10.1,55.7
2025-03-04 18:00:00Z,37.1,25.2,43.5,6.6,53.5
2025-03-04 19:00:00Z,39.8,23.3,70.6,12.9,90.2
2025-03-04 20:00:00Z,50.6,27.7,83.1,18.7,112.0
2025-03-04 21:00:00Z,47.1,24.3,83.2,25.0,121.3
2025-03-04 22:00:00Z,49.2,33.7,88.4,40.3,150.0
2025-03-04 23:00:00Z,66.6,40.0,95.2,123.4,284.4
2025-03-05 00:00:00Z,57.5,41.1,89.4,134.4,295.4
2025-03-05 01:00:00Z,71.2,44.0,85.2,126.8,279.6
2025-03-05 02:00:00Z,67.1,41.3,78.1,104.5,238.3
2025-03-05 03:00:00Z,65.3,51.9,71.2,99.2,223.4
2025-03-05 04:00:00Z,65.9,48.0,68.9,98.4,219.9
2025-03-05 05:00:00Z,48.9,37.4,61.9,29.9,107.7
2025-03-05 06:00:00Z,48.8,40.7,62.2,42.8,127.8
2025-03-05 07:00:00Z,49.4,39.8,65.6,72.2,176.2
2025-03-05 08:00:00Z,71.1,42.4,72.0,116.1,250.0
2025-03-05 09:00:00Z,54.7,37.0,75.4,93.8,219.2
2025-03-05 10:00:00Z,69.9,40.4,82.2,109.8,250.6
2025-03-05 11:00:00Z,68.6,39.7,80.4,80.8,204.1
2025-03-05 12:00:00Z,56.9,39.7,66.0,44.1,133.6
2025-03-05 13:00:00Z,43.7,20.1,48.5,24.7,86.4
2025-03-05 14:00:00Z,31.1,11.7,46.2,24.3,83.4
2025-03-05 15:00:00Z,32.5,12.8,54.4,27.8,97.0
2025-03-05 16:00:00Z,25.8,13.2,53.5,28.1,96.6
2025-03-05 17:00:00Z,29.1,12.6,56.0,23.9,92.6
2025-03-05 18:00:00Z,38.2,19.2,63.6,23.0,98.9
2025-03-05 19:00:00Z,59.7,21.8,95.6,29.7,141.1
2025-03-05 20:00:00Z,92.5,39.2,103.9,104.9,264.8
2025-03-05 21:00:00Z,94.0,47.8,103.0,135.6,310.8
2025-03-05 22:00:00Z,81.9,45.1,100.0,122.5,287.8
2025-03-05 23:00:00Z,65.3,33.5,94.3,89.3,231.1
2025-03-06 00:00:00Z,46.0,30.2,87.3,36.5,143.2
2025-03-06 01:00:00Z,46.1,29.9,85.2,42.1,149.7
2025-03-06 02:00:00Z,55.1,35.0,80.5,30.2,126.8
2025-03-06 03:00:00Z,43.5,25.5,65.1,12.3,84.0
2025-03-06 04:00:00Z,32.2,14.4,44.1,7.6,55.7
2025-03-06 05:00:00Z,30.3,18.9,52.9,11.0,69.7
2025-03-06 06:00:00Z,31.7,18.6,64.4,23.6,100.5
2025-03-06 07:00:00Z,43.9,22.9,70.8,53.6,153.0
2025-03-06 08:00:00Z,43.2,17.9,68.7,48.7,143.3
2025-03-06 09:00:00Z,50.3,15.2,74.4,62.9,170.9
2025-03-06 10:00:00Z,45.9,12.7,65.7,48.3,139.6
2025-03-06 11:00:00Z,32.4,10.2,53.2,33.6,104.8
2025-03-06 12:00:00Z,27.1,9.9,41.5,28.0,84.6
2025-03-06 13:00:00Z,24.4,8.4,31.3,22.3,65.5
2025-03-06 14:00:00Z,23.4,8.3,37.2,23.9,73.7
2025-03-06 15:00:00Z,24.0,6.7,37.3,22.1,71.3
2025-03-06 16:00:00Z,23.1,5.8,37.8,26.4,78.3
2025-03-06 17:00:00Z,22.9,6.8,35.5,20.4,66.8
2025-03-06 18:00:00Z,26.1,10.1,49.7,19.3,79.2
2025-03-06 19:00:00Z,38.8,16.8,87.2,29.1,131.7
2025-03-06 20:00:00Z,45.1,18.7,86.1,16.7,111.6
2025-03-06 21:00:00Z,45.6,22.4,85.5,14.9,108.3
2025-03-06 22:00:00Z,43.8,20.1,88.8,25.0,127.1
2025-03-06 23:00:00Z,42.9,18.2,83.5,21.2,116.0
2025-03-07 00:00:00Z,35.8,17.2,70.7,12.9,90.5
2025-03-07 01:00:00Z,28.7,18.9,52.6,8.9,66.2
2025-03-07 02:00:00Z,28.0,11.6,36.5,7.3,47.7
2025-03-07 03:00:00Z,26.0,15.5,31.9,7.6,43.5
2025-03-07 04:00:00Z,26.2,10.9,30.7,5.9,39.8
2025-03-07 05:00:00Z,26.2,10.9,33.3,8.8,46.9
2025-03-07 06:00:00Z,28.8,10.6,50.9,27.1,92.4
2025-03-07 07:00:00Z,31.1,8.7,62.1,37.8,119.9
2025-03-07 08:00:00Z,37.1,11.0,60.6,40.6,122.9
2025-03-07 09:00:00Z,37.1,10.9,59.2,44.7,127.6
2025-03-07 10:00:00Z,26.3,8.6,51.7,33.7,103.3
2025-03-07 11:00:00Z,27.0,7.5,57.2,42.7,122.6
2025-03-07 12:00:00Z,31.0,8.3,41.8,30.4,88.4
2025-03-07 13:00:00Z,24.1,8.7,36.6,26.1,76.5
2025-03-07 14:00:00Z,20.7,11.8,40.4,32.4,90.1
2025-03-07 15:00:00Z,26.0,11.5,49.4,38.0,107.6
2025-03-07 16:00:00Z,22.6,7.2,43.9,38.1,102.3
2025-03-07 17:00:00Z,24.9,9.6,47.9,26.1,87.9
2025-03-07 18:00:00Z,23.1,13.4,44.5,15.6,68.3
2025-03-07 19:00:00Z,31.4,16.3,48.9,9.7,63.7
2025-03-07 20:00:00Z,36.3,14.8,59.4,9.3,73.6
2025-03-07 21:00:00Z,39.9,25.8,59.1,8.0,71.2
2025-03-07 22:00:00Z,37.7,23.5,55.1,6.6,65.2
2025-03-07 23:00:00Z,29.2,17.7,40.0,9.0,53.7
2025-03-08 00:00:00Z,22.2,11.5,28.9,7.1,39.8
2025-03-08 01:00:00Z,19.5,13.4,25.1,5.8,34.0
2025-03-08 02:00:00Z,18.4,9.9,27.2,5.5,35.7
2025-03-08 03:00:00Z,18.2,9.5,19.7,4.3,26.3
2025-03-08 04:00:00Z,19.7,10.8,16.2,4.0,22.4
2025-03-08 05:00:00Z,17.6,14.8,19.4,4.5,26.3
2025-03-08 06:00:00Z,19.7,11.5,27.2,7.4,38.6
2025-03-08 07:00:00Z,24.9,8.8,29.8,8.2,42.3
2025-03-08 08:00:00Z,27.9,6.8,33.9,11.6,51.8
2025-03-08 09:00:00Z,26.6,9.7,38.7,15.3,62.1
2025-03-08 10:00:00Z,26.7,12.1,31.7,15.4,55.3
2025-03-08 11:00:00Z,21.2,10.8,33.4,18.1,61.0
2025-03-08 12:00:00Z,18.2,11.0,27.6,12.8,47.2
2025-03-08 13:00:00Z,22.5,10.5,29.4,16.0,53.8
2025-03-08 14:00:00Z,23.8,10.9,27.5,13.9,49.0
2025-03-08 15:00:00Z,31.5,7.8,25.1,11.1,41.9
2025-03-08 16:00:00Z,20.8,8.2,27.6,12.3,46.6
2025-03-08 17:00:00Z,26.8,6.8,31.3,11.9,49.6
2025-03-08 18:00:00Z,24.8,13.3,47.7,15.5,71.5
2025-03-08 19:00:00Z,29.6,12.1,36.4,8.4,49.4
2025-03-08 20:00:00Z,28.5,16.7,32.7,5.2,40.6
2025-03-08 21:00:00Z,24.9,16.8,30.4,4.1,36.6
2025-03-08 22:00:00Z,25.5,15.6,27.2,7.2,38.2
2025-03-08 23:00:00Z,20.1,12.5,30.1,11.5,47.6
2025-03-09 00:00:00Z,18.2,12.8,25.1,7.1,35.9
2025-03-09 01:00:00Z,19.5,11.0,22.6,5.5,31.1
2025-03-09 02:00:00Z,19.5,11.5,21.8,4.1,28.2
2025-03-09 03:00:00Z,13.4,14.2,18.8,3.2,23.7
2025-03-09 04:00:00Z,19.9,10.7,14.9,3.0,19.5
2025-03-09 05:00:00Z,18.6,8.3,14.9,3.1,19.5
2025-03-09 06:00:00Z,14.2,8.1,17.1,3.1,21.9
2025-03-09 07:00:00Z,17.7,9.2,17.0,3.2,21.8
2025-03-09 08:00:00Z,26.6,9.9,20.2,4.8,27.5
2025-03-09 09:00:00Z,22.4,6.9,21.9,7.4,33.3
2025-03-09 10:00:00Z,22.9,9.6,25.9,11.1,43.0
2025-03-09 11:00:00Z,17.7,10.2,29.1,13.0,49.1
2025-03-09 12:00:00Z,19.2,10.4,27.8,12.3,46.6
2025-03-09 13:00:00Z,20.5,11.0,23.5,9.8,38.5
2025-03-09 14:00:00Z,24.1,11.2,33.1,23.2,68.7
2025-03-09 15:00:00Z,24.5,13.0,25.2,12.1,43.7
2025-03-09 16:00:00Z,27.7,11.5,27.7,10.4,43.7
2025-03-09 17:00:00Z,27.0,9.7,37.3,15.7,61.2
2025-03-09 18:00:00Z,29.1,10.4,40.9,20.5,72.2
2025-03-09 19:00:00Z,22.5,10.7,38.5,8.0,50.8
2025-03-09 20:00:00Z,23.3,12.9,33.7,7.4,45.1
2025-03-09 21:00:00Z,22.8,13.4,38.5,4.4,45.2
2025-03-09 22:00:00Z,30.8,15.6,56.0,3.3,61.1
2025-03-09 23:00:00Z,30.0,18.7,71.0,9.9,86.1
2025-03-10 00:00:00Z,24.7,14.5,51.4,7.6,63.1
2025-03-10 01:00:00Z,21.9,12.9,34.9,3.0,39.4
2025-03-10 02:00:00Z,23.2,20.7,35.4,2.7,39.5
2025-03-10 03:00:00Z,24.3,17.2,44.6,3.1,49.4
2025-03-10 04:00:00Z,29.1,18.0,46.4,4.0,52.4
2025-03-10 05:00:00Z,24.5,18.7,45.8,8.0,58.1
2025-03-10 06:00:00Z,27.2,16.4,61.4,23.4,97.2
2025-03-10 07:00:00Z,28.2,16.4,69.2,28.7,113.1
2025-03-10 08:00:00Z,21.2,17.6,70.8,38.9,130.4
2025-03-10 09:00:00Z,25.8,9.4,62.1,30.2,108.4
2025-03-10 10:00:00Z,18.9,8.7,47.3,21.8,80.7
2025-03-10 11:00:00Z,18.0,9.6,47.7,31.4,95.8
2025-03-10 12:00:00Z,11.4,6.5,42.2,31.9,90.9
2025-03-10 13:00:00Z,11.2,6.5,34.1,26.1,74.0
2025-03-10 14:00:00Z,14.4,5.9,26.6,15.7,50.6
2025-03-10 15:00:00Z,16.5,6.0,25.0,12.9,44.8
2025-03-10 16:00:00Z,11.9,4.6,26.2,16.9,52.3
2025-03-10 17:00:00Z,12.2,3.2,31.7,18.4,59.9
2025-03-10 18:00:00Z,18.2,6.8,42.7,22.0,76.3
2025-03-10 19:00:00Z,21.2,9.2,44.3,16.5,69.6
2025-03-10 20:00:00Z,22.8,12.0,42.9,10.8,59.4
2025-03-10 21:00:00Z,19.7,10.7,50.4,12.4,69.3
2025-03-10 22:00:00Z,28.1,16.0,65.8,16.5,91.1
2025-03-10 23:00:00Z,24.9,17.9,64.4,16.1,89.1
2025-03-11 00:00:00Z,25.0,15.0,59.6,12.7,79.0
2025-03-11 01:00:00Z,26.7,21.6,58.8,10.9,75.4
2025-03-11 02:00:00Z,26.5,20.3,55.0,8.0,67.2
2025-03-11 03:00:00Z,35.7,25.1,60.3,62.9,156.6
2025-03-11 04:00:00Z,25.7,16.2,50.2,8.0,62.5
2025-03-11 05:00:00Z,31.2,14.3,54.2,26.4,94.5
2025-03-11 06:00:00Z,38.0,20.4,57.3,91.7,198.0
2025-03-11 07:00:00Z,41.0,22.6,56.3,104.7,216.9
2025-03-11 08:00:00Z,46.6,27.5,59.0,98.3,209.7
2025-03-11 09:00:00Z,55.3,32.9,65.6,114.0,240.4
2025-03-11 10:00:00Z,68.3,36.2,70.4,100.7,224.8
2025-03-11 11:00:00Z,68.2,45.3,50.3,45.7,120.3
2025-03-11 12:00:00Z,86.0,76.7,28.4,12.3,47.2
2025-03-11 13:00:00Z,83.3,69.8,31.0,8.7,44.3
2025-03-11 14:00:00Z,71.5,56.6,30.5,7.4,41.8
2025-03-11 15:00:00Z,59.4,41.1,24.2,6.0,33.4
2025-03-11 16:00:00Z,40.5,24.4,21.7,4.4,28.4
2025-03-11 17:00:00Z,31.2,23.2,17.7,3.4,22.8
2025-03-11 18:00:00Z,36.2,23.2,19.9,3.0,24.5
2025-03-11 19:00:00Z,29.6,16.7,21.8,3.2,26.9
2025-03-11 20:00:00Z,25.6,16.4,19.8,2.9,24.2
2025-03-11 21:00:00Z,28.5,14.4,17.0,2.8,21.2
2025-03-11 22:00:00Z,21.1,9.6,13.2,2.6,17.1
2025-03-11 23:00:00Z,19.9,5.8,12.3,2.3,15.9
2025-03-12 00:00:00Z,15.3,10.9,13.3,2.5,17.2
2025-03-12 01:00:00Z,19.7,7.3,12.0,2.2,15.3
2025-03-12 02:00:00Z,16.2,9.1,16.2,2.0,19.2
2025-03-12 03:00:00Z,16.0,8.4,8.1,2.1,11.2
2025-03-12 04:00:00Z,13.1,5.5,8.6,2.0,11.6
2025-03-12 05:00:00Z,13.6,4.6,10.8,2.2,14.0
2025-03-12 06:00:00Z,16.8,4.0,18.9,3.2,23.9
2025-03-12 07:00:00Z,18.6,9.2,25.8,5.1,33.6
2025-03-12 08:00:00Z,22.1,6.5,33.8,8.8,47.3
2025-03-12 09:00:00Z,21.1,6.4,33.1,11.7,51.0
2025-03-12 10:00:00Z,11.6,8.8,23.7,8.4,36.4
2025-03-12 11:00:00Z,13.9,6.5,29.9,14.5,51.9
2025-03-12 12:00:00Z,13.8,8.1,20.3,7.1,31.1
2025-03-12 13:00:00Z,12.9,5.6,23.9,8.8,37.4
2025-03-12 14:00:00Z,15.8,2.5,24.3,10.0,39.5
2025-03-12 15:00:00Z,15.4,5.2,24.2,10.3,39.9
2025-03-12 16:00:00Z,10.7,8.6,27.1,9.1,41.1
2025-03-12 17:00:00Z,12.5,6.8,29.8,9.2,44.0
2025-03-12 18:00:00Z,15.5,5.0,28.6,6.0,37.7
2025-03-12 19:00:00Z,14.7,5.3,21.8,3.3,26.9
2025-03-12 20:00:00Z,16.2,6.3,21.5,4.3,28.2
2025-03-12 21:00:00Z,14.8,6.2,17.2,3.0,21.9
2025-03-12 22:00:00Z,11.3,4.9,13.2,2.5,16.9
2025-03-12 23:00:00Z,13.4,6.2,15.6,2.9,20.0
2025-03-13 00:00:00Z,12.3,5.5,18.6,2.9,23.1
2025-03-13 01:00:00Z,11.0,8.3,15.8,2.6,19.8
2025-03-13 02:00:00Z,12.2,5.7,9.4,2.2,12.8
2025-03-13 03:00:00Z,12.3,3.9,12.3,2.0,15.4
2025-03-13 04:00:00Z,14.0,10.1,,,
2025-03-13 05:00:00Z,21.3,12.1,24.0,2.6,27.9
2025-03-13 06:00:00Z,17.4,11.1,24.4,3.8,30.2
2025-03-13 07:00:00Z,22.2,13.2,36.9,6.6,47.1
2025-03-13 08:00:00Z,22.1,11.9,29.2,8.0,41.5
2025-03-13 09:00:00Z,20.9,11.4,,,
2025-03-13 10:00:00Z,,,,,
2025-03-13 11:00:00Z,,,,,
2025-03-13 12:00:00Z,,,,,
2025-03-13 13:00:00Z,28.2,16.4,,,
2025-03-13 14:00:00Z,28.5,12.8,22.7,8.3,35.1
2025-03-13 15:00:00Z,17.8,9.1,22.4,8.7,35.7
2025-03-13 16:00:00Z,16.0,5.9,21.2,5.5,29.7
2025-03-13 17:00:00Z,10.5,5.2,18.4,4.2,24.9
2025-03-13 18:00:00Z,17.0,6.7,24.5,3.9,30.4
2025-03-13 19:00:00Z,13.8,7.7,18.9,2.9,23.4
2025-03-13 20:00:00Z,13.2,8.8,20.2,2.6,24.1
2025-03-13 21:00:00Z,18.3,6.6,24.9,2.9,29.4
2025-03-13 22:00:00Z,18.5,9.3,22.8,2.8,27.1
2025-03-13 23:00:00Z,17.3,9.1,26.5,3.3,31.5
2025-03-14 00:00:00Z,13.6,9.1,28.6,3.6,34.1
2025-03-14 01:00:00Z,13.5,10.9,24.8,3.4,30.1
2025-03-14 02:00:00Z,12.5,7.9,24.5,3.1,29.2
2025-03-14 03:00:00Z,17.1,8.1,26.9,3.2,31.8
2025-03-14 04:00:00Z,23.0,13.3,21.0,2.4,24.7
2025-03-14 05:00:00Z,13.9,12.8,16.7,2.6,20.7
2025-03-14 06:00:00Z,21.5,17.0,25.6,4.3,32.1
2025-03-14 07:00:00Z,21.6,13.2,33.8,10.5,49.8
2025-03-14 08:00:00Z,23.7,13.2,35.4,14.6,57.8
2025-03-14 09:00:00Z,32.9,18.3,28.2,14.0,49.6
2025-03-14 10:00:00Z,39.1,21.4,21.2,10.4,37.2
2025-03-14 11:00:00Z,29.5,14.0,21.1,9.4,35.7
2025-03-14 12:00:00Z,27.1,13.3,20.6,7.9,32.6
2025-03-14 13:00:00Z,25.1,18.5,20.0,5.3,28.2
2025-03-14 14:00:00Z,19.6,14.2,,,
2025-03-14 15:00:00Z,19.8,11.6,27.3,7.8,39.1
2025-03-14 16:00:00Z,16.6,13.0,20.3,5.1,28.2
2025-03-14 17:00:00Z,13.6,8.7,19.6,4.8,26.8
2025-03-14 18:00:00Z,15.8,8.0,21.2,3.7,26.8
2025-03-14 19:00:00Z,20.7,8.7,33.1,3.5,38.5
2025-03-14 20:00:00Z,20.6,11.8,34.8,3.6,40.3
2025-03-14 21:00:00Z,20.0,11.9,40.4,3.0,45.1
2025-03-14 22:00:00Z,29.4,15.0,34.4,2.9,38.8
2025-03-14 23:00:00Z,20.7,15.4,32.4,3.3,37.3
2025-03-15 00:00:00Z,26.0,13.4,28.9,3.3,34.0
2025-03-15 01:00:00Z,27.5,18.7,26.3,3.4,31.5
2025-03-15 02:00:00Z,20.0,13.5,22.9,2.4,26.7
2025-03-15 03:00:00Z,18.3,10.3,18.8,2.5,22.7
2025-03-15 04:00:00Z,23.3,14.7,16.6,2.3,20.0
2025-03-15 05:00:00Z,22.9,12.2,16.3,2.4,19.9
2025-03-15 06:00:00Z,20.3,14.0,18.7,2.8,23.1
2025-03-15 07:00:00Z,18.7,12.0,19.1,3.3,24.2
2025-03-15 08:00:00Z,34.1,25.0,18.0,4.4,24.8
2025-03-15 09:00:00Z,22.2,14.7,16.3,5.1,24.0
2025-03-15 10:00:00Z,19.1,10.6,15.0,5.6,23.6
2025-03-15 11:00:00Z,20.9,14.9,14.5,5.9,23.6
2025-03-15 12:00:00Z,27.2,16.4,14.0,6.5,24.0
2025-03-15 13:00:00Z,27.7,14.9,12.2,5.3,20.3
2025-03-15 14:00:00Z,18.1,13.2,11.1,5.0,18.8
2025-03-15 15:00:00Z,24.1,14.7,13.1,4.4,19.8
2025-03-15 16:00:00Z,23.0,14.3,13.8,4.1,20.1
2025-03-15 17:00:00Z,23.7,11.4,18.0,4.7,25.2
2025-03-15 18:00:00Z,22.2,12.2,20.1,3.7,25.8
2025-03-15 19:00:00Z,23.5,16.7,18.1,3.2,23.0
2025-03-15 20:00:00Z,23.6,17.8,18.8,4.1,25.1
2025-03-15 21:00:00Z,20.3,15.2,19.3,3.0,23.9
2025-03-15 22:00:00Z,20.2,17.8,17.0,2.9,21.5
2025-03-15 23:00:00Z,19.7,15.2,15.9,3.1,20.7
2025-03-16 00:00:00Z,21.7,14.4,17.0,3.1,21.7
2025-03-16 01:00:00Z,19.8,15.1,15.2,2.6,19.1
2025-03-16 02:00:00Z,24.3,15.3,15.3,2.2,18.8
2025-03-16 03:00:00Z,21.0,15.3,13.1,2.3,16.6
2025-03-16 04:00:00Z,24.0,16.9,13.8,2.5,17.6
2025-03-16 05:00:00Z,21.0,20.5,14.8,2.3,18.3
2025-03-16 06:00:00Z,24.9,19.8,15.3,2.4,19.0
2025-03-16 07:00:00Z,28.1,23.4,17.5,2.8,21.8
2025-03-16 08:00:00Z,27.2,16.7,16.6,4.1,22.8
2025-03-16 09:00:00Z,27.5,19.3,14.1,4.5,21.0
2025-03-16 10:00:00Z,24.9,18.2,12.2,5.5,20.7
