,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,SO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-02 17:00:00Z,13.1,11.2,11.8,,0.8,13.0,73.4
2025-03-02 18:00:00Z,15.9,12.6,18.3,,0.8,19.7,64.9
2025-03-02 19:00:00Z,15.6,12.6,21.5,,0.6,22.4,60.2
2025-03-02 20:00:00Z,16.6,14.3,22.7,,0.9,24.2,55.0
2025-03-02 21:00:00Z,19.4,17.1,24.2,,1.0,25.7,49.1
2025-03-02 22:00:00Z,21.4,19.1,23.0,,0.8,24.2,46.5
2025-03-02 23:00:00Z,24.5,21.6,29.7,,1.1,31.5,36.4
2025-03-03 00:00:00Z,23.9,20.9,28.2,,0.9,29.5,36.8
2025-03-03 01:00:00Z,24.3,22.0,28.7,,1.0,30.3,34.2
2025-03-03 02:00:00Z,22.1,19.6,29.9,,0.6,30.9,32.1
2025-03-03 03:00:00Z,21.2,18.9,37.1,,0.7,38.2,23.8
2025-03-03 04:00:00Z,23.4,20.8,43.8,,2.0,46.8,12.2
2025-03-03 05:00:00Z,25.1,23.0,47.0,,3.2,51.8,5.9
2025-03-03 06:00:00Z,26.3,23.2,46.8,,4.2,53.3,6.5
2025-03-03 07:00:00Z,27.5,20.8,55.7,,20.0,86.3,3.0
2025-03-03 08:00:00Z,31.8,23.4,55.3,,43.4,121.8,5.2
2025-03-03 09:00:00Z,33.8,23.1,46.7,,25.7,86.1,18.9
2025-03-03 10:00:00Z,34.0,23.8,45.3,,28.7,89.4,24.6
2025-03-03 11:00:00Z,33.1,23.5,38.9,,19.7,69.1,36.4
2025-03-03 12:00:00Z,28.1,18.1,29.8,,11.8,47.9,47.5
2025-03-03 13:00:00Z,22.9,16.8,25.9,,8.8,39.5,53.4
2025-03-03 14:00:00Z,21.8,15.4,21.7,,5.9,30.9,62.2
2025-03-03 15:00:00Z,18.5,13.1,17.3,,3.4,22.5,69.5
2025-03-03 16:00:00Z,24.0,15.9,20.1,,3.3,25.2,65.3
2025-03-03 17:00:00Z,21.6,16.6,26.6,,3.2,31.5,60.0
2025-03-03 18:00:00Z,24.0,18.4,30.9,,1.0,32.3,51.9
2025-03-03 19:00:00Z,27.4,21.3,50.8,,1.9,53.8,26.7
2025-03-03 20:00:00Z,34.2,25.0,67.0,,5.4,75.4,12.8
2025-03-03 21:00:00Z,29.4,23.3,59.6,,2.4,63.4,21.8
2025-03-03 22:00:00Z,28.0,23.8,51.5,,1.4,53.7,24.1
2025-03-03 23:00:00Z,29.5,24.7,49.7,,1.8,52.5,16.9
2025-03-04 00:00:00Z,27.8,23.4,36.9,,1.0,38.4,27.9
2025-03-04 01:00:00Z,26.6,22.8,31.7,,0.6,32.6,33.0
2025-03-04 02:00:00Z,25.9,22.7,32.2,,0.9,33.6,33.9
2025-03-04 03:00:00Z,29.1,23.4,47.5,,1.8,50.4,18.5
2025-03-04 04:00:00Z,30.6,25.6,56.9,,2.3,60.5,9.2
2025-03-04 05:00:00Z,35.2,29.7,58.2,,3.7,63.9,5.9
2025-03-04 06:00:00Z,36.0,30.0,58.9,,9.7,73.8,3.3
2025-03-04 07:00:00Z,43.3,31.5,58.8,,15.2,82.0,3.0
2025-03-04 08:00:00Z,50.2,33.0,56.1,,34.2,108.6,6.1
2025-03-04 09:00:00Z,46.9,30.0,49.1,,25.3,88.0,15.8
2025-03-04 10:00:00Z,41.5,28.7,47.6,,25.8,87.2,21.7
2025-03-04 11:00:00Z,46.1,31.1,52.9,,31.8,101.7,19.8
2025-03-04 12:00:00Z,48.7,31.8,51.6,,25.8,91.2,24.8
2025-03-04 13:00:00Z,43.6,28.7,47.1,,16.8,72.9,32.5
2025-03-04 14:00:00Z,50.5,32.7,56.7,,20.9,88.8,25.4
2025-03-04 15:00:00Z,57.3,34.0,56.7,,18.2,84.6,27.2
2025-03-04 16:00:00Z,50.3,30.4,43.1,,12.1,61.7,40.8
2025-03-04 17:00:00Z,32.6,22.7,25.1,,2.5,28.9,61.9
2025-03-04 18:00:00Z,23.9,18.0,31.1,,0.6,32.0,55.7
2025-03-04 19:00:00Z,32.4,23.6,69.0,,10.8,85.7,16.6
2025-03-04 20:00:00Z,54.0,40.9,78.4,,22.4,112.7,4.1
2025-03-04 21:00:00Z,51.8,34.5,74.0,,46.9,145.9,1.7
2025-03-04 22:00:00Z,46.9,35.8,71.0,,49.6,147.0,1.8
2025-03-04 23:00:00Z,52.6,41.1,63.1,,55.3,148.0,1.4
2025-03-05 00:00:00Z,48.4,38.4,60.6,,39.6,121.4,1.4
2025-03-05 01:00:00Z,43.9,36.3,58.3,,36.7,114.6,1.3
2025-03-05 02:00:00Z,42.0,36.4,57.4,,42.2,122.2,1.2
2025-03-05 03:00:00Z,43.3,38.1,59.2,,52.9,140.3,1.0
2025-03-05 04:00:00Z,49.4,42.2,63.8,,89.2,200.5,1.1
2025-03-05 05:00:00Z,59.0,49.9,60.9,,98.0,211.1,0.9
2025-03-05 06:00:00Z,61.5,50.7,57.5,,108.7,224.3,0.8
2025-03-05 07:00:00Z,62.2,49.6,58.4,,120.8,243.7,1.1
2025-03-05 08:00:00Z,70.4,55.8,62.3,,133.7,267.2,2.1
2025-03-05 09:00:00Z,65.7,45.9,55.5,,52.3,135.5,12.9
2025-03-05 10:00:00Z,48.3,39.8,38.6,,20.9,70.6,29.6
2025-03-05 11:00:00Z,51.4,38.5,35.9,,17.0,62.0,39.8
2025-03-05 12:00:00Z,44.9,31.8,28.6,,10.3,44.5,53.0
2025-03-05 13:00:00Z,31.8,22.9,18.5,,4.3,25.1,73.9
2025-03-05 14:00:00Z,21.7,15.8,13.1,,2.1,16.3,86.0
2025-03-05 15:00:00Z,21.3,13.6,14.1,,1.9,17.0,90.2
2025-03-05 16:00:00Z,20.2,13.0,14.6,,1.4,16.8,91.1
2025-03-05 17:00:00Z,24.3,14.3,20.5,,1.0,22.0,81.8
2025-03-05 18:00:00Z,26.3,15.7,46.1,,1.4,48.1,49.9
2025-03-05 19:00:00Z,36.3,21.4,69.4,,4.3,76.0,25.5
2025-03-05 20:00:00Z,46.4,27.5,85.2,,46.3,156.1,2.5
2025-03-05 21:00:00Z,46.7,30.2,84.9,,75.1,200.0,1.9
2025-03-05 22:00:00Z,51.3,35.2,79.5,,83.1,207.0,1.5
2025-03-05 23:00:00Z,47.6,37.5,65.6,,39.4,126.0,13.2
2025-03-06 00:00:00Z,42.2,35.9,59.8,,2.1,63.0,15.9
2025-03-06 01:00:00Z,39.8,35.1,54.3,,2.6,58.3,13.8
2025-03-06 02:00:00Z,36.4,31.7,32.5,,0.9,33.8,34.8
2025-03-06 03:00:00Z,38.6,32.3,47.4,,1.6,49.9,19.7
2025-03-06 04:00:00Z,32.8,25.7,49.6,,1.5,51.9,22.0
2025-03-06 05:00:00Z,28.1,22.0,45.2,,1.0,46.7,22.6
2025-03-06 06:00:00Z,27.3,20.4,54.7,,3.2,59.5,12.1
2025-03-06 07:00:00Z,30.0,20.7,68.2,,28.8,112.3,2.9
2025-03-06 08:00:00Z,28.4,18.1,45.7,,12.3,64.5,27.5
2025-03-06 09:00:00Z,31.8,17.6,42.7,,13.2,62.9,38.3
2025-03-06 10:00:00Z,24.3,13.8,27.8,,7.2,38.9,62.2
2025-03-06 11:00:00Z,21.2,10.8,16.9,,3.5,22.2,80.0
2025-03-06 12:00:00Z,17.5,9.3,13.0,,2.4,16.6,87.3
2025-03-06 13:00:00Z,16.1,7.8,9.3,,1.5,11.5,95.9
2025-03-06 14:00:00Z,14.0,6.9,8.7,,1.2,10.6,97.5
2025-03-06 15:00:00Z,11.6,5.2,7.8,,0.9,9.3,99.5
2025-03-06 16:00:00Z,11.9,5.2,8.9,,0.9,10.2,97.5
2025-03-06 17:00:00Z,12.5,5.4,11.0,,0.6,11.9,93.8
2025-03-06 18:00:00Z,17.4,6.9,25.2,,0.5,25.9,75.2
2025-03-06 19:00:00Z,22.8,12.0,37.5,,0.6,38.5,55.4
2025-03-06 20:00:00Z,22.5,11.0,60.0,,1.3,62.2,33.7
2025-03-06 21:00:00Z,25.8,14.8,76.3,,7.4,87.9,12.6
2025-03-06 22:00:00Z,32.8,20.8,75.5,,16.4,100.6,7.7
2025-03-06 23:00:00Z,29.2,20.0,66.6,,6.8,77.0,17.4
2025-03-07 00:00:00Z,26.5,17.1,48.0,,0.9,49.4,29.2
2025-03-07 01:00:00Z,25.0,15.7,40.3,,0.7,41.3,33.2
2025-03-07 02:00:00Z,21.8,12.8,22.8,,0.4,23.5,45.2
2025-03-07 03:00:00Z,20.2,12.2,26.9,,0.6,27.8,38.0
2025-03-07 04:00:00Z,18.8,11.3,35.2,,1.1,36.9,30.0
2025-03-07 05:00:00Z,17.6,10.6,54.2,,5.4,62.5,11.3
2025-03-07 06:00:00Z,17.1,9.6,59.3,,7.8,71.2,10.2
2025-03-07 07:00:00Z,16.2,8.9,57.8,,9.1,71.9,12.4
2025-03-07 08:00:00Z,16.8,9.6,44.8,,10.2,60.4,26.1
2025-03-07 09:00:00Z,17.6,10.2,33.6,,9.2,47.6,44.8
2025-03-07 10:00:00Z,16.6,9.5,19.0,,4.5,25.8,68.5
2025-03-07 11:00:00Z,15.5,8.9,13.5,,3.0,18.2,78.0
2025-03-07 12:00:00Z,12.2,6.8,9.9,,2.0,12.9,86.0
2025-03-07 13:00:00Z,12.7,7.5,8.5,,1.5,10.8,90.4
2025-03-07 14:00:00Z,12.9,7.4,7.3,,1.2,9.2,95.9
2025-03-07 15:00:00Z,15.7,7.6,8.7,,1.1,10.4,96.3
2025-03-07 16:00:00Z,12.0,6.7,8.9,,0.8,10.1,95.7
2025-03-07 17:00:00Z,12.2,6.6,12.2,,0.6,13.2,91.8
2025-03-07 18:00:00Z,14.1,7.4,21.4,,0.4,21.8,78.2
2025-03-07 19:00:00Z,15.8,8.8,34.7,,0.3,35.1,58.7
2025-03-07 20:00:00Z,19.6,12.5,47.6,,0.7,48.7,37.6
2025-03-07 21:00:00Z,21.8,13.7,52.4,,1.1,54.1,32.3
2025-03-07 22:00:00Z,21.9,14.6,36.6,,0.6,37.4,49.9
2025-03-07 23:00:00Z,19.7,13.8,34.3,,0.5,35.1,53.4
2025-03-08 00:00:00Z,18.3,13.5,28.3,,0.4,28.8,59.7
2025-03-08 01:00:00Z,17.3,12.7,24.1,,0.3,24.5,62.5
2025-03-08 02:00:00Z,16.3,12.0,21.7,,0.2,22.1,63.2
2025-03-08 03:00:00Z,15.1,11.4,18.6,,0.2,18.9,65.6
2025-03-08 04:00:00Z,15.3,11.3,10.6,,0.2,11.0,73.5
2025-03-08 05:00:00Z,16.8,12.6,11.6,,0.2,12.1,70.5
2025-03-08 06:00:00Z,17.0,13.1,16.4,,0.3,16.9,66.6
2025-03-08 07:00:00Z,18.2,13.9,21.5,,0.9,22.8,61.1
2025-03-08 08:00:00Z,18.9,14.9,28.8,,2.6,32.8,54.5
2025-03-08 09:00:00Z,21.4,15.3,22.0,,3.2,26.9,65.0
2025-03-08 10:00:00Z,18.6,13.7,13.7,,2.6,17.6,76.6
2025-03-08 11:00:00Z,15.2,10.9,12.4,,1.9,15.3,82.1
2025-03-08 12:00:00Z,12.6,9.6,9.8,,1.6,12.2,88.4
2025-03-08 13:00:00Z,12.9,9.9,9.0,,1.5,11.3,92.6
2025-03-08 14:00:00Z,11.2,8.1,7.4,,0.9,8.8,98.9
2025-03-08 15:00:00Z,11.7,8.2,8.0,,1.0,9.4,101.2
2025-03-08 16:00:00Z,12.4,7.8,7.8,,0.5,8.7,103.0
2025-03-08 17:00:00Z,13.1,8.2,9.8,,0.4,10.4,100.2
2025-03-08 18:00:00Z,12.6,8.1,15.1,,0.2,15.5,90.1
2025-03-08 19:00:00Z,15.5,10.2,21.4,,0.2,21.8,75.0
2025-03-08 20:00:00Z,18.4,13.1,23.9,,0.3,24.5,68.6
2025-03-08 21:00:00Z,19.5,14.3,18.5,,0.2,19.0,75.2
2025-03-08 22:00:00Z,18.2,13.4,13.4,,0.2,13.8,79.6
2025-03-08 23:00:00Z,16.6,12.3,14.8,,0.2,15.2,75.6
2025-03-09 00:00:00Z,16.7,11.6,15.9,,0.2,16.3,71.2
2025-03-09 01:00:00Z,13.8,10.2,14.5,,0.2,14.9,72.0
2025-03-09 02:00:00Z,12.7,9.5,11.7,,0.1,12.0,78.0
2025-03-09 03:00:00Z,13.6,10.0,11.3,,0.1,11.7,75.9
2025-03-09 04:00:00Z,14.7,10.9,10.5,,0.2,10.8,75.3
2025-03-09 05:00:00Z,14.3,11.0,9.8,,0.2,10.0,73.3
2025-03-09 06:00:00Z,16.1,12.4,12.0,,0.2,12.4,68.6
2025-03-09 07:00:00Z,15.2,11.9,11.0,,0.4,11.7,71.3
2025-03-09 08:00:00Z,16.1,12.5,13.1,,0.7,14.2,69.4
2025-03-09 09:00:00Z,15.2,11.6,13.7,,1.3,15.8,72.4
2025-03-09 10:00:00Z,15.3,11.5,11.4,,1.2,13.4,75.7
2025-03-09 11:00:00Z,15.2,11.4,12.2,,1.6,14.8,75.2
2025-03-09 12:00:00Z,13.9,10.4,9.9,,1.3,12.0,84.7
2025-03-09 13:00:00Z,13.9,10.1,7.5,,0.9,8.8,87.8
2025-03-09 14:00:00Z,14.5,9.9,7.0,,0.9,8.3,91.1
2025-03-09 15:00:00Z,14.0,9.9,6.2,,0.6,7.2,95.4
2025-03-09 16:00:00Z,14.9,10.0,8.7,,0.5,9.5,93.8
2025-03-09 17:00:00Z,15.4,9.2,10.8,,0.2,11.2,91.0
2025-03-09 18:00:00Z,15.6,8.9,15.6,,0.3,16.2,78.6
2025-03-09 19:00:00Z,16.2,11.1,25.3,,0.4,26.0,62.8
2025-03-09 20:00:00Z,17.9,13.1,31.7,,0.4,32.3,52.9
2025-03-09 21:00:00Z,20.1,14.7,38.0,,0.8,39.3,44.7
2025-03-09 22:00:00Z,25.2,18.9,58.3,,2.4,61.9,24.2
2025-03-09 23:00:00Z,24.9,19.9,65.5,,2.4,69.1,15.2
2025-03-10 00:00:00Z,22.0,16.0,32.1,,0.9,33.5,42.7
2025-03-10 01:00:00Z,16.4,12.3,27.9,,0.6,28.8,42.8
2025-03-10 02:00:00Z,14.8,11.5,30.9,,0.6,31.9,39.9
2025-03-10 03:00:00Z,14.9,11.6,30.5,,0.6,31.6,36.2
2025-03-10 04:00:00Z,17.3,12.8,39.1,,1.4,41.2,27.2
2025-03-10 05:00:00Z,17.5,13.9,47.5,,3.0,52.1,15.2
2025-03-10 06:00:00Z,22.1,15.5,69.0,,22.6,103.6,5.2
2025-03-10 07:00:00Z,18.4,15.1,50.3,,2.5,54.1,25.6
2025-03-10 08:00:00Z,13.7,10.9,65.5,,9.1,79.5,17.7
2025-03-10 09:00:00Z,14.6,9.8,37.5,,5.2,45.4,36.9
2025-03-10 10:00:00Z,12.5,8.5,31.7,,4.4,38.4,40.9
2025-03-10 11:00:00Z,9.7,6.5,19.8,,3.1,24.5,52.4
2025-03-10 12:00:00Z,7.3,5.2,17.6,,3.4,22.9,53.4
2025-03-10 13:00:00Z,5.0,3.8,14.1,,1.6,16.6,64.3
2025-03-10 14:00:00Z,6.3,3.5,15.5,,1.5,17.9,70.0
2025-03-10 15:00:00Z,5.9,2.9,12.3,,1.2,14.1,78.8
2025-03-10 16:00:00Z,6.3,3.0,13.9,,1.0,15.6,77.1
2025-03-10 17:00:00Z,6.5,4.0,17.2,,1.0,18.6,71.6
2025-03-10 18:00:00Z,12.3,9.0,24.9,,0.7,26.0,55.2
2025-03-10 19:00:00Z,14.3,9.9,52.7,,3.4,57.8,15.9
2025-03-10 20:00:00Z,21.7,15.0,59.3,,8.1,71.7,7.6
2025-03-10 21:00:00Z,27.9,19.2,61.1,,42.0,125.6,1.7
2025-03-10 22:00:00Z,40.2,26.6,55.2,,56.3,141.6,1.1
2025-03-10 23:00:00Z,33.7,26.2,50.3,,42.5,115.5,1.0
2025-03-11 00:00:00Z,31.9,26.7,43.4,,31.4,91.6,0.9
2025-03-11 01:00:00Z,30.0,27.2,42.5,,28.5,86.1,0.8
2025-03-11 02:00:00Z,29.3,25.8,35.0,,40.6,97.2,0.7
2025-03-11 03:00:00Z,25.4,22.5,39.4,,25.2,78.0,0.9
2025-03-11 04:00:00Z,23.7,21.5,35.1,,30.4,81.7,0.5
2025-03-11 05:00:00Z,25.0,21.8,31.8,,47.9,105.3,0.5
2025-03-11 06:00:00Z,25.1,20.9,32.6,,75.9,148.9,0.6
2025-03-11 07:00:00Z,31.0,23.0,49.1,,239.1,415.6,0.8
2025-03-11 08:00:00Z,23.6,20.6,58.1,,135.0,265.0,1.9
2025-03-11 09:00:00Z,26.9,22.6,61.6,,131.3,262.9,3.4
2025-03-11 10:00:00Z,35.8,27.1,66.5,,128.6,263.8,4.8
2025-03-11 11:00:00Z,56.7,39.1,57.6,,67.8,161.5,8.8
2025-03-11 12:00:00Z,61.4,50.3,34.9,,20.9,67.0,15.1
2025-03-11 13:00:00Z,92.8,83.5,31.8,,10.3,47.6,20.7
2025-03-11 14:00:00Z,84.3,75.6,30.1,,8.2,42.6,42.9
2025-03-11 15:00:00Z,69.2,61.0,26.9,,5.8,35.7,59.2
2025-03-11 16:00:00Z,46.9,39.5,22.3,,2.8,26.6,74.4
2025-03-11 17:00:00Z,33.9,27.5,20.9,,2.0,24.0,81.8
2025-03-11 18:00:00Z,35.1,29.8,25.0,,1.9,27.9,74.6
2025-03-11 19:00:00Z,34.6,29.6,22.3,,1.0,23.7,70.4
2025-03-11 20:00:00Z,23.2,20.3,18.1,,0.7,19.3,74.0
2025-03-11 21:00:00Z,26.7,22.2,17.2,,0.7,18.3,64.0
2025-03-11 22:00:00Z,24.4,17.2,14.4,,0.6,15.4,64.6
2025-03-11 23:00:00Z,19.9,13.7,13.0,,0.5,13.7,67.1
2025-03-12 00:00:00Z,15.7,11.6,11.6,,0.4,12.2,66.5
2025-03-12 01:00:00Z,11.2,8.0,9.0,,0.2,9.5,72.2
2025-03-12 02:00:00Z,12.1,7.6,9.2,,0.1,9.5,70.1
2025-03-12 03:00:00Z,12.9,8.2,11.8,,0.2,12.2,63.2
2025-03-12 04:00:00Z,12.5,7.2,13.0,,0.5,13.8,63.2
2025-03-12 05:00:00Z,12.2,7.2,13.8,,0.7,14.9,62.7
2025-03-12 06:00:00Z,14.9,7.2,17.1,,0.7,18.3,59.1
2025-03-12 07:00:00Z,17.3,7.7,28.8,,2.7,33.0,47.5
2025-03-12 08:00:00Z,19.4,8.0,36.6,,5.6,45.2,42.3
2025-03-12 09:00:00Z,17.2,7.3,25.1,,4.6,32.1,56.0
2025-03-12 10:00:00Z,12.4,5.2,18.5,,3.3,23.6,64.8
2025-03-12 11:00:00Z,9.3,4.6,13.8,,2.0,16.8,66.5
2025-03-12 12:00:00Z,6.7,3.9,12.0,,2.3,15.5,68.5
2025-03-12 13:00:00Z,6.8,4.1,15.4,,2.5,19.3,65.4
2025-03-12 14:00:00Z,5.7,3.9,11.7,,1.7,14.3,69.6
2025-03-12 15:00:00Z,7.3,4.7,13.0,,1.9,15.9,68.4
2025-03-12 16:00:00Z,8.0,5.1,14.5,,1.8,17.4,67.0
2025-03-12 17:00:00Z,7.8,5.3,15.0,,0.9,16.4,65.6
2025-03-12 18:00:00Z,7.9,5.7,17.9,,0.6,18.9,61.9
2025-03-12 19:00:00Z,9.1,6.6,23.0,,0.6,24.0,54.4
2025-03-12 20:00:00Z,10.3,7.2,18.6,,0.8,19.9,61.5
2025-03-12 21:00:00Z,10.0,7.8,16.8,,0.7,17.9,60.5
2025-03-12 22:00:00Z,9.1,6.6,15.1,,0.9,16.5,61.2
2025-03-12 23:00:00Z,9.0,7.3,14.2,,0.5,15.0,60.9
2025-03-13 00:00:00Z,11.3,8.9,14.1,,0.4,14.8,62.3
2025-03-13 01:00:00Z,12.3,10.1,13.5,,0.3,14.0,61.7
2025-03-13 02:00:00Z,12.9,10.5,9.1,,0.3,9.5,67.5
2025-03-13 03:00:00Z,11.8,10.0,9.5,,0.4,10.1,65.0
2025-03-13 04:00:00Z,13.4,11.4,10.1,,0.3,10.6,60.6
2025-03-13 05:00:00Z,14.0,11.8,13.4,,0.6,14.4,55.5
2025-03-13 06:00:00Z,19.8,16.6,20.1,,1.3,22.1,41.9
2025-03-13 07:00:00Z,20.6,17.1,29.0,,2.9,33.4,32.9
2025-03-13 08:00:00Z,23.9,16.7,27.4,,6.1,36.7,41.4
2025-03-13 09:00:00Z,24.4,14.8,21.7,,5.6,30.2,54.0
2025-03-13 10:00:00Z,20.3,13.4,16.4,,4.5,23.2,61.0
2025-03-13 11:00:00Z,,,16.0,,3.2,20.9,58.3
2025-03-13 12:00:00Z,,,12.5,,2.7,16.7,64.3
2025-03-13 13:00:00Z,19.7,14.8,10.3,,2.5,14.1,70.5
2025-03-13 14:00:00Z,19.5,13.5,17.4,,3.9,23.5,64.2
2025-03-13 15:00:00Z,18.7,14.7,20.9,,3.3,25.8,56.5
2025-03-13 16:00:00Z,18.5,13.2,22.2,,3.0,26.7,58.7
2025-03-13 17:00:00Z,13.7,7.4,21.6,,2.9,26.1,61.3
2025-03-13 18:00:00Z,13.0,6.1,26.3,,1.7,29.1,56.6
2025-03-13 19:00:00Z,10.1,6.3,15.9,,0.6,17.0,69.0
2025-03-13 20:00:00Z,8.8,6.6,22.6,,0.5,23.4,54.2
2025-03-13 21:00:00Z,12.3,8.9,27.5,,0.7,28.6,53.2
2025-03-13 22:00:00Z,12.3,9.4,26.0,,0.6,27.1,51.7
2025-03-13 23:00:00Z,12.5,9.6,28.3,,0.7,29.5,43.4
2025-03-14 00:00:00Z,14.5,10.5,36.7,,1.5,39.0,27.2
2025-03-14 01:00:00Z,12.5,10.0,24.7,,0.7,25.8,44.6
2025-03-14 02:00:00Z,12.1,10.0,26.4,,0.5,27.2,37.2
2025-03-14 03:00:00Z,11.7,10.1,21.7,,0.6,22.7,39.0
2025-03-14 04:00:00Z,14.0,12.4,23.3,,0.8,24.5,32.2
2025-03-14 05:00:00Z,16.4,14.2,25.1,,1.1,26.8,27.1
2025-03-14 06:00:00Z,19.2,14.6,32.1,,2.9,36.6,20.1
2025-03-14 07:00:00Z,21.8,15.9,35.3,,4.6,42.4,19.2
2025-03-14 08:00:00Z,22.0,15.6,33.5,,9.2,47.6,24.3
2025-03-14 09:00:00Z,26.3,18.3,27.7,,8.4,40.6,30.0
2025-03-14 10:00:00Z,33.0,22.9,23.3,,8.7,36.7,35.4
2025-03-14 11:00:00Z,30.8,23.2,20.5,,5.9,29.6,43.9
2025-03-14 12:00:00Z,22.0,18.7,13.2,,3.7,18.9,55.3
2025-03-14 13:00:00Z,21.3,18.1,13.3,,4.3,20.0,58.9
2025-03-14 14:00:00Z,22.4,16.4,14.5,,4.2,21.0,64.5
2025-03-14 15:00:00Z,21.0,14.5,18.6,,4.4,25.3,61.6
2025-03-14 16:00:00Z,18.0,14.1,18.5,,2.8,22.8,62.5
2025-03-14 17:00:00Z,17.5,13.9,19.8,,3.0,24.4,64.0
2025-03-14 18:00:00Z,14.3,11.0,23.8,,2.8,28.0,61.8
2025-03-14 19:00:00Z,15.7,11.2,28.5,,1.6,30.9,55.1
2025-03-14 20:00:00Z,18.2,14.1,30.5,,0.9,32.0,51.0
2025-03-14 21:00:00Z,18.2,14.8,32.0,,1.0,33.6,48.9
2025-03-14 22:00:00Z,19.9,15.3,33.9,,1.2,35.7,46.5
2025-03-14 23:00:00Z,23.6,17.1,32.9,,0.9,34.5,43.9
2025-03-15 00:00:00Z,19.6,14.9,28.5,,1.1,30.3,44.4
2025-03-15 01:00:00Z,19.4,13.2,26.3,,0.9,27.6,42.4
2025-03-15 02:00:00Z,16.0,11.4,20.9,,0.6,21.9,47.5
2025-03-15 03:00:00Z,14.3,11.1,19.3,,0.6,20.2,44.9
2025-03-15 04:00:00Z,14.7,11.4,17.3,,0.4,17.9,44.6
2025-03-15 05:00:00Z,16.8,13.2,18.8,,0.6,19.5,39.9
2025-03-15 06:00:00Z,17.1,13.5,19.9,,0.8,21.2,37.8
2025-03-15 07:00:00Z,16.6,13.2,19.8,,1.5,22.1,37.7
2025-03-15 08:00:00Z,16.8,12.9,18.1,,3.0,22.7,41.1
2025-03-15 09:00:00Z,17.2,12.5,17.2,,4.2,23.7,44.0
2025-03-15 10:00:00Z,17.7,12.7,17.4,,4.4,24.2,46.9
2025-03-15 11:00:00Z,19.1,14.1,16.3,,5.2,24.4,50.3
2025-03-15 12:00:00Z,20.1,15.2,14.0,,5.2,22.1,54.1
2025-03-15 13:00:00Z,19.9,15.0,12.6,,3.9,18.6,60.5
2025-03-15 14:00:00Z,17.3,13.3,10.5,,2.8,14.7,71.4
2025-03-15 15:00:00Z,18.9,14.3,12.3,,2.1,15.5,72.1
2025-03-15 16:00:00Z,21.0,16.2,13.1,,2.5,16.8,71.4
2025-03-15 17:00:00Z,20.6,15.7,14.5,,1.5,16.8,71.2
2025-03-15 18:00:00Z,20.5,16.4,17.8,,1.9,20.7,64.3
2025-03-15 19:00:00Z,21.9,17.3,17.5,,1.3,19.4,61.6
2025-03-15 20:00:00Z,22.4,18.1,14.5,,1.3,16.6,65.2
2025-03-15 21:00:00Z,21.6,17.5,14.9,,0.8,16.1,63.0
2025-03-15 22:00:00Z,20.5,16.6,15.0,,0.6,16.0,59.9
2025-03-15 23:00:00Z,20.9,16.6,14.9,,0.7,16.0,56.8
2025-03-16 00:00:00Z,20.2,16.4,14.4,,0.6,15.3,54.6
2025-03-16 01:00:00Z,20.5,16.8,13.5,,0.5,14.1,52.9
2025-03-16 02:00:00Z,20.4,17.2,15.0,,0.6,15.9,48.8
2025-03-16 03:00:00Z,20.3,17.7,15.1,,0.5,15.9,46.0
2025-03-16 04:00:00Z,21.5,19.0,16.6,,0.5,17.5,41.9
2025-03-16 05:00:00Z,22.1,20.3,14.8,,0.5,15.6,41.2
2025-03-16 06:00:00Z,23.8,21.8,15.3,,0.5,16.1,39.1
2025-03-16 07:00:00Z,25.6,23.3,17.2,,0.8,18.4,36.0
2025-03-16 08:00:00Z,27.1,24.8,15.5,,1.9,18.4,37.5
2025-03-16 09:00:00Z,28.3,25.5,15.2,,3.2,20.1,37.8
2025-03-16 10:00:00Z,28.6,26.1,13.4,,4.0,19.6,40.6
2025-03-16 11:00:00Z,29.0,26.7,12.6,,4.5,19.5,44.7
2025-03-16 12:00:00Z,29.9,26.9,12.1,,3.7,17.9,49.7
2025-03-16 13:00:00Z,27.9,25.6,10.8,,2.8,15.1,57.6
2025-03-16 14:00:00Z,27.1,24.7,8.9,,2.0,12.0,67.5
2025-03-16 15:00:00Z,25.8,23.7,11.2,,1.9,14.1,69.5
2025-03-16 16:00:00Z,28.2,25.7,13.4,,1.5,15.7,68.5
2025-03-16 17:00:00Z,30.1,27.1,15.3,,1.2,17.1,69.7
2025-03-16 18:00:00Z,30.1,26.9,23.4,,1.3,25.4,62.3
2025-03-16 19:00:00Z,30.9,27.7,26.8,,0.8,28.1,56.6
2025-03-16 20:00:00Z,27.2,23.5,19.0,,0.6,19.8,64.5
2025-03-16 21:00:00Z,26.4,23.1,17.6,,0.5,18.3,63.6
2025-03-16 22:00:00Z,27.3,24.1,19.8,,0.9,21.1,59.7
