,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone
,PM10,PM25,NO2,SO2,NO,NOX,O3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-26 07:00:00Z,16.7,8.2,20.7,,4.8,27.9,52.7
2025-05-26 08:00:00Z,17.7,8.2,9.4,,2.8,13.8,72.4
2025-05-26 09:00:00Z,14.7,6.5,6.2,,1.7,8.8,79.2
2025-05-26 10:00:00Z,12.2,5.8,6.8,,2.1,9.9,81.5
2025-05-26 11:00:00Z,10.6,5.4,6.2,,1.3,8.2,86.0
2025-05-26 12:00:00Z,10.0,5.1,6.0,,1.3,7.9,85.9
2025-05-26 13:00:00Z,10.3,5.2,5.7,,1.1,7.5,86.1
2025-05-26 14:00:00Z,11.3,5.5,5.6,,1.0,7.1,87.5
2025-05-26 15:00:00Z,11.3,5.7,7.8,,1.3,9.8,86.5
2025-05-26 16:00:00Z,11.6,6.0,7.5,,1.0,9.0,86.7
2025-05-26 17:00:00Z,11.5,6.0,7.9,,1.2,9.7,86.3
2025-05-26 18:00:00Z,12.4,6.5,7.9,,1.2,9.7,85.9
2025-05-26 19:00:00Z,11.4,6.3,7.2,,1.0,8.7,84.8
2025-05-26 20:00:00Z,12.2,6.7,7.9,,0.5,8.6,79.2
2025-05-26 21:00:00Z,12.3,6.9,15.6,,0.6,16.6,67.6
2025-05-26 22:00:00Z,13.0,6.9,19.1,,0.4,19.7,58.8
2025-05-26 23:00:00Z,11.8,6.6,16.5,,0.4,17.2,59.1
2025-05-27 00:00:00Z,10.9,6.1,9.4,,0.5,10.2,65.2
2025-05-27 01:00:00Z,10.6,5.9,10.2,,0.4,11.0,63.7
2025-05-27 02:00:00Z,11.2,6.1,10.8,,0.4,11.4,61.9
2025-05-27 03:00:00Z,11.1,6.2,16.6,,0.5,17.2,55.4
2025-05-27 04:00:00Z,11.0,6.1,19.1,,0.4,19.7,51.4
2025-05-27 05:00:00Z,10.9,6.0,24.2,,1.1,26.0,45.4
2025-05-27 06:00:00Z,14.3,6.4,23.4,,2.4,27.1,46.0
2025-05-27 07:00:00Z,16.9,6.5,22.8,,2.8,27.3,48.6
2025-05-27 08:00:00Z,15.1,6.4,18.3,,2.4,21.9,59.3
2025-05-27 09:00:00Z,,,10.4,,2.4,14.1,64.1
2025-05-27 10:00:00Z,,,10.1,,2.1,13.2,65.2
2025-05-27 11:00:00Z,12.6,6.0,8.8,,1.6,11.3,67.9
2025-05-27 12:00:00Z,13.1,6.4,9.0,,2.0,12.2,68.8
2025-05-27 13:00:00Z,17.1,7.2,6.8,,1.7,9.5,70.1
2025-05-27 14:00:00Z,17.5,7.3,8.0,,1.1,9.6,67.3
2025-05-27 15:00:00Z,11.7,6.2,11.0,,1.6,13.5,62.8
2025-05-27 16:00:00Z,13.1,7.1,8.2,,1.4,10.3,67.2
2025-05-27 17:00:00Z,14.4,7.4,10.5,,1.7,13.0,67.9
2025-05-27 18:00:00Z,12.7,6.6,9.7,,1.0,11.3,67.7
2025-05-27 19:00:00Z,12.9,6.4,10.2,,0.7,11.3,67.2
2025-05-27 20:00:00Z,12.4,6.1,10.4,,0.4,11.1,68.4
2025-05-27 21:00:00Z,11.6,5.9,7.9,,0.6,8.7,69.5
2025-05-27 22:00:00Z,11.4,5.7,7.6,,0.5,8.4,68.1
2025-05-27 23:00:00Z,11.1,5.6,7.9,,0.3,8.3,69.2
2025-05-28 00:00:00Z,11.7,5.3,3.9,,0.3,4.5,75.8
2025-05-28 01:00:00Z,11.7,5.8,4.3,,0.4,4.7,75.9
2025-05-28 02:00:00Z,11.0,6.1,5.8,,0.4,6.3,73.8
2025-05-28 03:00:00Z,11.4,6.3,10.8,,0.3,11.3,68.1
2025-05-28 04:00:00Z,10.7,6.4,15.8,,0.5,16.5,60.3
2025-05-28 05:00:00Z,9.8,6.0,23.1,,0.7,24.3,48.1
2025-05-28 06:00:00Z,10.5,6.0,27.9,,2.1,31.1,40.2
2025-05-28 07:00:00Z,8.8,5.3,21.7,,2.2,25.1,44.9
2025-05-28 08:00:00Z,7.1,4.2,17.1,,3.0,21.8,44.2
2025-05-28 09:00:00Z,6.4,3.3,9.7,,2.1,13.0,45.4
2025-05-28 10:00:00Z,5.7,2.8,7.2,,2.5,11.2,45.3
2025-05-28 11:00:00Z,6.1,3.3,7.7,,2.3,11.2,44.0
2025-05-28 12:00:00Z,5.9,3.2,6.1,,2.3,9.7,47.1
2025-05-28 13:00:00Z,8.2,2.7,5.2,,2.0,8.2,55.8
2025-05-28 14:00:00Z,8.7,3.0,4.5,,1.5,6.8,69.7
2025-05-28 15:00:00Z,8.2,3.3,5.6,,1.7,8.3,69.7
2025-05-28 16:00:00Z,9.8,3.9,6.3,,2.3,9.8,70.9
2025-05-28 17:00:00Z,10.4,4.3,4.6,,1.3,6.7,74.3
2025-05-28 18:00:00Z,12.3,6.1,8.2,,2.1,11.5,73.6
2025-05-28 19:00:00Z,14.5,7.9,9.5,,1.7,12.1,73.1
2025-05-28 20:00:00Z,13.1,7.2,8.4,,0.9,9.8,78.4
2025-05-28 21:00:00Z,11.6,6.4,8.9,,0.6,9.9,77.1
2025-05-28 22:00:00Z,10.5,6.0,9.4,,0.5,10.1,74.6
2025-05-28 23:00:00Z,10.4,6.4,10.8,,0.4,11.4,72.1
2025-05-29 00:00:00Z,12.3,7.1,11.7,,0.6,12.6,69.8
2025-05-29 01:00:00Z,11.2,7.3,13.1,,0.2,13.5,59.3
2025-05-29 02:00:00Z,10.6,6.9,15.9,,0.5,16.6,41.1
2025-05-29 03:00:00Z,10.6,7.0,34.9,,0.9,36.1,22.0
2025-05-29 04:00:00Z,11.1,7.1,46.3,,1.9,49.3,7.0
2025-05-29 05:00:00Z,11.4,7.0,42.2,,3.8,48.0,16.6
2025-05-29 06:00:00Z,12.3,7.4,32.2,,7.5,43.7,27.0
2025-05-29 07:00:00Z,12.7,7.8,23.4,,6.2,32.9,46.8
2025-05-29 08:00:00Z,12.8,7.2,9.1,,2.3,12.6,68.4
2025-05-29 09:00:00Z,11.4,6.2,6.5,,1.7,9.1,74.8
2025-05-29 10:00:00Z,7.0,4.1,4.5,,1.4,6.6,71.6
2025-05-29 11:00:00Z,7.2,4.1,3.7,,1.0,5.2,73.2
2025-05-29 12:00:00Z,7.4,4.5,3.9,,1.1,5.6,73.9
2025-05-29 13:00:00Z,8.1,5.0,4.5,,1.1,6.2,74.6
2025-05-29 14:00:00Z,7.5,4.2,4.5,,1.0,6.0,75.8
2025-05-29 15:00:00Z,7.8,4.3,5.1,,1.0,6.7,75.1
2025-05-29 16:00:00Z,6.9,3.8,5.6,,1.0,7.1,72.6
2025-05-29 17:00:00Z,7.8,3.9,6.1,,0.9,7.6,68.7
2025-05-29 18:00:00Z,7.3,4.6,9.0,,1.2,10.8,65.4
2025-05-29 19:00:00Z,7.1,4.7,8.7,,0.9,10.1,62.0
2025-05-29 20:00:00Z,8.1,5.2,13.9,,0.6,14.8,55.4
2025-05-29 21:00:00Z,9.1,5.9,15.4,,0.6,16.4,49.2
2025-05-29 22:00:00Z,7.4,5.0,12.6,,0.8,13.9,41.5
2025-05-29 23:00:00Z,6.9,4.8,13.1,,0.7,14.3,36.8
2025-05-30 00:00:00Z,7.2,5.3,17.8,,0.7,18.8,25.4
2025-05-30 01:00:00Z,7.2,5.2,16.1,,0.6,17.0,19.1
2025-05-30 02:00:00Z,8.1,5.8,29.0,,3.7,34.8,3.8
2025-05-30 03:00:00Z,7.7,5.9,31.5,,12.9,51.3,0.7
2025-05-30 04:00:00Z,8.7,6.3,28.4,,36.9,85.0,0.7
2025-05-30 05:00:00Z,10.6,7.0,28.9,,66.9,131.5,1.1
2025-05-30 06:00:00Z,13.7,8.6,36.6,,65.3,136.9,4.7
2025-05-30 07:00:00Z,13.2,7.6,28.0,,15.7,52.0,23.4
2025-05-30 08:00:00Z,12.1,6.7,13.6,,4.8,21.0,44.5
2025-05-30 09:00:00Z,12.1,6.9,16.6,,5.8,25.5,51.3
2025-05-30 10:00:00Z,12.1,6.6,12.0,,3.8,17.9,64.6
2025-05-30 11:00:00Z,12.1,6.8,8.6,,1.7,11.4,76.1
2025-05-30 12:00:00Z,10.4,6.4,9.0,,2.4,12.6,81.2
2025-05-30 13:00:00Z,9.8,5.8,6.5,,1.3,8.5,82.6
2025-05-30 14:00:00Z,8.9,5.2,6.3,,1.2,8.2,81.5
2025-05-30 15:00:00Z,8.4,4.7,5.3,,1.0,6.8,85.7
2025-05-30 16:00:00Z,8.2,4.4,6.2,,1.2,8.0,81.9
2025-05-30 17:00:00Z,6.9,3.7,6.7,,1.6,9.1,79.2
2025-05-30 18:00:00Z,7.6,4.1,9.8,,1.3,11.6,85.3
2025-05-30 19:00:00Z,7.7,4.3,10.8,,1.1,12.6,82.4
2025-05-30 20:00:00Z,9.9,5.1,16.2,,0.7,17.3,62.9
2025-05-30 21:00:00Z,12.3,6.4,21.4,,0.7,22.4,41.8
2025-05-30 22:00:00Z,12.3,8.0,37.1,,1.6,39.6,21.5
2025-05-30 23:00:00Z,17.0,10.7,37.3,,2.4,41.0,32.4
2025-05-31 00:00:00Z,14.6,9.4,20.3,,0.8,21.6,43.4
2025-05-31 01:00:00Z,11.1,7.7,25.9,,0.7,26.9,39.2
2025-05-31 02:00:00Z,10.3,6.5,18.9,,0.6,19.8,40.1
2025-05-31 03:00:00Z,9.1,5.8,15.0,,0.6,15.9,41.5
2025-05-31 04:00:00Z,10.0,6.0,13.1,,0.7,14.3,40.5
2025-05-31 05:00:00Z,9.9,6.0,13.2,,0.8,14.4,39.9
2025-05-31 06:00:00Z,11.4,6.2,12.3,,2.0,15.3,39.6
2025-05-31 07:00:00Z,11.7,7.0,15.2,,2.3,18.7,37.1
2025-05-31 08:00:00Z,14.6,8.2,17.1,,3.4,22.3,38.5
2025-05-31 09:00:00Z,16.8,9.7,16.8,,2.9,21.1,38.1
2025-05-31 10:00:00Z,18.1,9.9,18.7,,3.9,24.7,34.9
2025-05-31 11:00:00Z,18.0,11.0,29.3,,9.8,44.3,31.4
2025-05-31 12:00:00Z,19.4,12.3,26.9,,5.0,34.6,37.5
2025-05-31 13:00:00Z,19.8,12.7,21.3,,2.8,25.6,54.8
2025-05-31 14:00:00Z,20.2,11.7,17.9,,2.7,22.1,63.0
2025-05-31 15:00:00Z,16.4,8.8,10.5,,2.1,13.7,79.3
2025-05-31 16:00:00Z,14.2,8.0,8.2,,1.3,10.2,94.3
2025-05-31 17:00:00Z,15.0,8.0,9.6,,1.2,11.4,96.3
2025-05-31 18:00:00Z,16.6,9.1,13.4,,1.0,15.0,87.8
2025-05-31 19:00:00Z,20.2,12.7,11.9,,0.7,13.1,85.6
2025-05-31 20:00:00Z,17.9,11.0,16.0,,0.7,17.2,75.6
2025-05-31 21:00:00Z,13.2,7.1,8.3,,0.6,9.3,59.3
2025-05-31 22:00:00Z,12.6,7.3,8.6,,0.8,9.8,47.4
2025-05-31 23:00:00Z,13.5,7.3,8.4,,1.0,9.9,46.4
2025-06-01 00:00:00Z,15.3,8.1,8.8,,0.6,9.7,41.5
2025-06-01 01:00:00Z,13.8,8.2,9.0,,0.5,9.7,41.2
2025-06-01 02:00:00Z,6.2,3.7,9.4,,0.7,10.5,39.9
2025-06-01 03:00:00Z,7.0,4.5,8.9,,0.8,10.0,45.0
2025-06-01 04:00:00Z,8.4,5.1,7.0,,0.5,7.7,45.1
2025-06-01 05:00:00Z,5.6,3.6,7.6,,0.6,8.7,43.3
2025-06-01 06:00:00Z,10.4,7.1,8.2,,0.9,9.7,45.4
2025-06-01 07:00:00Z,5.7,3.5,7.2,,0.8,8.4,48.2
2025-06-01 08:00:00Z,5.7,3.6,6.0,,1.2,7.8,50.4
2025-06-01 09:00:00Z,5.3,3.5,4.7,,1.4,6.8,61.0
2025-06-01 10:00:00Z,6.7,4.4,4.6,,1.3,6.7,64.3
2025-06-01 11:00:00Z,6.6,4.3,3.5,,0.9,5.1,74.2
2025-06-01 12:00:00Z,6.8,4.1,3.6,,1.0,5.2,74.6
2025-06-01 13:00:00Z,6.9,4.1,3.4,,1.0,5.0,72.6
2025-06-01 14:00:00Z,6.2,3.7,3.7,,1.1,5.4,74.8
2025-06-01 15:00:00Z,6.2,3.7,3.9,,1.0,5.5,77.7
2025-06-01 16:00:00Z,6.4,3.7,4.1,,0.9,5.5,78.7
2025-06-01 17:00:00Z,6.2,3.7,4.0,,0.8,5.2,80.0
2025-06-01 18:00:00Z,7.4,4.2,4.9,,0.6,5.9,79.8
2025-06-01 19:00:00Z,7.7,4.8,9.0,,0.9,10.6,74.2
2025-06-01 20:00:00Z,16.7,11.7,10.4,,0.5,11.3,72.6
2025-06-01 21:00:00Z,22.8,16.9,12.8,,0.6,13.7,62.4
2025-06-01 22:00:00Z,21.0,15.4,11.4,,0.4,12.2,60.7
2025-06-01 23:00:00Z,20.5,15.6,10.4,,0.5,11.2,63.1
2025-06-02 00:00:00Z,20.1,15.6,9.0,,0.5,9.8,63.4
2025-06-02 01:00:00Z,18.0,14.0,7.3,,0.4,8.1,71.0
2025-06-02 02:00:00Z,16.8,13.1,5.2,,0.3,5.6,74.0
2025-06-02 03:00:00Z,16.9,12.9,6.7,,0.4,7.3,68.2
2025-06-02 04:00:00Z,17.6,12.6,8.0,,0.8,9.2,65.8
2025-06-02 05:00:00Z,18.1,12.4,10.3,,0.7,11.4,64.4
2025-06-02 06:00:00Z,14.0,8.6,14.2,,1.3,16.3,70.3
2025-06-02 07:00:00Z,13.2,6.5,14.9,,2.5,18.8,69.8
2025-06-02 08:00:00Z,13.8,5.7,13.6,,2.7,17.8,68.4
2025-06-02 09:00:00Z,12.2,5.3,8.0,,2.6,11.8,73.5
2025-06-02 10:00:00Z,8.7,4.0,6.5,,1.5,9.0,78.8
2025-06-02 11:00:00Z,12.0,6.8,5.2,,1.1,7.0,83.7
2025-06-02 12:00:00Z,10.8,6.1,5.8,,1.4,8.0,84.1
2025-06-02 13:00:00Z,9.3,3.9,4.3,,1.0,6.0,
2025-06-02 14:00:00Z,9.0,3.9,4.7,,1.0,6.2,
2025-06-02 15:00:00Z,10.2,4.1,6.1,,1.6,8.7,89.0
2025-06-02 16:00:00Z,7.4,3.4,7.8,,1.8,10.6,88.0
2025-06-02 17:00:00Z,6.7,3.6,6.6,,1.2,8.4,88.7
2025-06-02 18:00:00Z,7.1,3.8,8.7,,1.1,10.3,86.1
2025-06-02 19:00:00Z,7.5,4.1,8.7,,1.0,10.3,84.5
2025-06-02 20:00:00Z,8.4,4.3,12.2,,0.5,13.1,77.6
2025-06-02 21:00:00Z,8.4,4.3,18.4,,0.4,18.9,64.8
2025-06-02 22:00:00Z,8.6,4.3,27.2,,0.6,28.1,51.2
2025-06-02 23:00:00Z,8.8,4.9,39.6,,1.4,41.7,33.0
2025-06-03 00:00:00Z,8.3,4.9,37.6,,1.0,39.1,25.4
2025-06-03 01:00:00Z,8.9,5.2,39.8,,0.9,41.1,16.8
2025-06-03 02:00:00Z,15.3,6.5,51.5,,3.2,56.6,5.7
2025-06-03 03:00:00Z,15.9,7.1,46.5,,3.9,52.4,12.4
2025-06-03 04:00:00Z,11.5,5.9,33.6,,0.5,34.4,31.5
2025-06-03 05:00:00Z,11.4,5.8,41.0,,3.4,46.2,21.5
2025-06-03 06:00:00Z,19.9,7.3,48.4,,10.9,65.0,24.2
2025-06-03 07:00:00Z,26.4,11.5,45.2,,17.7,72.3,27.4
2025-06-03 08:00:00Z,28.4,11.2,28.5,,8.9,42.2,52.2
2025-06-03 09:00:00Z,22.3,10.6,13.5,,3.4,18.8,75.6
2025-06-03 10:00:00Z,18.0,10.0,7.3,,1.6,9.7,89.5
2025-06-03 11:00:00Z,19.8,10.8,6.9,,1.3,8.9,93.2
2025-06-03 12:00:00Z,22.4,11.8,6.5,,1.5,8.9,93.4
2025-06-03 13:00:00Z,18.7,9.8,6.0,,1.4,8.1,91.5
2025-06-03 14:00:00Z,16.8,7.4,6.7,,1.4,8.8,89.9
2025-06-03 15:00:00Z,13.7,6.0,7.4,,1.2,9.3,89.0
2025-06-03 16:00:00Z,12.2,5.2,7.6,,1.7,10.3,84.6
2025-06-03 17:00:00Z,10.8,5.0,7.0,,1.2,8.8,83.0
2025-06-03 18:00:00Z,11.5,5.0,8.3,,1.1,10.1,79.8
2025-06-03 19:00:00Z,10.9,5.1,10.4,,0.7,11.5,77.7
2025-06-03 20:00:00Z,11.6,5.3,14.1,,0.5,14.8,72.7
2025-06-03 21:00:00Z,12.7,5.5,16.6,,0.5,17.3,69.9
2025-06-03 22:00:00Z,12.8,6.2,15.8,,0.5,16.4,65.4
2025-06-03 23:00:00Z,11.4,5.0,16.1,,0.4,16.8,63.9
2025-06-04 00:00:00Z,12.4,5.1,11.6,,0.4,12.2,66.4
2025-06-04 01:00:00Z,11.9,5.3,10.7,,0.2,11.1,64.0
2025-06-04 02:00:00Z,10.6,5.5,13.6,,0.3,14.2,58.2
2025-06-04 03:00:00Z,9.1,5.3,11.8,,0.2,12.2,60.1
2025-06-04 04:00:00Z,10.0,5.5,21.4,,0.5,22.1,45.2
2025-06-04 05:00:00Z,11.5,5.4,21.2,,0.8,22.3,43.1
2025-06-04 06:00:00Z,15.0,6.0,23.4,,2.0,26.5,40.8
2025-06-04 07:00:00Z,12.5,5.7,17.5,,2.1,20.8,49.3
2025-06-04 08:00:00Z,14.5,6.1,14.6,,1.9,17.6,49.6
2025-06-04 09:00:00Z,12.0,5.9,14.8,,2.7,18.9,47.3
2025-06-04 10:00:00Z,6.9,3.3,11.4,,2.4,15.1,52.0
2025-06-04 11:00:00Z,5.9,4.0,10.5,,1.8,13.3,50.3
2025-06-04 12:00:00Z,7.4,2.9,9.2,,2.2,12.5,49.6
2025-06-04 13:00:00Z,9.8,3.3,13.4,,2.9,17.9,50.5
2025-06-04 14:00:00Z,4.3,2.3,8.6,,1.9,11.4,65.4
2025-06-04 15:00:00Z,6.2,3.3,7.1,,1.8,9.9,72.4
2025-06-04 16:00:00Z,5.7,3.5,7.5,,1.8,10.3,73.2
2025-06-04 17:00:00Z,7.1,4.2,8.2,,1.7,10.8,74.4
2025-06-04 18:00:00Z,7.9,4.3,7.7,,1.4,9.8,78.4
2025-06-04 19:00:00Z,8.0,4.4,10.3,,0.9,11.8,76.1
2025-06-04 20:00:00Z,7.8,4.4,12.7,,0.5,13.5,71.9
2025-06-04 21:00:00Z,7.9,4.2,19.6,,0.5,20.3,58.5
2025-06-04 22:00:00Z,8.9,4.7,22.0,,0.4,22.7,53.3
2025-06-04 23:00:00Z,9.4,5.0,14.1,,0.6,15.0,62.1
2025-06-05 00:00:00Z,8.5,4.3,11.2,,0.4,11.9,67.8
2025-06-05 01:00:00Z,7.5,3.9,11.3,,0.4,11.9,64.7
2025-06-05 02:00:00Z,8.0,3.6,13.0,,0.5,13.8,60.7
2025-06-05 03:00:00Z,6.6,3.5,15.8,,0.3,16.4,53.5
2025-06-05 04:00:00Z,7.0,3.8,16.2,,0.3,16.7,48.1
2025-06-05 05:00:00Z,8.0,4.4,16.5,,0.6,17.5,48.2
2025-06-05 06:00:00Z,9.2,4.7,17.3,,1.2,19.1,49.0
2025-06-05 07:00:00Z,10.0,5.0,20.2,,1.5,22.5,44.9
2025-06-05 08:00:00Z,12.4,5.4,16.9,,1.9,19.7,53.2
2025-06-05 09:00:00Z,12.5,4.3,12.0,,1.6,14.6,65.7
2025-06-05 10:00:00Z,13.3,5.1,9.2,,1.9,12.0,66.5
2025-06-05 11:00:00Z,13.6,5.8,7.1,,1.7,9.8,77.4
2025-06-05 12:00:00Z,18.8,6.2,7.0,,1.5,9.2,81.6
2025-06-05 13:00:00Z,19.2,7.0,6.5,,0.9,7.8,83.0
2025-06-05 14:00:00Z,16.4,7.8,9.6,,1.5,11.9,73.9
2025-06-05 15:00:00Z,15.9,7.3,7.7,,0.9,9.1,79.2
2025-06-05 16:00:00Z,12.8,6.5,9.2,,1.1,10.9,77.0
2025-06-05 17:00:00Z,11.1,6.4,11.3,,1.0,12.7,70.4
2025-06-05 18:00:00Z,10.8,6.5,13.8,,0.9,15.2,61.2
2025-06-05 19:00:00Z,10.3,6.4,17.0,,0.6,18.0,55.0
2025-06-05 20:00:00Z,6.3,3.3,10.9,,0.4,11.5,53.4
2025-06-05 21:00:00Z,3.7,1.9,8.6,,0.7,9.6,51.5
2025-06-05 22:00:00Z,4.4,1.7,9.7,,0.6,10.6,46.3
2025-06-05 23:00:00Z,3.6,1.4,9.1,,0.6,10.0,41.3
2025-06-06 00:00:00Z,5.3,2.6,10.2,,0.6,11.2,44.4
2025-06-06 01:00:00Z,5.5,3.2,9.8,,0.5,10.5,51.8
2025-06-06 02:00:00Z,4.6,1.4,3.4,,0.3,3.9,72.7
2025-06-06 03:00:00Z,3.4,1.6,5.9,,0.3,6.4,71.6
2025-06-06 04:00:00Z,4.4,2.1,17.8,,0.4,18.6,53.3
2025-06-06 05:00:00Z,5.4,2.3,40.8,,2.3,44.3,28.2
2025-06-06 06:00:00Z,4.9,2.0,27.9,,2.7,32.0,43.8
2025-06-06 07:00:00Z,3.7,1.7,15.2,,2.6,19.2,61.1
2025-06-06 08:00:00Z,3.7,1.7,12.8,,3.3,17.8,67.3
2025-06-06 09:00:00Z,7.2,2.9,6.6,,1.8,9.3,65.9
2025-06-06 10:00:00Z,8.6,3.8,10.0,,2.3,13.5,59.6
2025-06-06 11:00:00Z,6.6,3.4,7.3,,1.9,10.3,67.7
2025-06-06 12:00:00Z,8.0,3.7,6.2,,1.8,8.9,70.8
2025-06-06 13:00:00Z,8.3,4.2,6.2,,1.7,8.8,77.1
2025-06-06 14:00:00Z,10.9,4.9,6.0,,1.3,8.1,81.5
2025-06-06 15:00:00Z,8.8,4.0,7.0,,1.5,9.5,86.5
2025-06-06 16:00:00Z,8.9,3.7,7.6,,1.9,10.7,87.6
2025-06-06 17:00:00Z,10.0,4.6,8.4,,1.3,10.4,85.8
2025-06-06 18:00:00Z,10.8,5.0,7.9,,1.5,10.3,78.8
2025-06-06 19:00:00Z,,,9.5,,1.6,12.1,67.1
2025-06-06 20:00:00Z,8.8,4.0,9.2,,1.2,11.0,60.5
2025-06-06 21:00:00Z,8.6,4.1,12.9,,0.7,14.1,50.4
2025-06-06 22:00:00Z,9.4,4.9,21.8,,0.6,22.7,36.7
2025-06-06 23:00:00Z,8.7,4.5,28.9,,0.6,29.9,29.2
2025-06-07 00:00:00Z,9.3,4.4,26.5,,0.7,27.5,31.0
2025-06-07 01:00:00Z,9.7,4.7,20.5,,0.5,21.4,37.6
2025-06-07 02:00:00Z,9.1,4.8,8.4,,0.3,8.9,53.3
2025-06-07 03:00:00Z,10.0,5.3,6.1,,0.4,6.7,54.6
2025-06-07 04:00:00Z,9.7,5.4,14.4,,0.5,15.2,43.2
2025-06-07 05:00:00Z,9.3,5.5,12.5,,0.5,13.4,46.6
2025-06-07 06:00:00Z,7.5,4.8,13.2,,0.8,14.4,47.2
2025-06-07 07:00:00Z,7.2,4.4,11.0,,1.5,13.2,51.1
2025-06-07 08:00:00Z,6.7,4.0,7.8,,1.4,10.0,53.3
2025-06-07 09:00:00Z,6.7,3.6,8.9,,1.8,11.6,54.3
2025-06-07 10:00:00Z,7.3,3.9,8.1,,1.6,10.5,55.3
2025-06-07 11:00:00Z,7.2,4.1,7.3,,1.5,9.5,53.0
2025-06-07 12:00:00Z,6.3,3.6,7.3,,1.8,10.1,56.3
2025-06-07 13:00:00Z,5.9,3.4,5.5,,1.4,7.5,61.5
2025-06-07 14:00:00Z,5.9,2.5,5.1,,1.3,7.2,60.2
2025-06-07 15:00:00Z,5.6,2.3,5.4,,1.0,7.0,60.9
2025-06-07 16:00:00Z,5.9,2.6,6.5,,1.1,8.3,58.4
2025-06-07 17:00:00Z,7.0,3.6,6.8,,1.1,8.5,54.2
2025-06-07 18:00:00Z,6.9,4.5,7.8,,1.0,9.3,52.2
2025-06-07 19:00:00Z,7.2,4.9,7.4,,1.0,9.1,50.8
2025-06-07 20:00:00Z,7.5,4.7,9.3,,0.7,10.3,44.2
2025-06-07 21:00:00Z,7.2,4.2,8.2,,0.5,9.1,46.1
2025-06-07 22:00:00Z,4.5,2.7,6.1,,0.6,7.0,52.5
2025-06-07 23:00:00Z,5.3,3.0,6.5,,0.5,7.3,53.9
2025-06-08 00:00:00Z,6.9,3.6,4.4,,0.6,5.3,52.9
2025-06-08 01:00:00Z,7.2,4.1,3.8,,0.4,4.4,53.4
2025-06-08 02:00:00Z,7.4,4.5,3.1,,0.4,3.6,54.5
2025-06-08 03:00:00Z,5.6,3.7,3.0,,0.6,3.8,53.6
2025-06-08 04:00:00Z,5.6,3.0,3.0,,0.4,3.5,50.2
2025-06-08 05:00:00Z,5.8,2.8,3.5,,0.4,4.0,50.6
2025-06-08 06:00:00Z,7.3,3.1,3.5,,0.7,4.5,49.2
2025-06-08 07:00:00Z,6.7,3.1,3.3,,0.7,4.3,53.3
2025-06-08 08:00:00Z,7.3,3.5,3.4,,1.0,5.0,57.7
2025-06-08 09:00:00Z,8.0,3.7,3.7,,1.2,5.5,62.0
2025-06-08 10:00:00Z,6.3,3.4,3.5,,0.9,4.9,67.5
2025-06-08 11:00:00Z,6.4,3.5,4.6,,1.8,7.5,70.6
2025-06-08 12:00:00Z,9.4,6.3,3.8,,0.8,5.2,73.5
2025-06-08 13:00:00Z,6.7,4.0,3.7,,0.7,4.9,77.9
2025-06-08 14:00:00Z,7.6,4.1,4.6,,1.1,6.3,80.5
2025-06-08 15:00:00Z,6.0,3.8,4.1,,1.1,5.8,80.8
2025-06-08 16:00:00Z,6.2,3.7,4.2,,0.8,5.3,80.6
2025-06-08 17:00:00Z,6.9,4.1,4.8,,1.0,6.4,80.8
2025-06-08 18:00:00Z,7.8,4.9,6.0,,0.9,7.3,78.8
2025-06-08 19:00:00Z,9.3,5.8,8.4,,1.2,10.2,74.3
2025-06-08 20:00:00Z,9.5,6.2,12.1,,0.7,13.0,65.6
2025-06-08 21:00:00Z,10.9,7.1,25.3,,0.7,26.3,39.9
2025-06-08 22:00:00Z,12.4,8.7,38.7,,2.0,41.8,22.7
2025-06-08 23:00:00Z,11.5,8.1,25.9,,0.8,27.1,46.4
2025-06-09 00:00:00Z,9.9,6.6,17.7,,0.5,18.4,54.9
2025-06-09 01:00:00Z,10.1,6.2,15.2,,0.4,15.8,44.6
2025-06-09 02:00:00Z,9.4,6.6,17.6,,0.4,18.2,37.9
2025-06-09 03:00:00Z,9.7,7.1,18.2,,0.5,19.0,30.6
2025-06-09 04:00:00Z,9.7,7.1,18.4,,0.8,19.7,21.8
2025-06-09 05:00:00Z,10.9,7.4,23.0,,1.9,25.8,17.4
2025-06-09 06:00:00Z,16.8,11.3,20.3,,1.7,22.8,39.5
2025-06-09 07:00:00Z,14.3,9.4,17.8,,1.8,20.6,47.1
2025-06-09 08:00:00Z,12.5,7.8,10.8,,1.4,13.1,67.0
2025-06-09 09:00:00Z,12.5,7.9,7.7,,1.4,9.8,72.9
2025-06-09 10:00:00Z,14.2,9.9,7.9,,1.8,10.5,77.5
2025-06-09 11:00:00Z,15.4,11.3,5.5,,1.1,7.2,85.0
2025-06-09 12:00:00Z,15.3,12.4,3.9,,1.0,5.4,88.6
