,ELYS:PM10,ELYS:PM25,ELYS:NO2,ELYS:NO,ELYS:NOX
,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées
,ELYS,ELYS,ELYS,ELYS,ELYS
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-07 12:00:00Z,,12.5,31.0,16.7,56.6
2025-03-07 13:00:00Z,,10.3,22.6,15.5,46.3
2025-03-07 14:00:00Z,,14.5,22.5,15.1,45.6
2025-03-07 15:00:00Z,,11.4,23.7,13.0,43.6
2025-03-07 16:00:00Z,,15.1,20.2,8.1,32.5
2025-03-07 17:00:00Z,,13.3,29.4,10.1,44.9
2025-03-07 18:00:00Z,,11.4,39.6,6.7,49.8
2025-03-07 19:00:00Z,,15.9,45.2,2.0,48.2
2025-03-07 20:00:00Z,,18.9,55.6,3.8,61.3
2025-03-07 21:00:00Z,,21.3,70.6,3.5,76.0
2025-03-07 22:00:00Z,,24.0,77.0,9.0,90.9
2025-03-07 23:00:00Z,,13.1,56.6,6.5,66.6
2025-03-08 00:00:00Z,,9.5,35.2,7.2,46.3
2025-03-08 01:00:00Z,,14.8,33.0,8.3,45.7
2025-03-08 02:00:00Z,,15.4,27.8,4.8,35.1
2025-03-08 03:00:00Z,,16.4,28.8,3.1,33.6
2025-03-08 04:00:00Z,,11.9,19.9,1.0,21.4
2025-03-08 05:00:00Z,,13.2,19.5,1.2,21.3
2025-03-08 06:00:00Z,,10.1,23.4,1.2,25.2
2025-03-08 07:00:00Z,,12.5,30.1,1.3,32.2
2025-03-08 08:00:00Z,,14.1,31.3,3.8,37.1
2025-03-08 09:00:00Z,,15.0,30.3,6.8,40.5
2025-03-08 10:00:00Z,,15.9,21.9,7.4,33.2
2025-03-08 11:00:00Z,,15.0,20.8,7.3,31.9
2025-03-08 12:00:00Z,,9.4,19.9,7.3,31.2
2025-03-08 13:00:00Z,,11.9,16.9,7.6,28.7
2025-03-08 14:00:00Z,,9.9,16.1,5.7,24.9
2025-03-08 15:00:00Z,,13.0,14.7,3.9,20.8
2025-03-08 16:00:00Z,,16.0,19.4,5.6,28.0
2025-03-08 17:00:00Z,,17.8,23.3,5.2,31.3
2025-03-08 18:00:00Z,,18.9,32.7,5.3,40.8
2025-03-08 19:00:00Z,,19.2,39.0,3.5,44.3
2025-03-08 20:00:00Z,,17.6,30.0,1.8,32.8
2025-03-08 21:00:00Z,,17.9,36.6,3.5,42.0
2025-03-08 22:00:00Z,,15.2,32.5,7.5,44.0
2025-03-08 23:00:00Z,,11.1,34.6,3.1,39.1
2025-03-09 00:00:00Z,,13.4,35.0,4.2,41.4
2025-03-09 01:00:00Z,,13.8,28.2,2.6,32.1
2025-03-09 02:00:00Z,,11.6,25.7,1.8,28.4
2025-03-09 03:00:00Z,,15.8,20.4,2.1,23.7
2025-03-09 04:00:00Z,,10.3,19.5,1.7,22.2
2025-03-09 05:00:00Z,,10.2,18.6,2.0,21.8
2025-03-09 06:00:00Z,,13.0,15.8,1.3,17.9
2025-03-09 07:00:00Z,,11.2,16.2,2.6,20.2
2025-03-09 08:00:00Z,,8.8,15.9,1.5,18.3
2025-03-09 09:00:00Z,,12.2,20.6,4.6,27.6
2025-03-09 10:00:00Z,,15.9,18.7,5.9,27.7
2025-03-09 11:00:00Z,,14.4,18.8,5.0,26.8
2025-03-09 12:00:00Z,,9.6,17.6,6.1,26.7
2025-03-09 13:00:00Z,,14.2,17.2,5.4,25.5
2025-03-09 14:00:00Z,,15.9,13.7,3.7,19.4
2025-03-09 15:00:00Z,,21.2,14.2,3.7,19.9
2025-03-09 16:00:00Z,,12.6,13.5,2.8,17.8
2025-03-09 17:00:00Z,,18.5,26.8,6.4,36.5
2025-03-09 18:00:00Z,,12.5,27.5,4.8,35.0
2025-03-09 19:00:00Z,,16.4,31.5,2.9,36.1
2025-03-09 20:00:00Z,,17.7,38.8,4.4,45.6
2025-03-09 21:00:00Z,,14.9,29.2,0.8,30.4
2025-03-09 22:00:00Z,,17.4,53.9,6.4,63.7
2025-03-09 23:00:00Z,,18.6,74.8,18.2,102.7
2025-03-10 00:00:00Z,,9.9,50.0,6.5,59.9
2025-03-10 01:00:00Z,,20.5,45.2,7.0,55.9
2025-03-10 02:00:00Z,,19.6,41.8,5.1,49.7
2025-03-10 03:00:00Z,,17.9,47.1,5.4,55.2
2025-03-10 04:00:00Z,,20.6,52.2,6.1,61.6
2025-03-10 05:00:00Z,,19.7,52.1,10.3,67.7
2025-03-10 06:00:00Z,,19.3,62.6,28.1,105.7
2025-03-10 07:00:00Z,,18.7,70.7,29.7,116.2
2025-03-10 08:00:00Z,,15.2,64.1,13.9,85.5
2025-03-10 09:00:00Z,,11.9,59.2,20.8,91.1
2025-03-10 10:00:00Z,,8.8,44.4,16.3,69.4
2025-03-10 11:00:00Z,,6.1,34.0,14.3,55.8
2025-03-10 12:00:00Z,,8.9,27.8,13.6,48.7
2025-03-10 13:00:00Z,,7.3,18.0,11.1,35.0
2025-03-10 14:00:00Z,,5.3,,,
2025-03-10 15:00:00Z,,4.4,,,
2025-03-10 16:00:00Z,,7.1,23.4,10.2,38.6
2025-03-10 17:00:00Z,,5.8,28.5,12.0,46.8
2025-03-10 18:00:00Z,,8.3,28.3,9.1,42.2
2025-03-10 19:00:00Z,,6.7,47.2,8.8,60.6
2025-03-10 20:00:00Z,,9.0,75.0,8.5,88.2
2025-03-10 21:00:00Z,,17.5,80.0,30.9,127.4
2025-03-10 22:00:00Z,,18.4,80.0,35.6,134.6
2025-03-10 23:00:00Z,,15.7,76.4,39.0,136.2
2025-03-11 00:00:00Z,,19.7,71.0,29.5,116.3
2025-03-11 01:00:00Z,,29.1,65.3,42.0,129.8
2025-03-11 02:00:00Z,,24.6,60.4,39.4,120.8
2025-03-11 03:00:00Z,,23.5,54.2,28.5,98.0
2025-03-11 04:00:00Z,,23.5,49.2,4.9,57.0
2025-03-11 05:00:00Z,,16.6,49.6,21.2,82.1
2025-03-11 06:00:00Z,,24.7,53.9,80.4,177.2
2025-03-11 07:00:00Z,,25.7,53.5,80.0,176.0
2025-03-11 08:00:00Z,,27.1,57.3,93.4,200.6
2025-03-11 09:00:00Z,,38.3,60.4,86.0,192.4
2025-03-11 10:00:00Z,,43.4,67.1,76.9,185.0
2025-03-11 11:00:00Z,,53.0,46.8,43.7,113.7
2025-03-11 12:00:00Z,,77.4,31.1,17.3,57.7
2025-03-11 13:00:00Z,,66.6,33.1,7.9,45.2
2025-03-11 14:00:00Z,,64.3,32.1,7.6,43.8
2025-03-11 15:00:00Z,,43.2,26.7,8.0,38.9
2025-03-11 16:00:00Z,,26.4,25.4,4.8,32.9
2025-03-11 17:00:00Z,,27.5,17.9,1.6,20.3
2025-03-11 18:00:00Z,,30.8,21.5,2.6,25.4
2025-03-11 19:00:00Z,,23.9,22.3,0.9,23.7
2025-03-11 20:00:00Z,,20.2,16.9,1.0,18.4
2025-03-11 21:00:00Z,,18.6,17.9,1.0,19.3
2025-03-11 22:00:00Z,,11.0,12.1,0.9,13.7
2025-03-11 23:00:00Z,,10.6,14.6,0.8,15.8
2025-03-12 00:00:00Z,,9.0,15.1,1.5,17.4
2025-03-12 01:00:00Z,,10.3,11.2,0.6,12.2
2025-03-12 02:00:00Z,,10.1,14.9,2.4,18.6
2025-03-12 03:00:00Z,,6.5,15.1,0.9,16.5
2025-03-12 04:00:00Z,,5.7,15.9,0.9,17.3
2025-03-12 05:00:00Z,,12.3,17.9,0.8,19.1
2025-03-12 06:00:00Z,,10.8,27.5,2.0,30.6
2025-03-12 07:00:00Z,,11.1,37.2,4.4,44.0
2025-03-12 08:00:00Z,,12.6,34.2,5.0,41.9
2025-03-12 09:00:00Z,,13.7,23.2,5.0,30.9
2025-03-12 10:00:00Z,,7.0,15.8,2.8,20.0
2025-03-12 11:00:00Z,,7.0,14.3,2.1,17.5
2025-03-12 12:00:00Z,,6.2,15.3,2.8,19.6
2025-03-12 13:00:00Z,,4.2,14.4,2.3,18.1
2025-03-12 14:00:00Z,,2.5,13.9,3.9,19.9
2025-03-12 15:00:00Z,,6.0,17.0,3.0,21.5
2025-03-12 16:00:00Z,,7.4,16.1,2.4,19.8
2025-03-12 17:00:00Z,,7.6,21.5,4.1,27.8
2025-03-12 18:00:00Z,,4.4,24.5,1.8,27.3
2025-03-12 19:00:00Z,,7.4,20.9,1.2,22.8
2025-03-12 20:00:00Z,,10.3,17.9,1.1,19.5
2025-03-12 21:00:00Z,,8.9,17.7,1.2,19.6
2025-03-12 22:00:00Z,,6.2,21.2,2.1,24.5
2025-03-12 23:00:00Z,,7.0,16.4,2.5,20.2
2025-03-13 00:00:00Z,,6.1,17.6,4.6,24.8
2025-03-13 01:00:00Z,,8.4,14.9,1.8,17.7
2025-03-13 02:00:00Z,,8.6,14.5,1.2,16.4
2025-03-13 03:00:00Z,,5.9,14.0,1.9,16.8
2025-03-13 04:00:00Z,,9.3,15.4,7.1,26.3
2025-03-13 05:00:00Z,,9.7,16.8,2.4,20.5
2025-03-13 06:00:00Z,,10.2,26.7,6.3,36.3
2025-03-13 07:00:00Z,,17.3,40.7,16.0,65.3
2025-03-13 08:00:00Z,,17.8,38.4,13.8,59.6
2025-03-13 09:00:00Z,,14.3,32.4,14.2,54.2
2025-03-13 10:00:00Z,,15.0,22.6,11.9,40.8
2025-03-13 11:00:00Z,,13.6,18.0,7.7,29.8
2025-03-13 12:00:00Z,,16.4,16.2,7.3,27.3
2025-03-13 13:00:00Z,,6.0,18.1,13.0,37.9
2025-03-13 14:00:00Z,,17.4,24.7,14.4,46.8
2025-03-13 15:00:00Z,,12.1,20.0,12.7,39.5
2025-03-13 16:00:00Z,,10.8,18.8,5.3,26.9
2025-03-13 17:00:00Z,,8.4,18.2,4.6,25.4
2025-03-13 18:00:00Z,,7.8,27.3,8.8,40.7
2025-03-13 19:00:00Z,,9.4,22.2,2.6,26.2
2025-03-13 20:00:00Z,,14.7,21.6,2.3,25.1
2025-03-13 21:00:00Z,,13.0,25.9,4.3,32.6
2025-03-13 22:00:00Z,,12.8,27.3,3.5,32.7
2025-03-13 23:00:00Z,,16.0,26.0,4.3,32.6
2025-03-14 00:00:00Z,,12.1,27.9,8.7,41.2
2025-03-14 01:00:00Z,,17.6,28.1,8.0,40.2
2025-03-14 02:00:00Z,,11.7,26.6,5.9,35.6
2025-03-14 03:00:00Z,,12.2,28.6,8.9,42.3
2025-03-14 04:00:00Z,,14.0,30.8,4.6,37.9
2025-03-14 05:00:00Z,,15.9,29.9,5.6,38.4
2025-03-14 06:00:00Z,,16.1,30.1,4.7,37.3
2025-03-14 07:00:00Z,,12.7,31.4,3.4,36.5
2025-03-14 08:00:00Z,,18.9,29.3,6.1,38.6
2025-03-14 09:00:00Z,,18.7,27.8,13.4,48.4
2025-03-14 10:00:00Z,,21.2,20.0,8.3,32.8
2025-03-14 11:00:00Z,,22.0,13.7,4.2,20.2
2025-03-14 12:00:00Z,,14.9,14.8,2.7,19.0
2025-03-14 13:00:00Z,,16.8,16.5,2.6,20.5
2025-03-14 14:00:00Z,,18.8,29.1,10.8,45.7
2025-03-14 15:00:00Z,,14.1,25.0,7.4,36.4
2025-03-14 16:00:00Z,,14.6,19.3,2.5,23.1
2025-03-14 17:00:00Z,,10.8,17.6,2.1,20.8
2025-03-14 18:00:00Z,,8.2,18.8,1.2,20.7
2025-03-14 19:00:00Z,,7.7,23.9,1.0,25.5
2025-03-14 20:00:00Z,,18.3,31.0,1.1,32.6
2025-03-14 21:00:00Z,,17.9,43.6,2.6,47.5
2025-03-14 22:00:00Z,,18.1,38.6,2.7,42.6
2025-03-14 23:00:00Z,,15.7,35.8,2.1,39.0
2025-03-15 00:00:00Z,,15.3,35.0,2.4,38.7
2025-03-15 01:00:00Z,,13.7,26.0,1.8,28.7
2025-03-15 02:00:00Z,,12.2,24.1,2.5,27.9
2025-03-15 03:00:00Z,,13.6,21.5,4.4,28.4
2025-03-15 04:00:00Z,,12.4,20.5,2.7,24.5
2025-03-15 05:00:00Z,,14.9,25.6,2.0,28.7
2025-03-15 06:00:00Z,,14.3,26.5,2.4,30.2
2025-03-15 07:00:00Z,,17.8,25.9,4.3,32.5
2025-03-15 08:00:00Z,,12.7,21.6,4.5,28.6
2025-03-15 09:00:00Z,,12.7,20.5,5.8,29.5
2025-03-15 10:00:00Z,,13.3,14.9,4.6,22.0
2025-03-15 11:00:00Z,,17.1,12.4,4.1,18.6
2025-03-15 12:00:00Z,,12.5,14.4,5.5,22.8
2025-03-15 13:00:00Z,,9.4,11.4,4.3,18.1
2025-03-15 14:00:00Z,,19.3,12.8,3.8,18.6
2025-03-15 15:00:00Z,,17.9,13.0,2.8,17.2
2025-03-15 16:00:00Z,,14.3,14.0,4.8,21.3
2025-03-15 17:00:00Z,,11.3,17.4,2.0,20.5
2025-03-15 18:00:00Z,,15.0,19.2,1.5,21.4
2025-03-15 19:00:00Z,,17.7,19.5,1.9,22.5
2025-03-15 20:00:00Z,,17.5,14.8,1.2,16.6
2025-03-15 21:00:00Z,,15.4,17.9,1.8,20.6
2025-03-15 22:00:00Z,,18.7,16.0,2.0,19.0
2025-03-15 23:00:00Z,,14.8,15.3,1.0,17.0
2025-03-16 00:00:00Z,,14.0,15.8,1.3,17.8
2025-03-16 01:00:00Z,,13.5,15.1,1.6,17.6
2025-03-16 02:00:00Z,,13.6,14.8,1.0,16.4
2025-03-16 03:00:00Z,,21.7,16.9,1.1,18.6
2025-03-16 04:00:00Z,,20.6,15.5,3.8,21.3
2025-03-16 05:00:00Z,,18.4,15.3,2.3,18.6
2025-03-16 06:00:00Z,,21.3,16.0,1.4,18.1
2025-03-16 07:00:00Z,,19.8,15.6,1.6,18.0
2025-03-16 08:00:00Z,,22.8,16.1,2.6,20.0
2025-03-16 09:00:00Z,,24.0,14.4,3.7,20.1
2025-03-16 10:00:00Z,,27.0,12.2,4.1,18.5
2025-03-16 11:00:00Z,,20.7,10.2,4.4,17.0
2025-03-16 12:00:00Z,,19.3,10.2,4.1,16.6
2025-03-16 13:00:00Z,,21.2,11.1,3.5,16.5
2025-03-16 14:00:00Z,,18.8,10.2,2.8,14.5
2025-03-16 15:00:00Z,,21.4,10.8,2.1,14.0
2025-03-16 16:00:00Z,,22.4,12.6,2.1,16.0
2025-03-16 17:00:00Z,,22.0,14.5,1.4,16.7
2025-03-16 18:00:00Z,,28.5,20.3,1.4,22.6
2025-03-16 19:00:00Z,,20.6,25.0,1.0,26.5
2025-03-16 20:00:00Z,,21.7,23.1,1.0,24.7
2025-03-16 21:00:00Z,,19.8,21.2,1.1,22.8
2025-03-16 22:00:00Z,,25.3,22.4,1.0,24.0
2025-03-16 23:00:00Z,,24.2,21.6,1.0,23.1
2025-03-17 00:00:00Z,,29.0,21.2,1.0,22.8
2025-03-17 01:00:00Z,,27.7,20.1,1.0,21.7
2025-03-17 02:00:00Z,,29.6,19.0,1.3,21.0
2025-03-17 03:00:00Z,,21.0,17.7,1.0,19.2
2025-03-17 04:00:00Z,,14.2,18.2,1.0,19.7
2025-03-17 05:00:00Z,,14.7,19.2,1.6,21.7
2025-03-17 06:00:00Z,,12.9,30.9,4.1,37.3
2025-03-17 07:00:00Z,,18.8,38.9,5.1,46.7
2025-03-17 08:00:00Z,,13.8,33.6,8.2,46.1
2025-03-17 09:00:00Z,,16.5,29.8,10.4,45.7
2025-03-17 10:00:00Z,,15.3,24.1,10.7,40.4
2025-03-17 11:00:00Z,,18.0,19.1,6.7,29.4
2025-03-17 12:00:00Z,,18.4,15.2,5.3,23.3
2025-03-17 13:00:00Z,,13.5,11.9,3.7,17.6
2025-03-17 14:00:00Z,,23.1,11.0,4.8,18.3
2025-03-17 15:00:00Z,,14.3,10.5,2.4,14.3
2025-03-17 16:00:00Z,,14.0,11.0,2.9,15.4
2025-03-17 17:00:00Z,,13.4,11.6,1.5,13.9
2025-03-17 18:00:00Z,,11.7,15.5,1.6,17.9
2025-03-17 19:00:00Z,,11.0,19.0,1.0,20.5
2025-03-17 20:00:00Z,,12.8,21.4,1.1,23.0
2025-03-17 21:00:00Z,,17.2,19.3,1.0,20.9
2025-03-17 22:00:00Z,,7.7,15.8,1.9,18.6
2025-03-17 23:00:00Z,,11.3,17.7,1.6,20.2
2025-03-18 00:00:00Z,,10.8,16.2,1.1,18.0
2025-03-18 01:00:00Z,,11.9,16.1,0.9,17.5
2025-03-18 02:00:00Z,,15.2,16.2,0.9,17.5
2025-03-18 03:00:00Z,,9.4,13.4,0.9,14.9
2025-03-18 04:00:00Z,,8.4,14.4,1.3,16.4
2025-03-18 05:00:00Z,,5.8,14.6,2.4,18.3
2025-03-18 06:00:00Z,,8.8,21.4,1.8,24.1
2025-03-18 07:00:00Z,,7.8,25.9,4.2,32.4
2025-03-18 08:00:00Z,,7.7,26.6,7.7,38.4
2025-03-18 09:00:00Z,,10.6,25.3,14.0,46.6
2025-03-18 10:00:00Z,,15.2,19.0,12.2,37.7
2025-03-18 11:00:00Z,,13.2,16.1,8.8,29.5
2025-03-18 12:00:00Z,,14.9,14.8,8.3,27.5
2025-03-18 13:00:00Z,,13.1,14.6,9.5,29.3
2025-03-18 14:00:00Z,,18.2,16.4,9.3,30.6
2025-03-18 15:00:00Z,,16.2,18.8,12.6,38.1
2025-03-18 16:00:00Z,,18.4,18.3,7.4,29.6
2025-03-18 17:00:00Z,,17.7,22.8,7.8,34.8
2025-03-18 18:00:00Z,,23.2,25.4,4.7,32.7
2025-03-18 19:00:00Z,,21.6,33.9,1.4,36.0
2025-03-18 20:00:00Z,,28.8,45.7,3.2,50.6
2025-03-18 21:00:00Z,,30.7,39.3,2.9,43.6
2025-03-18 22:00:00Z,,22.5,37.1,4.6,44.2
2025-03-18 23:00:00Z,,22.9,45.5,6.7,55.9
2025-03-19 00:00:00Z,,14.8,28.4,1.6,31.0
2025-03-19 01:00:00Z,,15.4,25.9,1.6,28.4
2025-03-19 02:00:00Z,,13.6,26.0,1.8,28.8
2025-03-19 03:00:00Z,,17.0,24.7,4.4,31.4
2025-03-19 04:00:00Z,,15.2,19.5,3.1,24.3
2025-03-19 05:00:00Z,,12.0,27.2,8.0,39.5
2025-03-19 06:00:00Z,,15.6,40.4,10.4,56.3
2025-03-19 07:00:00Z,,17.1,51.6,23.5,87.6
2025-03-19 08:00:00Z,,14.8,48.3,31.4,96.7
2025-03-19 09:00:00Z,,14.4,38.6,24.6,76.3
2025-03-19 10:00:00Z,,16.2,36.2,22.3,70.4
2025-03-19 11:00:00Z,,12.1,33.1,22.9,68.1
2025-03-19 12:00:00Z,,8.8,26.1,15.7,50.1
2025-03-19 13:00:00Z,,9.5,20.7,11.6,38.4
2025-03-19 14:00:00Z,,8.6,23.6,13.9,45.0
2025-03-19 15:00:00Z,,9.9,18.8,10.0,34.1
2025-03-19 16:00:00Z,,13.6,25.2,9.6,40.0
2025-03-19 17:00:00Z,,15.2,28.7,8.0,40.9
2025-03-19 18:00:00Z,,13.1,43.8,9.3,58.1
2025-03-19 19:00:00Z,,15.1,48.2,7.3,59.2
2025-03-19 20:00:00Z,,14.9,62.5,5.5,71.0
2025-03-19 21:00:00Z,,25.3,67.5,2.4,71.2
2025-03-19 22:00:00Z,,16.9,75.7,3.8,81.7
2025-03-19 23:00:00Z,,13.6,77.4,4.2,83.8
2025-03-20 00:00:00Z,,20.3,70.2,9.9,85.4
2025-03-20 01:00:00Z,,18.1,74.1,17.5,101.0
2025-03-20 02:00:00Z,,11.8,59.5,5.2,67.5
2025-03-20 03:00:00Z,,9.5,50.6,4.5,57.7
2025-03-20 04:00:00Z,,16.1,45.7,3.3,50.9
2025-03-20 05:00:00Z,,10.9,35.2,5.2,43.1
2025-03-20 06:00:00Z,,14.0,51.7,9.2,65.8
2025-03-20 07:00:00Z,,13.5,55.6,20.5,87.1
2025-03-20 08:00:00Z,,13.4,52.0,36.9,108.6
2025-03-20 09:00:00Z,,14.9,44.1,31.3,92.1
2025-03-20 10:00:00Z,,13.4,38.2,29.0,82.6
2025-03-20 11:00:00Z,,9.9,29.2,18.8,57.9
2025-03-20 12:00:00Z,,9.0,23.1,11.5,40.8
2025-03-20 13:00:00Z,,12.5,20.0,12.7,39.4
2025-03-20 14:00:00Z,,9.2,19.3,10.5,35.4
2025-03-20 15:00:00Z,,9.8,21.2,9.3,35.5
2025-03-20 16:00:00Z,,11.2,24.7,9.9,39.8
2025-03-20 17:00:00Z,,11.2,30.6,7.9,42.7
2025-03-20 18:00:00Z,,20.5,33.7,4.9,41.2
2025-03-20 19:00:00Z,,17.4,42.4,2.1,45.7
2025-03-20 20:00:00Z,,17.2,58.6,3.4,63.9
2025-03-20 21:00:00Z,,18.9,60.4,4.9,67.9
2025-03-20 22:00:00Z,,12.6,59.9,9.4,74.3
2025-03-20 23:00:00Z,,16.2,46.3,2.9,50.8
2025-03-21 00:00:00Z,,13.0,41.6,2.4,45.3
2025-03-21 01:00:00Z,,13.1,37.5,1.9,40.4
2025-03-21 02:00:00Z,,11.0,27.6,1.7,30.2
2025-03-21 03:00:00Z,,7.4,22.0,1.9,25.0
2025-03-21 04:00:00Z,,9.2,15.0,1.4,17.1
2025-03-21 05:00:00Z,,8.0,16.3,2.5,20.1
2025-03-21 06:00:00Z,,10.9,24.7,6.7,35.0
2025-03-21 07:00:00Z,,18.9,34.7,9.6,49.5
2025-03-21 08:00:00Z,,17.2,33.7,15.5,57.4
2025-03-21 09:00:00Z,,21.3,34.9,19.4,64.4
2025-03-21 10:00:00Z,,18.9,29.7,19.9,60.2
2025-03-21 11:00:00Z,,20.2,30.3,17.2,56.7
2025-03-21 12:00:00Z,,24.6,30.7,16.7,56.3
2025-03-21 13:00:00Z,,24.4,27.4,13.3,47.8
2025-03-21 14:00:00Z,,24.3,26.4,10.9,43.1
2025-03-21 15:00:00Z,,20.5,24.0,10.5,40.2
2025-03-21 16:00:00Z,,20.4,19.7,8.1,32.1
2025-03-21 17:00:00Z,,19.5,27.9,8.8,41.5
2025-03-21 18:00:00Z,,16.9,37.6,10.7,54.0
2025-03-21 19:00:00Z,,15.7,34.0,10.3,49.8
2025-03-21 20:00:00Z,,17.5,35.0,7.6,46.6
2025-03-21 21:00:00Z,,17.7,36.8,9.2,51.0
2025-03-21 22:00:00Z,,21.5,31.4,9.3,45.7
2025-03-21 23:00:00Z,,20.5,29.7,2.9,34.2
2025-03-22 00:00:00Z,,19.0,23.1,3.8,28.9
2025-03-22 01:00:00Z,,17.5,20.2,2.3,23.7
2025-03-22 02:00:00Z,,20.1,32.0,15.9,56.4
2025-03-22 03:00:00Z,,19.2,23.8,3.5,29.1
2025-03-22 04:00:00Z,,13.4,11.8,4.6,18.8
2025-03-22 05:00:00Z,,13.7,11.6,4.6,18.6
2025-03-22 06:00:00Z,,11.5,16.8,3.2,21.8
2025-03-22 07:00:00Z,,12.6,22.5,4.9,30.0
2025-03-22 08:00:00Z,,10.8,21.1,5.6,29.7
2025-03-22 09:00:00Z,,7.3,22.7,7.5,34.2
2025-03-22 10:00:00Z,,4.0,26.0,8.4,38.9
2025-03-22 11:00:00Z,,5.6,24.0,9.9,39.2
2025-03-22 12:00:00Z,,5.6,19.8,8.8,33.3
2025-03-22 13:00:00Z,,4.1,13.8,6.0,22.9
2025-03-22 14:00:00Z,,1.7,11.0,3.5,16.4
2025-03-22 15:00:00Z,,3.8,11.9,4.7,19.0
2025-03-22 16:00:00Z,,4.4,14.3,4.3,20.9
2025-03-22 17:00:00Z,,6.4,16.4,8.6,29.5
2025-03-22 18:00:00Z,,8.6,22.8,6.0,32.0
2025-03-22 19:00:00Z,,7.6,30.3,6.7,40.6
2025-03-22 20:00:00Z,,6.9,35.6,9.5,50.1
2025-03-22 21:00:00Z,,9.9,24.3,11.1,41.3
2025-03-22 22:00:00Z,,7.6,26.3,6.6,36.5
2025-03-22 23:00:00Z,,8.8,22.4,5.0,30.0
2025-03-23 00:00:00Z,,8.4,22.3,6.1,31.6
2025-03-23 01:00:00Z,,5.7,16.7,4.7,24.0
2025-03-23 02:00:00Z,,10.3,15.0,8.1,27.5
2025-03-23 03:00:00Z,,7.7,15.4,4.8,22.8
2025-03-23 04:00:00Z,,5.3,11.0,4.6,18.0
2025-03-23 05:00:00Z,,4.1,11.0,3.7,16.6
2025-03-23 06:00:00Z,,6.5,11.7,1.9,14.6
2025-03-23 07:00:00Z,,6.3,13.1,2.6,17.2
2025-03-23 08:00:00Z,,4.5,12.0,4.6,19.2
2025-03-23 09:00:00Z,,4.8,15.3,4.8,22.7
2025-03-23 10:00:00Z,,7.0,19.6,7.1,30.6
2025-03-23 11:00:00Z,,6.5,15.3,6.5,25.2
2025-03-23 12:00:00Z,,3.9,17.8,10.8,34.4
2025-03-23 13:00:00Z,,2.7,12.3,4.6,19.4
2025-03-23 14:00:00Z,,6.0,14.2,8.6,27.3
2025-03-23 15:00:00Z,,5.9,19.2,11.4,36.8
2025-03-23 16:00:00Z,,2.1,18.6,8.5,31.7
2025-03-23 17:00:00Z,,0.3,23.6,9.6,38.4
2025-03-23 18:00:00Z,,4.6,24.5,8.4,37.3
2025-03-23 19:00:00Z,,4.9,38.0,16.1,62.7
2025-03-23 20:00:00Z,,9.5,46.0,18.9,75.0
2025-03-23 21:00:00Z,,8.6,38.4,17.7,65.5
2025-03-23 22:00:00Z,,9.1,35.1,5.8,43.9
2025-03-23 23:00:00Z,,7.9,33.1,5.4,41.4
2025-03-24 00:00:00Z,,7.5,27.0,2.4,30.7
2025-03-24 01:00:00Z,,8.9,27.3,3.0,31.9
2025-03-24 02:00:00Z,,8.4,33.8,4.4,40.5
2025-03-24 03:00:00Z,,7.9,32.3,4.3,38.9
2025-03-24 04:00:00Z,,12.6,45.4,3.6,51.0
2025-03-24 05:00:00Z,,17.2,56.2,14.5,78.3
2025-03-24 06:00:00Z,,19.8,53.6,19.6,83.7
2025-03-24 07:00:00Z,,20.8,51.2,42.4,116.2
2025-03-24 08:00:00Z,,20.7,48.6,42.0,113.0
2025-03-24 09:00:00Z,,14.3,40.6,25.3,79.4
2025-03-24 10:00:00Z,,13.2,33.8,22.9,69.1
2025-03-24 11:00:00Z,,10.4,34.1,18.9,62.9
2025-03-24 12:00:00Z,,15.6,37.6,11.9,55.8
2025-03-24 13:00:00Z,,11.0,32.9,20.2,63.9
2025-03-24 14:00:00Z,,17.7,33.3,14.1,55.0
2025-03-24 15:00:00Z,,12.9,46.3,18.1,74.0
2025-03-24 16:00:00Z,,16.5,34.7,12.9,54.6
2025-03-24 17:00:00Z,,12.4,28.8,11.3,46.1
2025-03-24 18:00:00Z,,15.6,27.6,10.9,44.4
2025-03-24 19:00:00Z,,15.8,32.8,16.0,57.3
2025-03-24 20:00:00Z,,16.6,33.9,9.7,48.7
2025-03-24 21:00:00Z,,31.1,39.7,7.9,51.9
2025-03-24 22:00:00Z,,36.7,29.3,3.9,35.3
2025-03-24 23:00:00Z,,38.6,18.4,1.4,20.6
2025-03-25 00:00:00Z,,38.6,18.4,1.4,20.6
2025-03-25 01:00:00Z,,37.9,15.2,3.2,20.1
2025-03-25 02:00:00Z,,36.8,13.2,2.1,16.5
2025-03-25 03:00:00Z,,37.6,10.4,1.2,12.4
2025-03-25 04:00:00Z,,39.2,9.7,1.4,12.0
2025-03-25 05:00:00Z,,36.2,10.7,1.9,13.6
2025-03-25 06:00:00Z,,35.9,13.7,1.8,16.4
2025-03-25 07:00:00Z,,37.5,17.4,1.9,20.3
2025-03-25 08:00:00Z,,39.3,19.7,3.7,25.4
2025-03-25 09:00:00Z,,36.5,25.9,14.0,47.4
