,ELYS:PM10,ELYS:PM25,ELYS:NO2,ELYS:NO,ELYS:NOX
,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées,Avenue des Champs Elysées
,ELYS,ELYS,ELYS,ELYS,ELYS
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-08-11 06:00:00Z,,15.2,28.4,1.8,31.2
2025-08-11 07:00:00Z,,13.7,31.5,4.1,37.8
2025-08-11 08:00:00Z,,16.5,23.9,4.2,30.4
2025-08-11 09:00:00Z,,15.2,20.1,4.6,27.1
2025-08-11 10:00:00Z,,14.0,16.6,4.5,23.5
2025-08-11 11:00:00Z,,14.8,10.1,9.2,24.2
2025-08-11 12:00:00Z,,13.0,10.7,3.7,16.3
2025-08-11 13:00:00Z,,12.8,8.5,1.6,10.9
2025-08-11 14:00:00Z,,13.8,8.0,2.0,11.0
2025-08-11 15:00:00Z,,9.9,15.3,5.3,23.4
2025-08-11 16:00:00Z,,14.2,7.8,1.8,10.6
2025-08-11 17:00:00Z,,10.5,6.8,0.4,7.4
2025-08-11 18:00:00Z,,7.8,7.2,0.2,7.6
2025-08-11 19:00:00Z,,14.6,7.9,-0.1,7.8
2025-08-11 20:00:00Z,,17.8,16.6,0.1,16.8
2025-08-11 21:00:00Z,,18.9,25.2,0.1,25.4
2025-08-11 22:00:00Z,,11.3,35.0,0.1,35.2
2025-08-11 23:00:00Z,,11.5,18.8,0.1,19.0
2025-08-12 00:00:00Z,,13.6,14.3,0.2,14.6
2025-08-12 01:00:00Z,,17.9,8.4,0.1,8.6
2025-08-12 02:00:00Z,,14.2,10.9,0.2,11.2
2025-08-12 03:00:00Z,,12.1,9.5,0.5,10.2
2025-08-12 04:00:00Z,,10.7,12.0,0.8,13.1
2025-08-12 05:00:00Z,,13.9,17.1,0.6,17.9
2025-08-12 06:00:00Z,,16.8,28.4,1.2,30.1
2025-08-12 07:00:00Z,,29.5,34.1,7.1,44.9
2025-08-12 08:00:00Z,,17.1,28.8,7.5,40.2
2025-08-12 09:00:00Z,,18.3,25.7,6.8,36.1
2025-08-12 10:00:00Z,,20.2,,,
2025-08-12 11:00:00Z,,17.7,18.9,4.4,25.7
2025-08-12 12:00:00Z,,8.5,,,
2025-08-12 13:00:00Z,,14.3,16.1,11.1,33.3
2025-08-12 14:00:00Z,,13.7,17.7,6.9,28.4
2025-08-12 15:00:00Z,,11.5,13.6,5.5,22.0
2025-08-12 16:00:00Z,,9.9,14.2,5.7,22.9
2025-08-12 17:00:00Z,,10.2,20.4,9.3,34.6
2025-08-12 18:00:00Z,,12.4,29.4,5.1,37.4
2025-08-12 19:00:00Z,,9.3,54.1,14.0,75.5
2025-08-12 20:00:00Z,,18.8,55.1,11.4,72.6
2025-08-12 21:00:00Z,,30.6,90.3,25.7,129.7
2025-08-12 22:00:00Z,,27.4,90.6,24.6,128.3
2025-08-12 23:00:00Z,,22.0,55.9,5.1,63.7
2025-08-13 00:00:00Z,,16.7,20.3,0.6,21.4
2025-08-13 01:00:00Z,,22.9,14.0,0.9,15.6
2025-08-13 02:00:00Z,,18.4,9.1,0.6,10.0
2025-08-13 03:00:00Z,,18.4,10.4,0.4,11.0
2025-08-13 04:00:00Z,,12.2,28.9,4.1,35.3
2025-08-13 05:00:00Z,,22.1,29.7,3.3,34.7
2025-08-13 06:00:00Z,,18.3,42.2,3.4,47.6
2025-08-13 07:00:00Z,,27.0,54.1,8.0,66.3
2025-08-13 08:00:00Z,,15.1,40.4,6.9,51.1
2025-08-13 09:00:00Z,,,35.8,6.7,46.0
2025-08-13 10:00:00Z,,20.3,44.1,7.3,55.3
2025-08-13 11:00:00Z,,16.5,29.9,5.8,38.8
2025-08-13 12:00:00Z,,17.3,29.4,10.4,45.4
2025-08-13 13:00:00Z,,19.2,20.9,4.7,27.9
2025-08-13 14:00:00Z,,21.4,31.4,8.6,44.6
2025-08-13 15:00:00Z,,22.4,38.6,10.2,54.3
2025-08-13 16:00:00Z,,25.6,42.1,4.1,48.4
2025-08-13 17:00:00Z,,24.0,53.2,6.4,62.9
2025-08-13 18:00:00Z,,17.9,40.0,7.5,51.3
2025-08-13 19:00:00Z,,17.8,28.5,6.3,38.2
2025-08-13 20:00:00Z,,22.8,41.9,7.8,53.8
2025-08-13 21:00:00Z,,18.8,56.2,10.6,72.5
2025-08-13 22:00:00Z,,16.5,44.2,2.4,47.8
2025-08-13 23:00:00Z,,14.0,20.3,0.8,21.7
2025-08-14 00:00:00Z,,10.2,29.3,5.6,37.9
2025-08-14 01:00:00Z,,13.2,23.6,4.8,31.0
2025-08-14 02:00:00Z,,15.2,17.1,1.0,18.8
2025-08-14 03:00:00Z,,10.0,19.3,1.3,21.4
2025-08-14 04:00:00Z,,10.8,20.0,1.5,22.2
2025-08-14 05:00:00Z,,13.8,24.4,1.5,26.6
2025-08-14 06:00:00Z,,14.9,25.9,3.8,31.7
2025-08-14 07:00:00Z,,18.6,25.5,13.5,46.3
2025-08-14 08:00:00Z,,16.3,28.3,9.8,43.5
2025-08-14 09:00:00Z,,16.8,23.7,10.0,39.0
2025-08-14 10:00:00Z,,20.6,18.3,5.5,26.7
2025-08-14 11:00:00Z,,22.3,17.1,6.3,26.7
2025-08-14 12:00:00Z,,18.0,17.4,5.3,25.5
2025-08-14 13:00:00Z,,15.3,16.5,4.5,23.4
2025-08-14 14:00:00Z,,16.4,18.6,9.9,33.8
2025-08-14 15:00:00Z,,15.4,18.6,7.3,29.8
2025-08-14 16:00:00Z,,20.2,18.3,8.2,30.8
2025-08-14 17:00:00Z,,22.2,13.1,2.4,16.7
2025-08-14 18:00:00Z,,22.6,15.2,3.2,20.1
2025-08-14 19:00:00Z,,23.8,16.1,5.6,24.8
2025-08-14 20:00:00Z,,20.9,17.8,7.1,28.7
2025-08-14 21:00:00Z,,8.7,6.7,0.2,7.2
2025-08-14 22:00:00Z,,9.8,10.1,2.9,14.6
2025-08-14 23:00:00Z,,6.8,8.4,1.4,10.5
2025-08-15 00:00:00Z,,4.1,6.6,1.9,9.5
2025-08-15 01:00:00Z,,6.3,3.9,1.7,6.5
2025-08-15 02:00:00Z,,4.7,6.9,1.7,9.6
2025-08-15 03:00:00Z,,1.8,5.8,3.6,11.3
2025-08-15 04:00:00Z,,2.4,6.0,2.2,9.3
2025-08-15 05:00:00Z,,1.9,8.5,0.7,9.6
2025-08-15 06:00:00Z,,3.9,5.5,0.5,6.3
2025-08-15 07:00:00Z,,4.5,6.9,1.4,9.1
2025-08-15 08:00:00Z,,4.1,8.3,3.0,12.9
2025-08-15 09:00:00Z,,5.9,7.1,1.8,9.8
2025-08-15 10:00:00Z,,7.4,8.6,3.2,13.6
2025-08-15 11:00:00Z,,8.8,6.5,1.7,9.1
2025-08-15 12:00:00Z,,10.4,7.9,4.6,14.9
2025-08-15 13:00:00Z,,10.4,6.9,3.5,12.3
2025-08-15 14:00:00Z,,8.0,6.6,3.2,11.4
2025-08-15 15:00:00Z,,4.8,7.5,2.9,12.0
2025-08-15 16:00:00Z,,4.7,7.6,3.6,13.1
2025-08-15 17:00:00Z,,8.1,8.0,2.7,12.2
2025-08-15 18:00:00Z,,13.4,9.7,1.5,12.0
2025-08-15 19:00:00Z,,13.1,7.0,0.1,7.2
2025-08-15 20:00:00Z,,20.0,15.2,0.9,16.6
2025-08-15 21:00:00Z,,12.0,18.5,0.7,19.6
2025-08-15 22:00:00Z,,12.7,15.6,0.3,16.1
2025-08-15 23:00:00Z,,10.7,9.5,0.8,10.7
2025-08-16 00:00:00Z,,10.8,8.9,0.2,9.1
2025-08-16 01:00:00Z,,7.2,9.3,1.0,10.9
2025-08-16 02:00:00Z,,5.8,10.4,2.3,14.1
2025-08-16 03:00:00Z,,6.4,12.7,4.1,19.1
2025-08-16 04:00:00Z,,7.7,11.0,3.5,16.3
2025-08-16 05:00:00Z,,9.9,13.0,1.9,15.9
2025-08-16 06:00:00Z,,8.8,12.3,1.8,15.2
2025-08-16 07:00:00Z,,25.7,9.2,1.2,11.1
2025-08-16 08:00:00Z,,22.4,6.9,0.7,8.0
2025-08-16 09:00:00Z,,22.1,7.1,1.2,8.9
2025-08-16 10:00:00Z,,15.3,7.1,2.0,10.3
2025-08-16 11:00:00Z,,18.4,5.7,1.8,8.5
2025-08-16 12:00:00Z,,23.5,7.3,2.3,10.7
2025-08-16 13:00:00Z,,19.1,6.3,1.3,8.5
2025-08-16 14:00:00Z,,17.1,5.1,0.7,6.3
2025-08-16 15:00:00Z,,14.2,6.4,1.9,9.3
2025-08-16 16:00:00Z,,14.4,5.2,1.8,8.0
2025-08-16 17:00:00Z,,12.1,6.0,1.3,8.0
2025-08-16 18:00:00Z,,20.6,6.3,0.9,7.7
2025-08-16 19:00:00Z,,16.7,6.9,0.2,7.2
2025-08-16 20:00:00Z,,14.0,7.7,0.4,8.4
2025-08-16 21:00:00Z,,10.0,7.1,0.0,7.3
2025-08-16 22:00:00Z,,12.5,9.2,1.1,10.9
2025-08-16 23:00:00Z,,12.2,8.7,0.6,9.7
2025-08-17 00:00:00Z,,8.5,7.8,0.5,8.4
2025-08-17 01:00:00Z,,11.3,7.0,0.3,7.3
2025-08-17 02:00:00Z,,11.1,4.9,0.0,4.9
2025-08-17 03:00:00Z,,13.1,5.3,0.1,5.4
2025-08-17 04:00:00Z,,12.4,5.9,0.0,5.9
2025-08-17 05:00:00Z,,10.9,7.7,0.1,7.8
2025-08-17 06:00:00Z,,7.2,8.2,0.5,9.0
2025-08-17 07:00:00Z,,10.3,7.8,0.8,9.2
2025-08-17 08:00:00Z,,7.6,7.5,2.2,10.9
2025-08-17 09:00:00Z,,7.8,5.9,1.1,7.7
2025-08-17 10:00:00Z,,11.6,5.3,1.3,7.3
2025-08-17 11:00:00Z,,13.1,8.2,2.5,12.1
2025-08-17 12:00:00Z,,10.3,7.1,1.4,9.3
2025-08-17 13:00:00Z,,8.2,6.0,1.4,8.1
2025-08-17 14:00:00Z,,9.5,8.6,3.4,13.7
2025-08-17 15:00:00Z,,6.3,5.7,1.6,8.1
2025-08-17 16:00:00Z,,6.0,5.5,0.6,6.4
2025-08-17 17:00:00Z,,5.8,6.9,0.9,8.4
2025-08-17 18:00:00Z,,6.4,5.6,0.1,5.7
2025-08-17 19:00:00Z,,5.9,7.5,2.0,10.5
2025-08-17 20:00:00Z,,7.3,11.2,0.0,11.3
2025-08-17 21:00:00Z,,10.8,10.5,0.0,10.6
2025-08-17 22:00:00Z,,6.6,11.1,0.0,11.1
2025-08-17 23:00:00Z,,5.4,9.0,0.0,9.0
2025-08-18 00:00:00Z,,9.6,7.9,0.1,8.0
2025-08-18 01:00:00Z,,7.8,7.8,1.0,9.3
2025-08-18 02:00:00Z,,6.3,5.3,0.0,5.4
2025-08-18 03:00:00Z,,3.8,5.0,0.6,5.8
2025-08-18 04:00:00Z,,3.1,5.9,0.8,7.0
2025-08-18 05:00:00Z,,3.2,10.0,0.7,11.0
2025-08-18 06:00:00Z,,11.6,18.4,2.5,22.3
2025-08-18 07:00:00Z,,13.4,20.7,4.4,27.5
2025-08-18 08:00:00Z,,8.6,15.9,5.2,23.9
2025-08-18 09:00:00Z,,9.3,11.7,3.1,16.4
2025-08-18 10:00:00Z,,7.1,12.5,3.0,17.2
2025-08-18 11:00:00Z,,8.1,14.8,4.9,22.3
2025-08-18 12:00:00Z,,13.8,10.0,2.0,13.0
2025-08-18 13:00:00Z,,11.9,11.0,3.8,16.8
2025-08-18 14:00:00Z,,12.1,9.4,2.8,13.8
2025-08-18 15:00:00Z,,13.2,10.5,4.3,17.1
2025-08-18 16:00:00Z,,13.5,11.3,2.9,15.6
2025-08-18 17:00:00Z,,11.3,11.1,0.8,12.3
2025-08-18 18:00:00Z,,9.2,10.0,0.2,10.3
2025-08-18 19:00:00Z,,9.1,9.9,0.1,10.0
2025-08-18 20:00:00Z,,9.9,8.6,0.1,8.7
2025-08-18 21:00:00Z,,9.6,13.7,0.0,13.8
2025-08-18 22:00:00Z,,10.7,25.8,1.4,27.9
2025-08-18 23:00:00Z,,10.0,15.5,0.3,15.9
2025-08-19 00:00:00Z,,14.8,12.5,0.0,12.6
2025-08-19 01:00:00Z,,9.6,11.4,2.3,14.8
2025-08-19 02:00:00Z,,12.3,8.7,0.2,8.9
2025-08-19 03:00:00Z,,14.6,9.9,1.2,11.7
2025-08-19 04:00:00Z,,10.0,9.2,0.1,9.4
2025-08-19 05:00:00Z,,8.6,15.8,0.7,16.9
2025-08-19 06:00:00Z,,10.4,25.4,2.2,28.9
2025-08-19 07:00:00Z,,8.9,30.7,3.0,35.1
2025-08-19 08:00:00Z,,19.9,38.7,10.4,54.7
2025-08-19 09:00:00Z,,11.4,41.1,15.0,64.1
2025-08-19 10:00:00Z,,10.7,43.3,14.5,65.6
2025-08-19 11:00:00Z,,16.7,32.0,8.8,45.6
2025-08-19 12:00:00Z,,14.0,24.5,8.8,38.0
2025-08-19 13:00:00Z,,9.7,19.8,4.1,26.1
2025-08-19 14:00:00Z,,11.2,19.0,5.9,28.1
2025-08-19 15:00:00Z,,12.6,20.2,10.0,35.4
2025-08-19 16:00:00Z,,13.7,14.6,5.4,22.8
2025-08-19 17:00:00Z,,13.7,13.9,4.1,20.3
2025-08-19 18:00:00Z,,18.6,21.0,4.4,27.9
2025-08-19 19:00:00Z,,16.1,19.5,3.4,24.7
2025-08-19 20:00:00Z,,17.7,18.0,4.6,25.1
2025-08-19 21:00:00Z,,14.8,17.8,3.7,23.5
2025-08-19 22:00:00Z,,20.4,12.2,1.4,14.4
2025-08-19 23:00:00Z,,13.0,17.9,0.5,18.7
2025-08-20 00:00:00Z,,14.7,18.6,1.5,20.9
2025-08-20 01:00:00Z,,12.5,18.5,0.9,20.0
2025-08-20 02:00:00Z,,14.1,12.3,0.7,13.5
2025-08-20 03:00:00Z,,13.5,10.4,0.6,11.3
2025-08-20 04:00:00Z,,11.8,12.2,1.4,14.4
2025-08-20 05:00:00Z,,17.9,13.8,0.9,15.2
2025-08-20 06:00:00Z,,13.3,20.6,1.4,22.7
2025-08-20 07:00:00Z,,22.2,18.2,1.7,20.9
2025-08-20 08:00:00Z,,21.3,15.8,1.0,17.4
2025-08-20 09:00:00Z,,14.1,14.8,2.0,17.8
2025-08-20 10:00:00Z,,15.0,12.9,1.7,15.6
2025-08-20 11:00:00Z,,14.0,13.5,1.7,16.1
2025-08-20 12:00:00Z,,24.7,16.2,4.8,23.6
2025-08-20 13:00:00Z,,20.1,13.3,2.1,16.5
2025-08-20 14:00:00Z,,17.4,12.0,1.4,14.1
2025-08-20 15:00:00Z,,16.1,17.4,4.2,23.8
2025-08-20 16:00:00Z,,7.8,10.2,1.4,12.3
2025-08-20 17:00:00Z,,17.8,9.5,1.1,11.2
2025-08-20 18:00:00Z,,13.2,10.1,0.8,11.3
2025-08-20 19:00:00Z,,13.4,9.7,0.4,10.3
2025-08-20 20:00:00Z,,18.4,12.5,2.4,16.1
2025-08-20 21:00:00Z,,10.1,13.4,4.6,20.6
2025-08-20 22:00:00Z,,13.2,13.0,5.2,20.9
2025-08-20 23:00:00Z,,9.0,9.7,3.2,14.6
2025-08-21 00:00:00Z,,6.0,8.6,2.7,12.6
2025-08-21 01:00:00Z,,5.5,9.4,2.4,13.1
2025-08-21 02:00:00Z,,5.7,7.5,1.6,9.9
2025-08-21 03:00:00Z,,6.6,8.2,3.5,13.5
2025-08-21 04:00:00Z,,7.5,9.6,2.7,13.6
2025-08-21 05:00:00Z,,8.6,14.8,4.7,22.1
2025-08-21 06:00:00Z,,6.8,19.2,7.9,31.2
2025-08-21 07:00:00Z,,10.7,20.6,8.0,32.8
2025-08-21 08:00:00Z,,11.1,15.8,5.9,25.0
2025-08-21 09:00:00Z,,10.7,14.4,6.9,25.1
2025-08-21 10:00:00Z,,9.9,13.9,7.4,25.3
2025-08-21 11:00:00Z,,7.9,9.3,1.9,12.2
2025-08-21 12:00:00Z,,14.5,8.1,2.5,12.0
2025-08-21 13:00:00Z,,8.8,9.2,3.8,14.9
2025-08-21 14:00:00Z,,7.5,8.4,3.0,13.0
2025-08-21 15:00:00Z,,6.0,9.2,5.6,17.7
2025-08-21 16:00:00Z,,3.6,13.9,8.7,27.2
2025-08-21 17:00:00Z,,5.4,8.5,2.5,12.3
2025-08-21 18:00:00Z,,11.2,9.8,3.0,14.4
2025-08-21 19:00:00Z,,11.3,8.9,2.7,13.0
2025-08-21 20:00:00Z,,8.5,14.0,2.6,18.0
2025-08-21 21:00:00Z,,6.8,8.3,3.7,14.1
2025-08-21 22:00:00Z,,7.3,7.1,0.5,7.9
2025-08-21 23:00:00Z,,7.8,6.9,0.7,8.0
2025-08-22 00:00:00Z,,5.8,7.3,0.6,8.2
2025-08-22 01:00:00Z,,6.0,6.9,1.2,8.9
2025-08-22 02:00:00Z,,4.1,6.3,2.4,10.0
2025-08-22 03:00:00Z,,4.2,7.1,2.2,10.6
2025-08-22 04:00:00Z,,7.8,9.2,2.6,13.3
2025-08-22 05:00:00Z,,5.9,12.7,1.1,14.4
2025-08-22 06:00:00Z,,9.5,22.7,4.1,28.9
2025-08-22 07:00:00Z,,8.8,18.4,4.6,25.6
2025-08-22 08:00:00Z,,5.6,13.0,3.2,17.8
2025-08-22 09:00:00Z,,3.8,9.4,2.8,13.6
2025-08-22 10:00:00Z,,7.1,8.6,5.8,17.5
2025-08-22 11:00:00Z,,6.2,5.9,3.0,10.5
2025-08-22 12:00:00Z,,6.6,7.4,8.9,21.0
2025-08-22 13:00:00Z,,6.1,4.6,1.3,6.5
2025-08-22 14:00:00Z,,7.1,9.1,7.8,21.1
2025-08-22 15:00:00Z,,7.0,7.9,4.6,14.9
2025-08-22 16:00:00Z,,6.1,11.2,9.9,26.4
2025-08-22 17:00:00Z,,9.0,12.2,7.6,23.9
2025-08-22 18:00:00Z,,7.5,13.5,9.0,27.4
2025-08-22 19:00:00Z,,7.3,9.3,1.5,11.6
2025-08-22 20:00:00Z,,6.8,14.9,2.9,19.5
2025-08-22 21:00:00Z,,7.0,20.8,5.7,29.5
2025-08-22 22:00:00Z,,10.9,18.3,5.6,26.9
2025-08-22 23:00:00Z,,6.6,19.7,5.0,27.5
2025-08-23 00:00:00Z,,7.3,19.8,4.3,26.4
2025-08-23 01:00:00Z,,6.6,22.4,8.9,36.0
2025-08-23 02:00:00Z,,11.8,16.5,3.1,21.3
2025-08-23 03:00:00Z,,7.2,15.2,6.6,25.4
2025-08-23 04:00:00Z,,2.1,17.8,6.5,27.6
2025-08-23 05:00:00Z,,3.6,15.2,2.7,19.3
2025-08-23 06:00:00Z,,6.9,18.1,5.1,25.9
2025-08-23 07:00:00Z,,10.4,15.6,3.9,21.6
2025-08-23 08:00:00Z,,6.1,14.5,4.5,21.4
2025-08-23 09:00:00Z,,9.1,12.9,4.6,20.0
2025-08-23 10:00:00Z,,10.1,10.3,4.9,17.8
2025-08-23 11:00:00Z,,9.1,11.0,4.2,17.4
2025-08-23 12:00:00Z,,7.9,10.0,4.6,16.9
2025-08-23 13:00:00Z,,7.5,8.9,4.6,16.0
2025-08-23 14:00:00Z,,8.0,6.6,2.1,9.8
2025-08-23 15:00:00Z,,13.7,6.3,1.1,8.0
2025-08-23 16:00:00Z,,13.8,6.4,0.9,7.8
2025-08-23 17:00:00Z,,10.3,5.8,0.4,6.5
2025-08-23 18:00:00Z,,12.0,6.8,1.9,9.7
2025-08-23 19:00:00Z,,11.5,8.3,0.1,8.6
2025-08-23 20:00:00Z,,6.2,13.4,0.9,14.8
2025-08-23 21:00:00Z,,12.1,14.2,0.5,15.1
2025-08-23 22:00:00Z,,8.9,15.5,0.5,16.4
2025-08-23 23:00:00Z,,10.2,20.7,2.1,23.9
2025-08-24 00:00:00Z,,11.2,23.1,1.0,24.6
2025-08-24 01:00:00Z,,10.1,15.0,0.2,15.4
2025-08-24 02:00:00Z,,8.2,8.7,0.2,9.1
2025-08-24 03:00:00Z,,4.0,7.1,0.2,7.5
2025-08-24 04:00:00Z,,1.0,8.1,0.1,8.3
2025-08-24 05:00:00Z,,2.1,7.3,0.2,7.5
2025-08-24 06:00:00Z,,5.5,10.3,1.3,12.3
2025-08-24 07:00:00Z,,6.5,8.8,0.9,10.2
2025-08-24 08:00:00Z,,7.5,8.6,1.2,10.5
2025-08-24 09:00:00Z,,4.9,10.5,2.3,13.9
2025-08-24 10:00:00Z,,2.8,5.8,1.1,7.4
2025-08-24 11:00:00Z,,7.6,4.9,1.7,7.6
2025-08-24 12:00:00Z,,7.0,7.1,3.2,12.0
2025-08-24 13:00:00Z,,4.6,6.1,2.0,9.1
2025-08-24 14:00:00Z,,5.1,6.3,1.8,9.1
2025-08-24 15:00:00Z,,5.9,8.6,5.6,17.3
2025-08-24 16:00:00Z,,8.4,8.3,2.4,11.9
2025-08-24 17:00:00Z,,7.2,12.0,2.2,15.3
2025-08-24 18:00:00Z,,5.9,11.7,2.3,15.2
2025-08-24 19:00:00Z,,10.8,8.9,0.2,9.3
2025-08-24 20:00:00Z,,8.6,11.8,0.1,12.0
2025-08-24 21:00:00Z,,8.1,25.9,0.2,26.2
2025-08-24 22:00:00Z,,7.7,27.4,0.2,27.8
2025-08-24 23:00:00Z,,9.4,21.8,0.1,22.0
2025-08-25 00:00:00Z,,12.8,27.5,1.5,29.8
2025-08-25 01:00:00Z,,9.3,38.8,2.5,42.5
2025-08-25 02:00:00Z,,8.7,29.1,2.1,32.4
2025-08-25 03:00:00Z,,9.4,31.4,2.7,35.6
2025-08-25 04:00:00Z,,11.1,28.9,2.9,33.4
2025-08-25 05:00:00Z,,12.8,36.5,4.9,44.1
2025-08-25 06:00:00Z,,9.8,45.4,8.4,58.2
2025-08-25 07:00:00Z,,10.1,46.0,10.3,61.8
2025-08-25 08:00:00Z,,11.2,41.1,12.7,60.6
2025-08-25 09:00:00Z,,11.3,38.5,15.0,61.5
2025-08-25 10:00:00Z,,11.3,36.9,13.6,57.7
2025-08-25 11:00:00Z,,8.9,24.1,11.1,41.1
2025-08-25 12:00:00Z,,7.5,15.5,4.7,22.7
2025-08-25 13:00:00Z,,7.6,13.9,8.7,27.1
2025-08-25 14:00:00Z,,9.3,12.4,4.1,18.7
2025-08-25 15:00:00Z,,6.8,15.0,6.7,25.3
2025-08-25 16:00:00Z,,9.5,15.6,5.0,23.3
2025-08-25 17:00:00Z,,9.5,23.7,8.0,35.9
2025-08-25 18:00:00Z,,11.5,25.7,4.2,32.1
2025-08-25 19:00:00Z,,10.9,33.5,4.0,39.6
2025-08-25 20:00:00Z,,11.4,54.2,0.3,54.7
2025-08-25 21:00:00Z,,12.5,50.4,0.3,51.0
2025-08-25 22:00:00Z,,16.5,70.4,7.8,82.4
2025-08-25 23:00:00Z,,12.1,75.2,5.2,83.3
2025-08-26 00:00:00Z,,13.1,54.2,3.0,58.8
2025-08-26 01:00:00Z,,10.3,32.8,1.5,35.2
2025-08-26 02:00:00Z,,7.9,14.3,1.8,17.1
2025-08-26 03:00:00Z,,9.4,13.2,2.5,17.0
2025-08-26 04:00:00Z,,8.1,13.8,0.7,14.8
2025-08-26 05:00:00Z,,7.0,21.0,2.0,24.1
2025-08-26 06:00:00Z,,6.1,30.6,6.3,40.2
2025-08-26 07:00:00Z,,7.4,38.9,10.2,54.6
2025-08-26 08:00:00Z,,12.7,47.1,16.8,72.8
2025-08-26 09:00:00Z,,15.7,45.5,20.3,76.6
2025-08-26 10:00:00Z,,10.6,37.3,16.0,61.9
2025-08-26 11:00:00Z,,15.6,27.3,11.8,45.3
2025-08-26 12:00:00Z,,11.7,16.2,4.0,22.3
2025-08-26 13:00:00Z,,8.3,15.8,8.8,29.3
2025-08-26 14:00:00Z,,7.1,18.1,7.3,29.3
2025-08-26 15:00:00Z,,7.7,16.5,7.5,28.0
2025-08-26 16:00:00Z,,5.5,16.3,7.4,27.6
2025-08-26 17:00:00Z,,6.3,19.6,6.7,29.8
2025-08-26 18:00:00Z,,8.4,21.7,6.2,31.2
2025-08-26 19:00:00Z,,15.6,21.0,4.7,28.1
2025-08-26 20:00:00Z,,8.4,20.7,8.2,33.3
