,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
,A1,A1,A1,A1,A1,A1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,CO,PM10,PM25,NO2,NO,NOX
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-03-05 17:00:00Z,,52.8,24.4,94.6,101.1,249.5
2025-03-05 18:00:00Z,,46.5,21.2,86.4,92.4,228.0
2025-03-05 19:00:00Z,,60.3,30.9,105.2,155.1,343.1
2025-03-05 20:00:00Z,,65.6,32.3,115.3,209.3,436.1
2025-03-05 21:00:00Z,,116.1,48.2,132.0,369.7,698.9
2025-03-05 22:00:00Z,,55.4,45.8,113.5,290.2,558.5
2025-03-05 23:00:00Z,,97.9,50.5,115.6,275.4,537.9
2025-03-06 00:00:00Z,,105.3,52.0,105.5,265.5,512.5
2025-03-06 01:00:00Z,,84.1,47.9,89.5,217.9,423.7
2025-03-06 02:00:00Z,,,37.6,77.6,135.8,285.7
2025-03-06 03:00:00Z,,55.4,36.8,71.0,86.1,203.0
2025-03-06 04:00:00Z,,58.6,34.4,70.7,105.0,231.5
2025-03-06 05:00:00Z,,43.6,37.8,79.5,146.4,304.0
2025-03-06 06:00:00Z,,50.9,24.7,82.2,119.0,264.7
2025-03-06 07:00:00Z,,64.7,27.8,88.5,159.6,333.3
2025-03-06 08:00:00Z,,59.7,20.4,80.6,123.3,269.7
2025-03-06 09:00:00Z,,63.2,26.2,77.8,103.9,236.9
2025-03-06 10:00:00Z,,56.4,16.7,73.1,82.4,199.1
2025-03-06 11:00:00Z,,48.0,13.0,67.6,67.1,170.5
2025-03-06 12:00:00Z,,,12.0,59.6,53.1,141.0
2025-03-06 13:00:00Z,,50.2,9.9,51.1,53.4,132.9
2025-03-06 14:00:00Z,,33.0,13.4,49.2,36.8,105.6
2025-03-06 15:00:00Z,,35.7,9.4,50.0,38.7,109.3
2025-03-06 16:00:00Z,,35.1,14.5,62.8,48.3,136.9
2025-03-06 17:00:00Z,,31.0,13.6,80.0,69.7,186.9
2025-03-06 18:00:00Z,,30.4,12.9,80.6,80.4,203.7
2025-03-06 19:00:00Z,,65.0,17.8,97.4,117.4,277.4
2025-03-06 20:00:00Z,,59.6,23.7,110.0,136.7,319.8
2025-03-06 21:00:00Z,,61.0,25.5,102.4,133.9,307.7
2025-03-06 22:00:00Z,,90.6,37.0,104.4,173.5,370.6
2025-03-06 23:00:00Z,,66.7,29.7,97.8,156.3,337.4
2025-03-07 00:00:00Z,,71.4,29.1,99.3,179.8,375.0
2025-03-07 01:00:00Z,,39.7,20.8,75.4,78.6,195.9
2025-03-07 02:00:00Z,,34.0,13.2,61.9,41.1,125.0
2025-03-07 03:00:00Z,,36.3,16.1,62.5,46.8,134.4
2025-03-07 04:00:00Z,,22.6,9.5,51.8,49.2,127.3
2025-03-07 05:00:00Z,,33.0,11.7,59.2,57.5,147.3
2025-03-07 06:00:00Z,,44.9,10.6,75.7,117.3,255.6
2025-03-07 07:00:00Z,,60.3,12.9,83.1,141.2,299.5
2025-03-07 08:00:00Z,,46.9,13.6,76.8,112.4,249.0
2025-03-07 09:00:00Z,,58.1,10.3,71.1,90.6,210.0
2025-03-07 10:00:00Z,,41.8,10.6,66.8,76.6,184.3
2025-03-07 11:00:00Z,,35.3,10.8,53.1,53.6,135.3
2025-03-07 12:00:00Z,,20.7,7.4,33.9,17.1,60.0
2025-03-07 13:00:00Z,,21.9,8.7,34.4,20.5,65.8
2025-03-07 14:00:00Z,,,8.8,29.6,14.0,51.2
2025-03-07 15:00:00Z,,17.4,9.2,35.8,18.2,63.5
2025-03-07 16:00:00Z,,32.2,9.5,47.4,26.1,87.5
2025-03-07 17:00:00Z,,32.7,12.0,63.6,49.1,139.4
2025-03-07 18:00:00Z,,26.4,10.6,63.0,29.4,108.4
2025-03-07 19:00:00Z,,33.5,13.3,80.7,35.8,135.9
2025-03-07 20:00:00Z,,44.2,17.0,99.6,53.7,182.3
2025-03-07 21:00:00Z,,50.9,23.7,104.4,71.7,214.4
2025-03-07 22:00:00Z,,53.6,26.0,92.4,68.1,196.8
2025-03-07 23:00:00Z,,32.2,12.9,58.2,28.8,102.1
2025-03-08 00:00:00Z,,31.1,13.1,46.6,25.1,84.9
2025-03-08 01:00:00Z,,25.1,14.3,41.7,19.8,71.4
2025-03-08 02:00:00Z,,21.3,17.1,35.0,15.0,57.9
2025-03-08 03:00:00Z,,18.7,13.7,30.5,11.3,47.5
2025-03-08 04:00:00Z,,19.7,16.2,33.3,10.7,49.7
2025-03-08 05:00:00Z,,19.4,12.1,39.8,14.7,62.5
2025-03-08 06:00:00Z,,29.6,13.9,45.8,17.7,73.1
2025-03-08 07:00:00Z,,29.2,13.7,57.3,24.3,94.8
2025-03-08 08:00:00Z,,35.3,14.8,62.6,40.7,125.9
2025-03-08 09:00:00Z,,27.1,14.2,44.9,28.2,88.0
2025-03-08 10:00:00Z,,27.0,13.7,38.9,25.6,78.8
2025-03-08 11:00:00Z,,22.8,11.8,37.7,24.4,74.7
2025-03-08 12:00:00Z,,23.0,9.4,33.8,18.7,62.4
2025-03-08 13:00:00Z,,18.0,11.5,33.6,18.6,62.0
2025-03-08 14:00:00Z,,18.2,8.5,39.4,24.6,77.3
2025-03-08 15:00:00Z,,16.2,9.9,38.1,19.5,67.9
2025-03-08 16:00:00Z,,20.0,12.7,41.7,21.4,74.5
2025-03-08 17:00:00Z,,20.3,11.6,44.1,19.3,73.6
2025-03-08 18:00:00Z,,20.8,15.2,67.4,22.0,101.0
2025-03-08 19:00:00Z,,23.7,12.0,60.8,20.0,91.4
2025-03-08 20:00:00Z,,26.9,16.0,59.8,20.1,90.8
2025-03-08 21:00:00Z,,29.8,12.9,59.7,20.5,91.0
2025-03-08 22:00:00Z,,30.5,18.9,56.6,18.8,85.4
2025-03-08 23:00:00Z,,31.8,16.4,57.4,26.0,97.3
2025-03-09 00:00:00Z,,18.7,14.3,44.9,18.3,72.9
2025-03-09 01:00:00Z,,21.1,13.1,41.4,15.3,64.8
2025-03-09 02:00:00Z,,18.3,11.9,35.8,10.8,52.3
2025-03-09 03:00:00Z,,20.4,16.1,47.2,15.6,71.1
2025-03-09 04:00:00Z,,25.8,14.5,48.7,24.4,86.1
2025-03-09 05:00:00Z,,27.7,17.4,63.9,34.5,116.7
2025-03-09 06:00:00Z,,,16.4,61.0,34.0,113.1
2025-03-09 07:00:00Z,,30.4,16.9,63.3,40.8,125.8
2025-03-09 08:00:00Z,,34.7,17.4,63.2,39.6,124.0
2025-03-09 09:00:00Z,,27.7,12.7,53.8,38.5,112.9
2025-03-09 10:00:00Z,,22.2,8.4,34.5,23.7,70.6
2025-03-09 11:00:00Z,,22.7,12.0,46.3,31.6,94.8
2025-03-09 12:00:00Z,,13.7,11.0,38.6,25.3,77.3
2025-03-09 13:00:00Z,,16.8,10.1,35.9,23.2,71.5
2025-03-09 14:00:00Z,,18.8,12.1,36.0,20.6,67.6
2025-03-09 15:00:00Z,,23.3,10.8,34.3,18.2,62.2
2025-03-09 16:00:00Z,,20.8,12.6,39.8,21.2,72.2
2025-03-09 17:00:00Z,,24.8,10.8,45.3,19.1,74.5
2025-03-09 18:00:00Z,,30.0,17.3,55.9,27.2,97.5
2025-03-09 19:00:00Z,,26.4,12.7,53.6,18.7,82.2
2025-03-09 20:00:00Z,,34.7,16.8,73.8,37.5,131.1
2025-03-09 21:00:00Z,,43.3,26.1,92.8,69.4,199.1
2025-03-09 22:00:00Z,,47.0,29.1,89.0,69.2,195.0
2025-03-09 23:00:00Z,,42.5,27.2,80.4,92.4,221.9
2025-03-10 00:00:00Z,,34.3,22.6,76.0,82.5,202.4
2025-03-10 01:00:00Z,,37.0,27.0,67.4,59.6,158.8
2025-03-10 02:00:00Z,,34.6,25.7,57.4,39.8,118.3
2025-03-10 03:00:00Z,,36.1,25.8,63.1,44.9,132.0
2025-03-10 04:00:00Z,,49.9,26.7,65.9,86.4,198.4
2025-03-10 05:00:00Z,,44.3,23.2,67.6,66.2,169.1
2025-03-10 06:00:00Z,,,27.1,81.3,158.6,324.6
2025-03-10 07:00:00Z,,,27.8,85.2,226.8,433.1
2025-03-10 08:00:00Z,,31.2,20.5,84.4,135.1,291.6
2025-03-10 09:00:00Z,,26.6,13.9,81.9,97.8,231.8
2025-03-10 10:00:00Z,,26.0,11.6,67.3,66.5,169.1
2025-03-10 11:00:00Z,,22.6,10.3,64.5,72.8,176.1
2025-03-10 12:00:00Z,,18.0,11.7,57.1,59.3,148.1
2025-03-10 13:00:00Z,,27.1,8.9,52.6,61.9,147.6
2025-03-10 14:00:00Z,,44.2,7.1,38.0,53.0,119.3
2025-03-10 15:00:00Z,,40.0,10.3,49.9,67.1,152.7
2025-03-10 16:00:00Z,,33.4,10.4,61.1,86.7,194.0
2025-03-10 17:00:00Z,,25.7,10.7,57.4,82.2,183.4
2025-03-10 18:00:00Z,,26.7,8.3,58.2,68.5,163.3
2025-03-10 19:00:00Z,,31.7,14.1,61.7,78.6,182.2
2025-03-10 20:00:00Z,,37.9,14.7,77.9,98.4,228.6
2025-03-10 21:00:00Z,,49.8,20.1,84.6,114.9,260.8
2025-03-10 22:00:00Z,,55.5,22.3,83.1,132.1,285.8
2025-03-10 23:00:00Z,,60.7,29.9,86.2,188.4,375.1
2025-03-11 00:00:00Z,,61.2,31.9,78.5,172.3,342.6
2025-03-11 01:00:00Z,,52.7,32.4,68.1,150.3,298.5
2025-03-11 02:00:00Z,,55.9,28.3,59.2,147.4,285.2
2025-03-11 03:00:00Z,,38.7,25.5,54.7,104.4,214.7
2025-03-11 04:00:00Z,,41.2,23.8,49.9,109.6,218.1
2025-03-11 05:00:00Z,,49.0,27.5,51.6,163.3,301.9
2025-03-11 06:00:00Z,,51.7,29.2,59.4,194.2,357.0
2025-03-11 07:00:00Z,,62.2,31.2,60.1,218.3,395.0
2025-03-11 08:00:00Z,,55.5,32.5,59.4,173.6,325.6
2025-03-11 09:00:00Z,,83.1,38.8,66.3,194.7,365.0
2025-03-11 10:00:00Z,,79.7,40.9,66.5,174.3,333.8
2025-03-11 11:00:00Z,,87.4,61.8,52.4,104.2,212.1
2025-03-11 12:00:00Z,,93.9,81.1,49.0,61.9,144.0
2025-03-11 13:00:00Z,,92.8,71.7,59.8,68.0,163.9
2025-03-11 14:00:00Z,,72.2,58.9,62.2,60.1,154.4
2025-03-11 15:00:00Z,,56.1,37.4,53.6,51.5,132.5
2025-03-11 16:00:00Z,,44.3,37.0,54.9,41.3,118.3
2025-03-11 17:00:00Z,,40.8,29.3,64.0,43.1,130.0
2025-03-11 18:00:00Z,,34.7,31.5,52.6,32.9,103.0
2025-03-11 19:00:00Z,,27.5,21.8,43.2,19.3,72.7
2025-03-11 20:00:00Z,,28.9,17.9,44.0,27.9,86.6
2025-03-11 21:00:00Z,,30.2,7.5,36.2,20.4,67.5
2025-03-11 22:00:00Z,,22.8,11.9,37.9,19.4,67.7
2025-03-11 23:00:00Z,,16.8,10.2,37.1,19.4,66.8
2025-03-12 00:00:00Z,,15.0,9.1,41.1,18.2,68.9
2025-03-12 01:00:00Z,,15.1,9.4,38.0,16.2,62.7
2025-03-12 02:00:00Z,,11.8,10.1,24.8,12.8,44.5
2025-03-12 03:00:00Z,,11.4,7.4,24.2,12.2,42.9
2025-03-12 04:00:00Z,,14.2,8.1,26.3,15.8,50.5
2025-03-12 05:00:00Z,,16.0,8.8,45.3,37.0,102.0
2025-03-12 06:00:00Z,,30.2,9.0,55.7,69.4,161.9
2025-03-12 07:00:00Z,,39.7,12.6,58.0,81.3,182.5
2025-03-12 08:00:00Z,,43.0,11.1,67.1,96.2,214.4
2025-03-12 09:00:00Z,,48.2,13.5,60.9,89.3,197.8
2025-03-12 10:00:00Z,,26.6,9.0,48.0,47.5,120.9
2025-03-12 11:00:00Z,,29.1,8.6,58.5,63.2,155.4
2025-03-12 12:00:00Z,,20.5,5.4,55.5,58.0,144.3
2025-03-12 13:00:00Z,,19.4,3.5,55.6,59.0,146.0
2025-03-12 14:00:00Z,,24.3,5.6,47.3,46.1,118.1
2025-03-12 15:00:00Z,,20.1,5.9,54.5,58.4,144.0
2025-03-12 16:00:00Z,,23.2,6.7,58.7,59.7,150.2
2025-03-12 17:00:00Z,,18.4,7.8,60.3,51.9,139.9
2025-03-12 18:00:00Z,,24.7,15.3,60.9,52.5,141.3
2025-03-12 19:00:00Z,,18.7,11.0,49.5,33.2,100.4
2025-03-12 20:00:00Z,,16.4,11.4,52.0,36.4,107.8
2025-03-12 21:00:00Z,,15.5,11.4,52.7,40.3,114.6
2025-03-12 22:00:00Z,,16.6,11.3,42.1,37.0,98.8
2025-03-12 23:00:00Z,,10.8,10.6,30.2,19.8,60.5
2025-03-13 00:00:00Z,,7.9,8.2,27.4,17.2,53.9
2025-03-13 01:00:00Z,,8.1,7.5,28.2,17.3,54.7
2025-03-13 02:00:00Z,,9.7,10.7,24.8,13.7,45.7
2025-03-13 03:00:00Z,,10.1,10.2,20.6,13.2,40.9
2025-03-13 04:00:00Z,,13.3,11.0,25.5,21.9,59.0
2025-03-13 05:00:00Z,,15.9,10.8,29.3,28.9,73.2
2025-03-13 06:00:00Z,,23.5,18.8,49.2,67.4,152.4
2025-03-13 07:00:00Z,,29.6,15.6,55.9,89.7,193.4
2025-03-13 08:00:00Z,,39.3,15.6,55.5,92.2,196.8
2025-03-13 09:00:00Z,,52.9,21.0,53.8,88.4,189.2
2025-03-13 10:00:00Z,,39.5,17.5,40.2,62.5,134.8
2025-03-13 11:00:00Z,,29.8,14.3,42.1,53.3,123.8
2025-03-13 12:00:00Z,,35.1,14.6,44.6,53.5,126.5
2025-03-13 13:00:00Z,,30.7,14.8,52.3,63.4,149.5
2025-03-13 14:00:00Z,,26.8,14.8,48.7,58.4,139.0
2025-03-13 15:00:00Z,,20.7,11.6,42.0,43.9,109.4
2025-03-13 16:00:00Z,,23.2,7.6,52.5,47.6,123.9
2025-03-13 17:00:00Z,,14.5,10.5,51.0,52.0,130.3
2025-03-13 18:00:00Z,,17.2,7.2,36.1,31.4,84.7
2025-03-13 19:00:00Z,,15.7,13.4,47.4,30.6,94.7
2025-03-13 20:00:00Z,,19.5,10.6,54.7,41.2,118.7
2025-03-13 21:00:00Z,,12.3,15.4,51.6,42.4,117.0
2025-03-13 22:00:00Z,,20.7,10.2,51.9,52.6,130.9
2025-03-13 23:00:00Z,,17.8,12.5,42.8,36.6,99.3
2025-03-14 00:00:00Z,,19.0,10.8,47.3,47.0,119.5
2025-03-14 01:00:00Z,,23.4,12.5,46.0,50.7,123.4
2025-03-14 02:00:00Z,,18.5,13.1,37.1,36.4,92.9
2025-03-14 03:00:00Z,,16.8,11.1,36.7,30.5,83.4
2025-03-14 04:00:00Z,,23.5,12.4,37.3,33.9,89.5
2025-03-14 05:00:00Z,,25.2,11.5,48.2,59.5,139.4
2025-03-14 06:00:00Z,,29.3,18.1,48.6,73.0,160.5
2025-03-14 07:00:00Z,,51.2,17.4,60.9,127.5,256.2
2025-03-14 08:00:00Z,,39.1,18.2,49.3,72.9,161.1
2025-03-14 09:00:00Z,,42.6,23.2,44.8,81.5,169.2
2025-03-14 10:00:00Z,,41.2,21.3,41.6,72.2,152.1
2025-03-14 11:00:00Z,,38.5,19.5,46.2,51.0,124.4
2025-03-14 12:00:00Z,,36.3,18.7,49.9,57.1,137.4
2025-03-14 13:00:00Z,,23.1,18.0,58.3,61.3,152.3
2025-03-14 14:00:00Z,,26.7,17.5,60.3,70.6,168.6
2025-03-14 15:00:00Z,,26.3,15.6,60.7,65.2,160.8
2025-03-14 16:00:00Z,,38.5,15.0,63.6,62.5,159.5
2025-03-14 17:00:00Z,,25.0,12.4,57.4,56.9,143.9
2025-03-14 18:00:00Z,,26.4,13.2,61.7,49.8,138.0
2025-03-14 19:00:00Z,,28.7,17.5,67.1,45.8,137.3
2025-03-14 20:00:00Z,,35.6,17.5,79.9,70.2,187.5
2025-03-14 21:00:00Z,,35.4,22.5,76.9,64.3,175.4
2025-03-14 22:00:00Z,,34.3,22.7,63.7,51.6,142.8
2025-03-14 23:00:00Z,,23.5,17.0,51.3,32.6,101.4
2025-03-15 00:00:00Z,,24.7,12.1,43.5,25.5,82.7
2025-03-15 01:00:00Z,,25.6,11.2,37.6,19.1,67.0
2025-03-15 02:00:00Z,,19.6,15.4,28.8,12.6,48.2
2025-03-15 03:00:00Z,,22.4,11.3,21.6,8.8,35.2
2025-03-15 04:00:00Z,,21.5,13.6,22.0,11.0,38.9
2025-03-15 05:00:00Z,,27.4,16.6,26.0,15.0,48.9
2025-03-15 06:00:00Z,,25.7,16.1,31.6,22.0,65.4
2025-03-15 07:00:00Z,,30.8,15.8,32.2,25.5,71.3
2025-03-15 08:00:00Z,,38.1,24.7,32.3,27.1,73.8
2025-03-15 09:00:00Z,,22.6,15.4,32.6,32.0,81.6
2025-03-15 10:00:00Z,,28.3,14.7,27.1,28.2,70.3
2025-03-15 11:00:00Z,,28.1,12.2,29.7,32.6,79.7
2025-03-15 12:00:00Z,,22.5,13.0,30.5,34.2,82.9
2025-03-15 13:00:00Z,,21.4,17.1,30.8,33.9,82.6
2025-03-15 14:00:00Z,,28.1,11.0,34.3,38.4,93.2
2025-03-15 15:00:00Z,,29.0,14.4,39.3,37.0,95.4
2025-03-15 16:00:00Z,,28.7,17.4,41.3,36.8,97.6
2025-03-15 17:00:00Z,,27.4,16.1,41.4,32.2,90.9
2025-03-15 18:00:00Z,,30.1,20.8,43.2,32.6,93.1
2025-03-15 19:00:00Z,,21.3,17.3,41.0,27.5,83.2
2025-03-15 20:00:00Z,,25.9,19.0,37.1,24.6,74.9
2025-03-15 21:00:00Z,,24.4,16.8,39.5,23.8,75.9
2025-03-15 22:00:00Z,,20.0,14.7,39.8,28.2,82.9
2025-03-15 23:00:00Z,,23.6,18.6,40.3,36.9,96.8
2025-03-16 00:00:00Z,,17.6,15.9,37.3,33.1,88.0
2025-03-16 01:00:00Z,,32.1,18.4,31.0,17.1,57.1
2025-03-16 02:00:00Z,,19.7,16.6,27.8,14.4,49.8
2025-03-16 03:00:00Z,,23.6,19.8,22.8,10.9,39.5
2025-03-16 04:00:00Z,,27.5,16.6,21.3,8.7,34.6
2025-03-16 05:00:00Z,,22.9,19.2,23.2,12.5,42.4
2025-03-16 06:00:00Z,,26.4,23.3,26.0,15.3,49.5
2025-03-16 07:00:00Z,,29.4,26.4,27.6,18.4,55.7
2025-03-16 08:00:00Z,,29.5,25.0,27.8,22.6,62.5
2025-03-16 09:00:00Z,,29.1,20.6,25.2,21.2,57.7
2025-03-16 10:00:00Z,,30.9,20.7,24.1,25.6,63.3
2025-03-16 11:00:00Z,,32.4,21.4,24.9,29.3,69.8
2025-03-16 12:00:00Z,,30.0,20.7,25.3,29.9,71.1
2025-03-16 13:00:00Z,,29.3,20.6,30.7,29.2,75.4
2025-03-16 14:00:00Z,,31.5,24.1,38.2,33.6,89.6
2025-03-16 15:00:00Z,,25.8,22.9,41.5,34.2,93.8
2025-03-16 16:00:00Z,,34.1,23.0,42.7,28.4,86.2
2025-03-16 17:00:00Z,,30.3,21.4,52.2,36.4,108.0
2025-03-16 18:00:00Z,,35.9,25.3,61.4,44.1,128.9
2025-03-16 19:00:00Z,,30.1,24.4,53.7,30.5,100.5
2025-03-16 20:00:00Z,,29.3,19.9,54.7,30.2,101.0
2025-03-16 21:00:00Z,,33.0,20.9,60.1,36.8,116.5
2025-03-16 22:00:00Z,,35.9,22.2,60.1,37.6,117.8
2025-03-16 23:00:00Z,,53.5,42.3,59.4,33.2,110.2
2025-03-17 00:00:00Z,,32.4,18.7,49.6,24.6,87.4
2025-03-17 01:00:00Z,,25.0,16.6,36.7,13.1,56.9
2025-03-17 02:00:00Z,,19.1,22.0,27.9,7.5,39.4
2025-03-17 03:00:00Z,,22.9,19.2,24.9,8.7,38.3
2025-03-17 04:00:00Z,,23.2,15.1,28.6,15.3,52.0
2025-03-17 05:00:00Z,,24.1,16.8,46.7,36.8,103.2
2025-03-17 06:00:00Z,,30.3,21.4,60.8,69.5,167.3
2025-03-17 07:00:00Z,,41.1,21.6,62.9,97.4,212.2
2025-03-17 08:00:00Z,,38.6,22.7,56.0,82.7,182.8
2025-03-17 09:00:00Z,,38.9,16.6,52.7,79.9,175.1
2025-03-17 10:00:00Z,,41.8,18.5,50.3,72.7,161.9
2025-03-17 11:00:00Z,,42.6,15.4,46.7,56.0,132.5
2025-03-17 12:00:00Z,,36.6,15.9,45.7,49.0,120.8
2025-03-17 13:00:00Z,,33.5,13.3,40.6,40.1,102.1
2025-03-17 14:00:00Z,,31.1,16.5,44.0,36.2,99.5
2025-03-17 15:00:00Z,,31.8,18.8,46.6,39.9,107.7
2025-03-17 16:00:00Z,,26.7,16.4,50.2,37.7,107.9
2025-03-17 17:00:00Z,,26.1,10.7,46.8,31.0,94.2
2025-03-17 18:00:00Z,,22.8,13.6,56.0,35.0,109.6
2025-03-17 19:00:00Z,,27.2,9.8,54.3,23.5,90.3
2025-03-17 20:00:00Z,,26.4,11.5,56.9,27.5,99.0
2025-03-17 21:00:00Z,,22.2,10.4,51.9,26.3,92.2
2025-03-17 22:00:00Z,,13.7,10.0,33.2,11.2,50.4
2025-03-17 23:00:00Z,,15.4,11.9,37.5,16.4,62.7
2025-03-18 00:00:00Z,,20.2,11.5,37.9,19.6,67.9
2025-03-18 01:00:00Z,,17.7,12.9,31.9,13.7,52.8
2025-03-18 02:00:00Z,,17.7,12.5,33.3,18.6,61.9
2025-03-18 03:00:00Z,,15.0,9.6,30.6,16.1,55.3
2025-03-18 04:00:00Z,,15.5,6.7,30.5,13.6,51.2
2025-03-18 05:00:00Z,,27.3,10.8,51.2,38.6,110.4
2025-03-18 06:00:00Z,,27.7,13.9,68.1,65.0,167.8
2025-03-18 07:00:00Z,,32.2,10.1,67.5,72.8,179.0
2025-03-18 08:00:00Z,,36.0,14.2,55.7,72.6,167.0
2025-03-18 09:00:00Z,,36.3,8.2,42.3,54.1,125.2
2025-03-18 10:00:00Z,,33.4,8.5,32.5,35.5,87.0
2025-03-18 11:00:00Z,,26.4,9.2,28.3,25.9,68.0
2025-03-18 12:00:00Z,,28.2,8.4,29.7,28.6,73.5
2025-03-18 13:00:00Z,,23.3,12.5,31.7,30.6,78.6
2025-03-18 14:00:00Z,,33.5,10.1,30.5,26.9,72.0
2025-03-18 15:00:00Z,,30.9,12.3,34.3,28.7,78.5
2025-03-18 16:00:00Z,,32.0,14.0,40.5,30.5,87.3
2025-03-18 17:00:00Z,,32.4,16.5,42.8,27.6,85.1
2025-03-18 18:00:00Z,,30.0,14.7,50.7,21.3,83.0
2025-03-18 19:00:00Z,,43.1,22.4,72.9,43.3,139.6
2025-03-18 20:00:00Z,,59.6,29.2,89.4,71.2,199.5
2025-03-18 21:00:00Z,,48.9,26.4,86.0,70.0,193.0
2025-03-18 22:00:00Z,,43.7,26.6,77.5,59.2,168.6
2025-03-18 23:00:00Z,,46.2,24.7,73.0,36.1,127.7
2025-03-19 00:00:00Z,,41.6,23.1,68.0,39.0,128.2
2025-03-19 01:00:00Z,,34.8,21.4,62.3,24.4,99.9
2025-03-19 02:00:00Z,,27.8,16.9,56.1,23.3,91.5
2025-03-19 03:00:00Z,,17.4,15.0,37.9,23.9,74.5
2025-03-19 04:00:00Z,,27.9,16.9,45.4,36.0,100.8
2025-03-19 05:00:00Z,,43.8,13.7,61.3,67.3,164.4
2025-03-19 06:00:00Z,,86.2,18.4,83.7,155.5,320.8
2025-03-19 07:00:00Z,,72.9,21.8,83.5,176.5,353.6
2025-03-19 08:00:00Z,,59.4,18.0,78.9,139.6,293.6
2025-03-19 09:00:00Z,,57.3,17.3,70.1,119.4,253.8
2025-03-19 10:00:00Z,,64.7,18.9,59.9,81.9,185.5
2025-03-19 11:00:00Z,,50.9,11.8,60.7,77.3,179.2
2025-03-19 12:00:00Z,,32.6,10.9,48.0,60.5,140.5
2025-03-19 13:00:00Z,,30.8,12.2,47.7,47.7,120.9
2025-03-19 14:00:00Z,,24.8,8.0,41.5,38.4,100.3
2025-03-19 15:00:00Z,,25.0,5.5,44.9,32.1,94.0
2025-03-19 16:00:00Z,,34.4,7.3,56.6,45.9,127.0
2025-03-19 17:00:00Z,,26.1,8.2,52.3,33.3,103.4
2025-03-19 18:00:00Z,,31.9,7.2,60.7,35.5,115.1
2025-03-19 19:00:00Z,,30.8,7.3,73.3,43.7,140.3
2025-03-19 20:00:00Z,,38.7,14.8,84.3,58.6,174.1
2025-03-19 21:00:00Z,,42.9,13.0,86.6,72.6,197.8
2025-03-19 22:00:00Z,,36.0,19.1,90.4,58.9,180.7
2025-03-19 23:00:00Z,,56.3,19.7,94.9,63.4,192.2
2025-03-20 00:00:00Z,,56.3,26.9,87.7,78.6,208.2
2025-03-20 01:00:00Z,,55.3,25.8,76.6,86.0,208.5
2025-03-20 02:00:00Z,,48.0,30.7,72.7,39.6,133.4
2025-03-20 03:00:00Z,,35.8,20.4,65.4,32.3,114.9
2025-03-20 04:00:00Z,,30.5,15.2,62.9,36.7,119.1
2025-03-20 05:00:00Z,,51.0,18.0,70.0,107.0,233.9
2025-03-20 06:00:00Z,,96.2,30.5,88.0,247.3,467.0
2025-03-20 07:00:00Z,,111.8,28.1,89.2,283.0,523.1
2025-03-20 08:00:00Z,,75.2,16.2,77.3,187.4,364.4
2025-03-20 09:00:00Z,,63.5,12.7,73.1,144.3,294.3
2025-03-20 10:00:00Z,,45.2,8.6,61.6,91.7,202.2
2025-03-20 11:00:00Z,,28.6,7.1,53.1,68.1,157.4
2025-03-20 12:00:00Z,,31.9,6.3,44.9,51.0,123.0
2025-03-20 13:00:00Z,,,,45.1,47.9,118.6
2025-03-20 14:00:00Z,,,,43.8,38.7,103.1
2025-03-20 15:00:00Z,,42.8,6.6,53.5,49.2,128.9
2025-03-20 16:00:00Z,,27.8,9.4,50.0,32.3,99.4
2025-03-20 17:00:00Z,,28.3,8.2,54.5,34.8,107.8
2025-03-20 18:00:00Z,,32.0,5.8,54.1,25.8,93.5
2025-03-20 19:00:00Z,,30.7,10.8,68.6,27.6,110.9
2025-03-20 20:00:00Z,,28.1,13.6,69.6,27.9,112.3
2025-03-20 21:00:00Z,,32.9,16.0,69.4,20.7,101.2
2025-03-20 22:00:00Z,,56.5,22.0,86.0,56.3,172.4
2025-03-20 23:00:00Z,,48.3,15.2,79.6,47.3,152.1
2025-03-21 00:00:00Z,,44.1,20.0,69.4,41.5,132.9
2025-03-21 01:00:00Z,,42.9,17.7,68.7,43.3,135.0
2025-03-21 02:00:00Z,,36.2,10.1,60.9,20.5,92.3
2025-03-21 03:00:00Z,,24.6,9.4,37.7,16.4,62.9
2025-03-21 04:00:00Z,,27.4,14.0,37.5,18.7,65.9
2025-03-21 05:00:00Z,,28.2,9.8,44.1,26.7,85.0
2025-03-21 06:00:00Z,,36.5,13.5,58.4,46.6,129.7
2025-03-21 07:00:00Z,,45.2,9.2,58.7,40.2,120.3
2025-03-21 08:00:00Z,,49.9,14.1,56.2,39.4,116.5
2025-03-21 09:00:00Z,,57.0,13.2,50.7,43.3,117.0
2025-03-21 10:00:00Z,,74.3,14.8,44.5,42.7,110.0
2025-03-21 11:00:00Z,,75.7,15.1,41.2,32.9,91.6
2025-03-21 12:00:00Z,,68.8,15.2,41.8,34.5,94.7
2025-03-21 13:00:00Z,,62.0,11.7,37.8,26.8,78.8
