,A1:CO,A1:PM10,A1:PM25,A1:NO2,A1:NO,A1:NOX
,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis,Autoroute A1 - Saint-Denis
,A1,A1,A1,A1,A1,A1
,Monoxyde de carbone,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,CO,PM10,PM25,NO2,NO,NOX
,mg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-11 01:00:00Z,,22.0,8.4,47.4,13.0,67.4
2025-05-11 02:00:00Z,,19.2,6.5,39.5,7.8,51.4
2025-05-11 03:00:00Z,,15.9,5.8,26.4,4.4,33.0
2025-05-11 04:00:00Z,,24.1,8.4,43.4,11.2,60.6
2025-05-11 05:00:00Z,,25.9,10.9,55.2,19.4,85.0
2025-05-11 06:00:00Z,,17.0,10.5,34.6,17.2,61.0
2025-05-11 07:00:00Z,,20.3,8.8,26.9,20.9,58.6
2025-05-11 08:00:00Z,,22.5,7.6,23.9,14.5,46.1
2025-05-11 09:00:00Z,,27.5,5.5,26.5,20.2,57.4
2025-05-11 10:00:00Z,,20.2,4.4,27.2,19.0,56.3
2025-05-11 11:00:00Z,,18.1,3.2,26.2,16.0,50.6
2025-05-11 12:00:00Z,,22.0,8.1,23.3,14.9,46.2
2025-05-11 13:00:00Z,,18.9,7.1,26.0,14.5,48.2
2025-05-11 14:00:00Z,,17.3,7.4,27.0,13.4,47.5
2025-05-11 15:00:00Z,,20.4,5.0,30.0,14.9,52.9
2025-05-11 16:00:00Z,,19.5,5.1,30.8,15.5,54.4
2025-05-11 17:00:00Z,,21.3,6.8,37.1,18.4,65.4
2025-05-11 18:00:00Z,,32.6,9.7,38.9,39.6,100.1
2025-05-11 19:00:00Z,,37.1,13.1,44.2,58.3,132.9
2025-05-11 20:00:00Z,,,9.5,26.8,22.1,60.6
2025-05-11 21:00:00Z,,21.4,8.7,48.6,42.3,113.3
2025-05-11 22:00:00Z,,23.6,9.0,52.3,49.3,127.7
2025-05-11 23:00:00Z,,12.4,5.1,32.3,29.5,76.4
2025-05-12 00:00:00Z,,7.7,5.2,18.7,18.2,46.5
2025-05-12 01:00:00Z,,7.3,6.7,13.3,7.0,24.0
2025-05-12 02:00:00Z,,8.7,8.2,20.0,18.3,47.2
2025-05-12 03:00:00Z,,10.4,6.1,24.5,29.8,70.0
2025-05-12 04:00:00Z,,15.4,9.8,46.4,78.5,165.6
2025-05-12 05:00:00Z,,30.7,12.5,66.2,119.1,248.5
2025-05-12 06:00:00Z,,25.5,13.5,58.1,115.7,229.7
2025-05-12 07:00:00Z,,42.3,13.2,58.4,98.6,210.0
2025-05-12 08:00:00Z,,52.1,18.2,62.6,99.6,214.2
2025-05-12 09:00:00Z,,47.8,15.1,53.9,65.5,155.2
2025-05-12 10:00:00Z,,38.2,14.5,50.1,56.2,136.3
2025-05-12 11:00:00Z,,36.9,9.5,42.9,40.4,105.9
2025-05-12 12:00:00Z,,32.1,11.5,40.7,32.5,90.5
2025-05-12 13:00:00Z,,42.1,14.0,45.2,37.8,104.4
2025-05-12 14:00:00Z,,37.1,7.7,36.2,40.1,97.0
2025-05-12 15:00:00Z,,23.0,5.9,44.4,32.0,93.4
2025-05-12 16:00:00Z,,27.5,8.2,47.7,26.4,88.1
2025-05-12 17:00:00Z,,20.4,6.9,45.1,19.3,74.7
2025-05-12 18:00:00Z,,24.9,8.3,49.9,24.1,86.9
2025-05-12 19:00:00Z,,17.5,6.9,51.7,18.7,80.4
2025-05-12 20:00:00Z,,28.8,6.3,53.0,15.3,76.4
2025-05-12 21:00:00Z,,23.5,8.3,46.9,15.3,70.4
2025-05-12 22:00:00Z,,20.3,10.6,45.4,19.8,75.8
2025-05-12 23:00:00Z,,20.6,8.1,44.6,21.9,78.2
2025-05-13 00:00:00Z,,19.6,10.8,50.3,11.6,68.1
2025-05-13 01:00:00Z,,22.8,12.2,48.6,24.9,86.6
2025-05-13 02:00:00Z,,20.7,10.5,45.0,29.5,90.1
2025-05-13 03:00:00Z,,17.8,11.0,41.6,30.1,87.7
2025-05-13 04:00:00Z,,23.7,10.1,44.6,87.5,178.7
2025-05-13 05:00:00Z,,34.8,16.1,53.4,118.3,234.7
2025-05-13 06:00:00Z,,47.1,18.2,55.1,152.4,288.7
2025-05-13 07:00:00Z,,48.0,18.9,59.2,157.1,300.0
2025-05-13 08:00:00Z,,61.1,20.4,61.7,123.2,250.6
2025-05-13 09:00:00Z,,55.8,14.3,65.2,99.0,216.9
2025-05-13 10:00:00Z,,33.6,10.1,51.6,49.0,126.8
2025-05-13 11:00:00Z,,36.1,10.9,58.3,67.4,161.8
2025-05-13 12:00:00Z,,26.9,8.1,50.8,37.9,109.0
2025-05-13 13:00:00Z,,28.7,7.8,48.2,42.0,112.4
2025-05-13 14:00:00Z,,23.6,7.3,59.0,35.4,113.2
2025-05-13 15:00:00Z,,32.9,6.5,52.1,28.3,95.5
2025-05-13 16:00:00Z,,45.8,11.0,59.4,27.8,102.0
2025-05-13 17:00:00Z,,17.6,8.3,50.5,19.2,79.9
2025-05-13 18:00:00Z,,35.5,12.0,72.8,71.9,182.9
2025-05-13 19:00:00Z,,21.9,10.5,74.5,62.9,170.9
2025-05-13 20:00:00Z,,24.4,11.2,56.0,28.7,99.9
2025-05-13 21:00:00Z,,17.5,10.5,43.7,28.0,86.6
2025-05-13 22:00:00Z,,26.2,10.0,44.7,22.2,78.8
2025-05-13 23:00:00Z,,25.1,12.6,41.6,21.1,73.9
2025-05-14 00:00:00Z,,46.5,12.4,47.6,24.9,85.9
2025-05-14 01:00:00Z,,24.1,16.2,45.2,30.7,92.3
2025-05-14 02:00:00Z,,19.2,13.8,35.0,31.6,83.4
2025-05-14 03:00:00Z,,27.1,19.1,39.6,37.4,97.0
2025-05-14 04:00:00Z,,31.2,17.7,44.0,55.8,129.5
2025-05-14 05:00:00Z,,,27.8,55.2,144.9,277.3
2025-05-14 06:00:00Z,,,28.1,63.5,190.2,355.1
2025-05-14 07:00:00Z,,,22.0,62.9,110.5,232.3
2025-05-14 08:00:00Z,,,18.0,57.5,73.8,170.6
2025-05-14 09:00:00Z,,,20.3,60.9,76.7,178.6
2025-05-14 10:00:00Z,,,16.9,48.6,49.2,123.8
2025-05-14 11:00:00Z,,36.4,14.3,49.7,30.3,96.1
2025-05-14 12:00:00Z,,32.1,13.6,47.5,25.1,86.0
2025-05-14 13:00:00Z,,35.4,9.7,52.2,24.3,89.5
2025-05-14 14:00:00Z,,35.7,8.0,64.0,24.3,101.2
2025-05-14 15:00:00Z,,36.4,11.2,64.9,25.8,104.4
2025-05-14 16:00:00Z,,31.8,11.4,66.1,26.0,106.0
2025-05-14 17:00:00Z,,39.4,15.0,63.4,24.2,100.4
2025-05-14 18:00:00Z,,38.8,14.1,53.0,13.8,74.2
2025-05-14 19:00:00Z,,37.3,16.5,64.0,15.2,87.1
2025-05-14 20:00:00Z,,40.3,16.0,61.0,16.7,86.6
2025-05-14 21:00:00Z,,40.6,12.1,34.6,9.5,49.1
2025-05-14 22:00:00Z,,31.0,10.9,22.4,4.4,29.1
2025-05-14 23:00:00Z,,21.1,9.1,22.6,7.9,34.7
2025-05-15 00:00:00Z,,22.1,8.6,18.1,6.9,28.7
2025-05-15 01:00:00Z,,19.2,7.9,13.2,3.2,18.1
2025-05-15 02:00:00Z,,20.3,7.9,12.6,5.8,21.3
2025-05-15 03:00:00Z,,19.8,12.6,12.6,5.9,21.4
2025-05-15 04:00:00Z,,29.2,10.3,32.0,21.1,64.3
2025-05-15 05:00:00Z,,36.2,18.9,45.0,40.4,106.8
2025-05-15 06:00:00Z,,42.3,12.2,50.7,49.5,126.5
2025-05-15 07:00:00Z,,39.2,15.3,39.0,37.2,96.0
2025-05-15 08:00:00Z,,58.8,16.9,38.1,37.0,94.9
2025-05-15 09:00:00Z,,58.3,16.0,34.2,32.4,83.9
2025-05-15 10:00:00Z,,48.2,12.4,34.0,34.5,86.7
2025-05-15 11:00:00Z,,37.9,18.5,33.9,29.2,78.6
2025-05-15 12:00:00Z,,45.1,14.7,35.5,37.6,92.4
2025-05-15 13:00:00Z,,43.1,13.6,37.1,29.1,81.7
2025-05-15 14:00:00Z,,44.2,12.5,33.7,27.3,75.5
2025-05-15 15:00:00Z,,39.2,10.6,33.9,33.5,85.4
2025-05-15 16:00:00Z,,39.8,8.4,33.9,31.8,82.5
2025-05-15 17:00:00Z,,31.6,10.3,35.0,26.1,75.0
2025-05-15 18:00:00Z,,36.1,10.9,34.6,25.4,73.6
2025-05-15 19:00:00Z,,34.7,15.9,40.2,25.7,79.7
2025-05-15 20:00:00Z,,39.5,13.5,38.2,23.1,73.6
2025-05-15 21:00:00Z,,34.9,10.2,29.9,20.4,61.2
2025-05-15 22:00:00Z,,28.1,13.9,21.6,11.2,38.8
2025-05-15 23:00:00Z,,31.9,16.0,18.2,8.8,31.6
2025-05-16 00:00:00Z,,35.0,17.2,14.2,6.0,23.4
2025-05-16 01:00:00Z,,28.9,12.1,12.2,2.8,16.6
2025-05-16 02:00:00Z,,25.2,9.0,13.1,4.7,20.1
2025-05-16 03:00:00Z,,25.8,10.0,21.1,8.2,33.8
2025-05-16 04:00:00Z,,36.2,11.1,43.1,28.4,86.5
2025-05-16 05:00:00Z,,38.3,12.4,59.8,64.1,158.0
2025-05-16 06:00:00Z,,45.2,10.3,55.4,68.3,160.0
2025-05-16 07:00:00Z,,42.3,11.4,43.6,47.5,116.3
2025-05-16 08:00:00Z,,39.0,12.9,40.3,49.4,116.1
2025-05-16 09:00:00Z,,38.2,8.3,36.0,47.3,108.5
2025-05-16 10:00:00Z,,37.1,7.6,36.7,44.7,105.3
2025-05-16 11:00:00Z,,39.8,9.5,37.6,41.0,100.4
2025-05-16 12:00:00Z,,41.9,8.7,37.8,39.8,98.0
2025-05-16 13:00:00Z,,41.5,8.6,40.8,28.9,85.2
2025-05-16 14:00:00Z,,36.6,7.2,42.1,33.2,93.0
2025-05-16 15:00:00Z,,29.9,6.6,43.7,33.2,94.6
2025-05-16 16:00:00Z,,43.0,5.3,44.2,32.2,93.5
2025-05-16 17:00:00Z,,36.4,6.6,41.5,26.8,82.6
2025-05-16 18:00:00Z,,29.6,11.6,41.3,27.9,84.1
2025-05-16 19:00:00Z,,32.7,10.2,42.6,28.0,85.6
2025-05-16 20:00:00Z,,43.0,12.5,42.8,26.3,83.1
2025-05-16 21:00:00Z,,40.8,15.7,38.2,22.2,72.2
2025-05-16 22:00:00Z,,35.7,14.5,34.4,16.0,59.0
2025-05-16 23:00:00Z,,33.4,12.6,30.3,12.8,49.9
2025-05-17 00:00:00Z,,26.4,13.9,25.1,12.8,44.7
2025-05-17 01:00:00Z,,22.5,13.0,21.3,9.3,35.5
2025-05-17 02:00:00Z,,21.1,11.2,15.7,4.8,23.2
2025-05-17 03:00:00Z,,22.9,11.8,17.0,7.3,28.2
2025-05-17 04:00:00Z,,19.1,8.0,25.6,13.1,45.7
2025-05-17 05:00:00Z,,24.2,8.2,39.5,19.2,69.1
2025-05-17 06:00:00Z,,23.0,10.8,42.3,23.3,77.4
2025-05-17 07:00:00Z,,28.1,10.3,47.1,24.2,83.8
2025-05-17 08:00:00Z,,29.5,10.2,50.5,29.3,94.9
2025-05-17 09:00:00Z,,34.8,10.2,46.8,28.9,90.1
2025-05-17 10:00:00Z,,29.8,13.0,39.6,28.5,83.5
2025-05-17 11:00:00Z,,38.0,12.8,36.4,24.9,74.6
2025-05-17 12:00:00Z,,33.1,14.0,41.8,31.4,90.0
2025-05-17 13:00:00Z,,38.4,14.2,38.2,28.1,80.5
2025-05-17 14:00:00Z,,36.9,16.0,36.7,28.7,80.9
2025-05-17 15:00:00Z,,44.4,17.1,41.7,29.0,85.4
2025-05-17 16:00:00Z,,37.7,14.1,49.2,28.2,92.9
2025-05-17 17:00:00Z,,28.1,9.4,53.2,28.2,96.5
2025-05-17 18:00:00Z,,30.4,11.4,58.1,30.8,105.3
2025-05-17 19:00:00Z,,30.6,13.8,74.1,31.3,120.4
2025-05-17 20:00:00Z,,31.6,12.8,51.8,21.5,84.4
2025-05-17 21:00:00Z,,43.9,17.4,64.2,25.5,103.3
2025-05-17 22:00:00Z,,32.8,14.5,55.1,23.6,91.3
2025-05-17 23:00:00Z,,35.2,13.6,62.4,30.7,109.4
2025-05-18 00:00:00Z,,31.3,15.8,51.9,19.6,82.0
2025-05-18 01:00:00Z,,19.4,7.6,32.6,15.4,56.3
2025-05-18 02:00:00Z,,29.7,9.8,43.3,19.8,73.6
2025-05-18 03:00:00Z,,17.1,8.3,23.2,6.9,33.8
2025-05-18 04:00:00Z,,18.8,9.4,35.9,17.1,61.9
2025-05-18 05:00:00Z,,27.7,11.1,36.3,19.6,66.3
2025-05-18 06:00:00Z,,26.5,14.2,32.8,25.9,72.5
2025-05-18 07:00:00Z,,25.8,13.5,36.5,24.5,74.1
2025-05-18 08:00:00Z,,22.7,13.8,33.9,23.1,69.3
2025-05-18 09:00:00Z,,32.1,12.5,29.4,19.1,58.5
2025-05-18 10:00:00Z,,39.7,16.2,27.4,21.9,60.9
2025-05-18 11:00:00Z,,32.1,13.3,24.0,20.3,55.1
2025-05-18 12:00:00Z,,27.2,13.2,25.2,24.5,62.8
2025-05-18 13:00:00Z,,28.4,12.8,30.9,22.7,65.6
2025-05-18 14:00:00Z,,27.9,10.8,31.5,28.5,75.2
2025-05-18 15:00:00Z,,24.8,10.0,34.1,21.2,66.7
2025-05-18 16:00:00Z,,22.5,11.0,33.3,18.9,62.2
2025-05-18 17:00:00Z,,19.9,11.6,38.6,24.2,75.7
2025-05-18 18:00:00Z,,24.7,7.5,43.0,23.6,79.2
2025-05-18 19:00:00Z,,28.0,8.3,56.9,24.2,93.9
2025-05-18 20:00:00Z,,40.2,13.1,54.6,20.5,86.0
2025-05-18 21:00:00Z,,33.2,10.8,52.7,20.2,83.7
2025-05-18 22:00:00Z,,28.5,7.7,52.7,16.9,78.5
2025-05-18 23:00:00Z,,26.6,14.5,50.9,13.6,71.7
2025-05-19 00:00:00Z,,33.2,18.2,45.2,8.9,58.9
2025-05-19 01:00:00Z,,22.9,10.8,33.4,5.1,41.2
2025-05-19 02:00:00Z,,23.3,14.0,25.1,5.9,34.2
2025-05-19 03:00:00Z,,20.4,12.2,28.7,8.3,41.3
2025-05-19 04:00:00Z,,33.9,16.2,45.2,23.7,81.6
2025-05-19 05:00:00Z,,34.4,12.1,70.1,60.4,162.9
2025-05-19 06:00:00Z,,37.5,14.3,64.5,79.4,186.1
2025-05-19 07:00:00Z,,36.1,11.5,55.7,64.1,154.2
2025-05-19 08:00:00Z,,39.0,9.0,48.0,49.2,123.4
2025-05-19 09:00:00Z,,40.1,10.1,45.9,50.3,123.0
2025-05-19 10:00:00Z,,37.3,10.4,41.0,33.6,91.9
2025-05-19 11:00:00Z,,34.4,10.9,37.3,25.9,77.0
2025-05-19 12:00:00Z,,48.7,10.9,40.9,27.4,82.8
2025-05-19 13:00:00Z,,28.0,11.2,48.1,30.9,95.4
2025-05-19 14:00:00Z,,31.4,8.3,44.6,28.9,88.8
2025-05-19 15:00:00Z,,30.6,6.3,47.0,25.4,85.8
2025-05-19 16:00:00Z,,24.5,7.7,49.2,27.9,91.9
2025-05-19 17:00:00Z,,25.4,9.2,52.3,24.5,89.7
2025-05-19 18:00:00Z,,22.1,7.3,57.5,21.2,89.9
2025-05-19 19:00:00Z,,26.1,6.7,60.5,19.3,89.9
2025-05-19 20:00:00Z,,28.8,10.9,75.6,23.1,111.2
2025-05-19 21:00:00Z,,33.5,13.0,81.7,22.7,116.5
2025-05-19 22:00:00Z,,33.6,10.0,83.6,25.0,122.0
2025-05-19 23:00:00Z,,35.2,11.5,69.4,18.0,97.0
2025-05-20 00:00:00Z,,28.2,14.0,46.1,10.8,62.7
2025-05-20 01:00:00Z,,25.7,13.6,33.2,7.3,44.5
2025-05-20 02:00:00Z,,24.3,10.6,33.3,7.6,44.9
2025-05-20 03:00:00Z,,29.0,10.1,46.1,14.6,68.5
2025-05-20 04:00:00Z,,29.5,9.1,53.9,28.8,98.1
2025-05-20 05:00:00Z,,34.6,9.1,63.1,55.3,147.9
2025-05-20 06:00:00Z,,41.0,14.6,66.3,80.0,189.0
2025-05-20 07:00:00Z,,48.1,14.9,56.2,78.8,176.9
2025-05-20 08:00:00Z,,59.8,12.3,57.0,62.7,153.2
2025-05-20 09:00:00Z,,,,53.0,61.8,147.7
2025-05-20 10:00:00Z,,,,,,
2025-05-20 11:00:00Z,,,7.2,,,
2025-05-20 12:00:00Z,,44.0,7.2,50.4,35.3,104.5
2025-05-20 13:00:00Z,,35.2,9.0,55.2,33.9,107.2
2025-05-20 14:00:00Z,,43.8,6.4,45.7,28.8,89.8
2025-05-20 15:00:00Z,,35.8,6.6,50.1,32.6,100.0
2025-05-20 16:00:00Z,,28.8,9.4,59.4,38.1,117.8
2025-05-20 17:00:00Z,,27.4,9.8,57.0,27.3,98.9
2025-05-20 18:00:00Z,,23.1,11.3,54.8,28.2,98.2
2025-05-20 19:00:00Z,,26.7,14.2,56.5,19.0,85.7
2025-05-20 20:00:00Z,,45.3,16.1,66.6,19.1,95.9
2025-05-20 21:00:00Z,,41.7,9.8,50.1,16.9,75.9
2025-05-20 22:00:00Z,,25.9,9.1,52.5,17.2,78.7
2025-05-20 23:00:00Z,,28.8,8.7,54.0,15.3,77.4
2025-05-21 00:00:00Z,,35.1,9.6,47.7,13.0,67.6
2025-05-21 01:00:00Z,,27.4,8.0,41.0,10.3,56.8
2025-05-21 02:00:00Z,,25.0,8.3,31.2,15.6,55.1
2025-05-21 03:00:00Z,,20.5,7.0,36.6,15.5,60.3
2025-05-21 04:00:00Z,,32.3,8.6,53.4,30.1,99.5
2025-05-21 05:00:00Z,,30.9,8.6,70.2,59.2,160.9
2025-05-21 06:00:00Z,,40.5,14.8,71.9,77.5,190.7
2025-05-21 07:00:00Z,,48.6,13.0,,,
2025-05-21 08:00:00Z,,46.6,11.2,57.9,68.7,163.4
2025-05-21 09:00:00Z,,38.3,10.3,55.4,43.7,122.4
2025-05-21 10:00:00Z,,31.5,6.8,51.3,39.4,111.6
2025-05-21 11:00:00Z,,38.9,10.8,55.4,44.1,122.9
2025-05-21 12:00:00Z,,30.4,7.9,52.6,37.1,109.4
2025-05-21 13:00:00Z,,35.1,8.4,61.6,46.9,133.5
2025-05-21 14:00:00Z,,25.4,8.1,68.0,48.6,142.4
2025-05-21 15:00:00Z,,25.6,10.7,62.5,35.6,117.1
2025-05-21 16:00:00Z,,30.6,14.2,73.7,72.5,184.8
2025-05-21 17:00:00Z,,21.8,16.0,79.6,62.3,175.1
2025-05-21 18:00:00Z,,28.5,10.2,67.4,42.5,132.5
2025-05-21 19:00:00Z,,21.7,11.5,61.7,46.8,133.5
2025-05-21 20:00:00Z,,18.3,9.0,48.2,36.4,103.9
2025-05-21 21:00:00Z,,13.5,8.2,42.7,33.6,94.2
2025-05-21 22:00:00Z,,13.5,8.9,35.7,22.4,70.0
2025-05-21 23:00:00Z,,40.7,7.5,39.1,32.4,88.7
2025-05-22 00:00:00Z,,14.8,8.2,21.2,12.3,40.0
2025-05-22 01:00:00Z,,25.1,9.9,18.0,10.8,34.4
2025-05-22 02:00:00Z,,24.4,10.0,16.3,12.8,35.7
2025-05-22 03:00:00Z,,27.9,8.5,16.4,14.2,38.1
2025-05-22 04:00:00Z,,29.1,11.0,27.7,29.3,72.5
2025-05-22 05:00:00Z,,35.3,12.2,44.6,65.9,145.7
2025-05-22 06:00:00Z,,38.2,10.7,46.5,77.8,165.8
2025-05-22 07:00:00Z,,40.6,13.8,44.2,72.2,155.1
2025-05-22 08:00:00Z,,45.0,11.4,42.9,60.9,136.3
2025-05-22 09:00:00Z,,39.6,8.1,35.6,46.6,107.0
2025-05-22 10:00:00Z,,52.2,7.6,35.2,48.2,108.7
2025-05-22 11:00:00Z,,39.3,11.2,36.5,46.1,107.2
2025-05-22 12:00:00Z,,40.2,10.8,42.9,61.7,137.3
2025-05-22 13:00:00Z,,39.7,6.9,39.0,51.4,117.8
2025-05-22 14:00:00Z,,34.5,8.3,41.2,45.6,111.2
2025-05-22 15:00:00Z,,37.1,9.8,39.4,47.0,111.0
2025-05-22 16:00:00Z,,27.1,9.3,42.0,41.6,105.7
2025-05-22 17:00:00Z,,22.1,5.8,41.0,38.6,100.1
2025-05-22 18:00:00Z,,22.0,6.1,39.7,24.1,76.7
2025-05-22 19:00:00Z,,28.6,6.6,45.8,25.2,84.4
2025-05-22 20:00:00Z,,28.7,6.6,39.9,19.4,69.6
2025-05-22 21:00:00Z,,31.6,8.0,41.1,15.5,65.0
2025-05-22 22:00:00Z,,40.7,22.5,38.1,15.0,61.0
2025-05-22 23:00:00Z,,26.3,11.7,33.0,12.0,51.4
2025-05-23 00:00:00Z,,24.6,8.6,29.0,8.8,42.5
2025-05-23 01:00:00Z,,20.0,7.2,28.4,7.4,39.7
2025-05-23 02:00:00Z,,18.3,5.0,28.4,8.1,40.8
2025-05-23 03:00:00Z,,24.5,5.1,33.3,11.6,51.1
2025-05-23 04:00:00Z,,28.3,5.1,54.2,41.3,117.5
2025-05-23 05:00:00Z,,56.8,12.8,65.6,98.5,216.3
2025-05-23 06:00:00Z,,35.9,10.0,56.2,77.6,175.3
2025-05-23 07:00:00Z,,37.7,7.7,56.9,82.5,183.5
2025-05-23 08:00:00Z,,30.9,5.8,43.3,49.2,118.7
2025-05-23 09:00:00Z,,26.1,7.2,42.8,50.4,120.0
2025-05-23 10:00:00Z,,35.8,7.2,40.7,46.9,112.7
2025-05-23 11:00:00Z,,29.6,8.3,55.9,92.3,198.8
2025-05-23 12:00:00Z,,32.3,6.9,34.9,36.9,91.6
2025-05-23 13:00:00Z,,25.6,4.5,38.2,46.3,110.0
2025-05-23 14:00:00Z,,26.2,6.6,41.9,34.2,93.8
2025-05-23 15:00:00Z,,24.9,5.2,43.4,37.7,100.8
2025-05-23 16:00:00Z,,21.6,7.1,44.7,41.2,108.0
2025-05-23 17:00:00Z,,21.9,8.5,40.2,30.2,85.6
2025-05-23 18:00:00Z,,19.4,7.9,39.0,36.8,95.6
2025-05-23 19:00:00Z,,21.4,10.9,48.8,31.8,97.0
2025-05-23 20:00:00Z,,23.2,9.2,68.8,30.3,114.6
2025-05-23 21:00:00Z,,34.3,9.7,83.5,38.4,142.6
2025-05-23 22:00:00Z,,33.0,13.2,88.9,61.3,182.1
2025-05-23 23:00:00Z,,39.0,15.9,85.5,69.6,192.0
2025-05-24 00:00:00Z,,27.8,12.7,61.4,32.4,111.1
2025-05-24 01:00:00Z,,28.0,8.9,50.6,30.9,97.2
2025-05-24 02:00:00Z,,33.4,11.3,59.7,31.0,107.8
2025-05-24 03:00:00Z,,49.1,25.3,67.9,58.5,157.2
2025-05-24 04:00:00Z,,35.5,16.6,65.0,76.4,182.6
2025-05-24 05:00:00Z,,41.3,15.7,72.4,98.0,222.6
2025-05-24 06:00:00Z,,40.2,14.9,73.6,102.6,231.6
2025-05-24 07:00:00Z,,33.6,12.5,73.2,117.1,252.4
2025-05-24 08:00:00Z,,41.9,19.9,78.4,113.3,253.1
2025-05-24 09:00:00Z,,40.5,14.0,73.0,115.1,248.9
2025-05-24 10:00:00Z,,35.7,11.4,66.2,92.7,208.0
2025-05-24 11:00:00Z,,39.4,13.0,60.7,95.1,206.3
2025-05-24 12:00:00Z,,31.8,10.5,44.4,58.6,134.3
2025-05-24 13:00:00Z,,33.6,9.7,54.0,77.6,172.9
2025-05-24 14:00:00Z,,37.5,9.8,61.5,96.7,209.7
2025-05-24 15:00:00Z,,36.8,12.1,66.9,112.8,239.8
2025-05-24 16:00:00Z,,32.2,11.9,73.5,125.1,265.3
2025-05-24 17:00:00Z,,33.4,12.3,68.9,106.7,232.4
2025-05-24 18:00:00Z,,34.1,12.1,63.7,94.4,208.5
2025-05-24 19:00:00Z,,41.9,17.8,75.4,120.1,259.6
2025-05-24 20:00:00Z,,27.3,14.2,78.3,105.8,240.5
2025-05-24 21:00:00Z,,27.6,14.0,65.5,93.7,209.1
2025-05-24 22:00:00Z,,34.6,13.1,61.0,101.8,217.1
2025-05-24 23:00:00Z,,38.6,11.0,57.5,98.4,208.4
2025-05-25 00:00:00Z,,23.1,9.1,39.0,54.0,121.9
2025-05-25 01:00:00Z,,19.1,10.4,27.4,29.8,73.0
2025-05-25 02:00:00Z,,19.7,9.8,26.9,39.1,86.8
2025-05-25 03:00:00Z,,11.4,5.9,17.8,22.6,52.5
2025-05-25 04:00:00Z,,12.6,2.7,15.3,17.6,42.2
2025-05-25 05:00:00Z,,12.4,2.0,19.5,28.2,62.8
2025-05-25 06:00:00Z,,18.0,4.8,18.4,26.4,58.9
2025-05-25 07:00:00Z,,14.2,5.4,18.4,25.8,57.9
2025-05-25 08:00:00Z,,18.0,6.8,24.0,44.7,92.5
2025-05-25 09:00:00Z,,19.2,9.5,23.0,40.7,85.5
2025-05-25 10:00:00Z,,20.9,7.7,24.7,48.5,99.0
2025-05-25 11:00:00Z,,20.7,5.5,17.7,36.6,73.8
2025-05-25 12:00:00Z,,20.8,5.4,17.5,30.3,63.6
2025-05-25 13:00:00Z,,20.0,6.1,35.5,75.7,151.6
2025-05-25 14:00:00Z,,26.8,9.1,35.2,60.5,127.9
2025-05-25 15:00:00Z,,37.1,6.8,28.8,44.7,97.2
2025-05-25 16:00:00Z,,28.2,7.4,31.2,45.1,100.3
2025-05-25 17:00:00Z,,24.3,4.4,34.7,48.2,108.4
2025-05-25 18:00:00Z,,19.5,6.7,35.1,42.8,100.7
2025-05-25 19:00:00Z,,24.7,8.5,36.9,39.3,97.1
2025-05-25 20:00:00Z,,24.0,7.6,40.4,38.1,98.7
2025-05-25 21:00:00Z,,28.5,6.9,42.6,42.3,107.4
2025-05-25 22:00:00Z,,24.2,6.9,47.6,47.3,120.0
2025-05-25 23:00:00Z,,24.0,8.2,38.7,38.2,97.3
2025-05-26 00:00:00Z,,26.9,9.0,37.1,37.7,94.9
2025-05-26 01:00:00Z,,21.4,7.2,24.3,20.0,55.0
2025-05-26 02:00:00Z,,27.6,5.9,24.8,23.7,61.0
2025-05-26 03:00:00Z,,20.1,6.2,29.7,33.1,80.4
2025-05-26 04:00:00Z,,31.0,7.9,51.3,74.0,164.8
2025-05-26 05:00:00Z,,55.3,15.2,67.0,114.6,242.7
2025-05-26 06:00:00Z,,103.1,20.5,70.5,142.9,289.5
2025-05-26 07:00:00Z,,61.0,10.1,59.5,115.6,236.6
2025-05-26 08:00:00Z,,51.8,11.4,55.2,94.6,200.2
2025-05-26 09:00:00Z,,59.7,12.4,45.9,69.4,152.3
2025-05-26 10:00:00Z,,71.2,11.1,60.0,111.4,230.7
2025-05-26 11:00:00Z,,40.2,11.6,53.8,74.0,166.9
2025-05-26 12:00:00Z,,57.8,8.5,57.0,83.1,184.5
2025-05-26 13:00:00Z,,47.7,8.2,57.9,84.6,187.7
2025-05-26 14:00:00Z,,43.9,9.9,49.4,78.8,170.3
2025-05-26 15:00:00Z,,44.5,10.0,48.3,66.0,149.5
2025-05-26 16:00:00Z,,38.0,9.8,60.5,85.5,191.5
2025-05-26 17:00:00Z,,35.9,13.9,56.0,71.8,166.1
2025-05-26 18:00:00Z,,30.2,12.8,53.3,61.8,148.0
2025-05-26 19:00:00Z,,29.9,10.6,57.1,68.7,162.4
2025-05-26 20:00:00Z,,41.3,12.7,54.4,65.2,154.4
2025-05-26 21:00:00Z,,35.5,12.8,60.1,85.8,191.6
2025-05-26 22:00:00Z,,26.7,11.4,47.3,52.4,127.7
