,BP_EST:PM10,BP_EST:PM25,BP_EST:NO2,BP_EST:NO,BP_EST:NOX
,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est
,BP_EST,BP_EST,BP_EST,BP_EST,BP_EST
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-02-24 23:00:00Z,16.7,9.8,,,
2025-02-25 00:00:00Z,22.0,10.5,,,
2025-02-25 01:00:00Z,21.2,7.5,,,
2025-02-25 02:00:00Z,20.5,8.8,,,
2025-02-25 03:00:00Z,14.8,7.0,,,
2025-02-25 04:00:00Z,28.1,7.9,,,
2025-02-25 05:00:00Z,27.1,9.6,,,
2025-02-25 06:00:00Z,30.1,12.3,,,
2025-02-25 07:00:00Z,30.3,11.9,,,
2025-02-25 08:00:00Z,38.6,14.5,,,
2025-02-25 09:00:00Z,26.0,10.2,,,
2025-02-25 10:00:00Z,19.3,9.9,,,
2025-02-25 11:00:00Z,12.3,9.4,,,
2025-02-25 12:00:00Z,16.6,9.5,,,
2025-02-25 13:00:00Z,14.6,11.4,,,
2025-02-25 14:00:00Z,9.3,6.6,,,
2025-02-25 15:00:00Z,6.9,4.2,,,
2025-02-25 16:00:00Z,8.5,4.7,,,
2025-02-25 17:00:00Z,6.6,2.3,,,
2025-02-25 18:00:00Z,7.7,1.7,,,
2025-02-25 19:00:00Z,7.8,3.6,,,
2025-02-25 20:00:00Z,,7.1,,,
2025-02-25 21:00:00Z,9.0,5.3,,,
2025-02-25 22:00:00Z,16.7,7.7,,,
2025-02-25 23:00:00Z,14.2,8.0,,,
2025-02-26 00:00:00Z,18.3,6.3,,,
2025-02-26 01:00:00Z,17.3,4.3,,,
2025-02-26 02:00:00Z,18.3,7.0,,,
2025-02-26 03:00:00Z,18.4,6.8,,,
2025-02-26 04:00:00Z,12.2,7.3,,,
2025-02-26 05:00:00Z,10.0,6.1,,,
2025-02-26 06:00:00Z,14.9,4.1,,,
2025-02-26 07:00:00Z,18.3,3.2,,,
2025-02-26 08:00:00Z,16.2,7.0,,,
2025-02-26 09:00:00Z,15.5,5.9,,,
2025-02-26 10:00:00Z,26.9,8.4,,,
2025-02-26 11:00:00Z,33.9,9.4,,,
2025-02-26 12:00:00Z,28.5,7.0,,,
2025-02-26 13:00:00Z,21.8,7.6,,,
2025-02-26 14:00:00Z,19.7,4.6,,,
2025-02-26 15:00:00Z,37.3,1.9,,,
2025-02-26 16:00:00Z,27.9,7.9,,,
2025-02-26 17:00:00Z,15.7,10.0,,,
2025-02-26 18:00:00Z,14.5,9.4,,,
2025-02-26 19:00:00Z,11.3,5.2,,,
2025-02-26 20:00:00Z,15.3,5.4,,,
2025-02-26 21:00:00Z,9.2,5.1,,,
2025-02-26 22:00:00Z,8.1,3.5,,,
2025-02-26 23:00:00Z,13.8,5.5,,,
2025-02-27 00:00:00Z,9.1,3.5,,,
2025-02-27 01:00:00Z,6.9,4.4,,,
2025-02-27 02:00:00Z,15.1,6.2,,,
2025-02-27 03:00:00Z,9.1,5.5,,,
2025-02-27 04:00:00Z,9.8,3.7,,,
2025-02-27 05:00:00Z,13.2,4.0,,,
2025-02-27 06:00:00Z,10.1,4.0,,,
2025-02-27 07:00:00Z,11.7,5.8,,,
2025-02-27 08:00:00Z,23.0,9.8,,,
2025-02-27 09:00:00Z,32.5,10.0,,,
2025-02-27 10:00:00Z,20.1,6.2,,,
2025-02-27 11:00:00Z,14.9,7.2,,,
2025-02-27 12:00:00Z,13.3,5.3,,,
2025-02-27 13:00:00Z,15.2,3.2,,,
2025-02-27 14:00:00Z,9.5,3.7,,,
2025-02-27 15:00:00Z,6.5,2.7,,,
2025-02-27 16:00:00Z,5.8,1.4,,,
2025-02-27 17:00:00Z,7.1,1.7,,,
2025-02-27 18:00:00Z,6.5,2.5,,,
2025-02-27 19:00:00Z,15.4,6.5,,,
2025-02-27 20:00:00Z,13.5,7.2,,,
2025-02-27 21:00:00Z,10.4,9.6,,,
2025-02-27 22:00:00Z,10.8,8.1,,,
2025-02-27 23:00:00Z,9.6,7.6,,,
2025-02-28 00:00:00Z,15.4,8.5,,,
2025-02-28 01:00:00Z,31.0,5.9,,,
2025-02-28 02:00:00Z,,5.9,,,
2025-02-28 03:00:00Z,,9.3,,,
2025-02-28 04:00:00Z,16.8,9.3,,,
2025-02-28 05:00:00Z,13.8,10.3,,,
2025-02-28 06:00:00Z,12.7,8.2,,,
2025-02-28 07:00:00Z,18.9,7.1,,,
2025-02-28 08:00:00Z,16.4,6.5,,,
2025-02-28 09:00:00Z,25.8,16.2,,,
2025-02-28 10:00:00Z,30.1,6.6,,,
2025-02-28 11:00:00Z,28.5,10.3,43.1,49.4,118.8
2025-02-28 12:00:00Z,22.1,8.2,36.5,30.0,82.6
2025-02-28 13:00:00Z,23.9,8.3,41.9,32.9,92.4
2025-02-28 14:00:00Z,21.2,16.3,41.7,40.6,103.9
2025-02-28 15:00:00Z,17.9,11.4,39.3,41.3,102.6
2025-02-28 16:00:00Z,16.8,8.5,37.0,22.0,70.6
2025-02-28 17:00:00Z,17.2,7.0,49.4,26.0,89.2
2025-02-28 18:00:00Z,14.6,7.3,40.6,11.6,58.5
2025-02-28 19:00:00Z,14.7,10.0,52.7,12.1,71.3
2025-02-28 20:00:00Z,23.5,15.1,57.5,31.9,106.4
2025-02-28 21:00:00Z,23.1,12.2,61.1,37.8,119.1
2025-02-28 22:00:00Z,30.8,14.7,57.2,33.8,109.1
2025-02-28 23:00:00Z,27.4,18.1,56.4,35.4,110.5
2025-03-01 00:00:00Z,28.9,20.0,54.2,29.9,100.1
2025-03-01 01:00:00Z,31.2,20.2,48.6,21.4,81.3
2025-03-01 02:00:00Z,28.4,13.0,43.5,15.0,66.4
2025-03-01 03:00:00Z,26.4,14.1,38.5,12.9,58.2
2025-03-01 04:00:00Z,27.9,16.7,42.4,21.7,75.7
2025-03-01 05:00:00Z,26.1,20.8,45.7,26.9,87.0
2025-03-01 06:00:00Z,28.0,19.6,49.2,35.3,103.4
2025-03-01 07:00:00Z,32.8,20.6,54.2,48.0,127.8
2025-03-01 08:00:00Z,36.6,22.5,54.0,61.2,147.8
2025-03-01 09:00:00Z,35.7,20.3,45.3,55.6,130.6
2025-03-01 10:00:00Z,32.3,20.5,36.5,43.9,103.8
2025-03-01 11:00:00Z,23.9,11.8,33.6,41.0,96.4
2025-03-01 12:00:00Z,31.6,19.2,34.0,37.2,91.1
2025-03-01 13:00:00Z,25.5,12.1,35.2,34.7,88.6
2025-03-01 14:00:00Z,28.8,17.2,35.9,37.0,92.7
2025-03-01 15:00:00Z,23.4,16.3,35.5,39.0,95.3
2025-03-01 16:00:00Z,27.5,15.6,38.2,36.5,94.1
2025-03-01 17:00:00Z,22.6,13.3,41.7,29.3,86.5
2025-03-01 18:00:00Z,18.1,9.7,48.4,38.9,108.0
2025-03-01 19:00:00Z,20.7,11.3,48.4,31.4,96.5
2025-03-01 20:00:00Z,16.7,13.7,46.6,28.0,89.6
2025-03-01 21:00:00Z,21.5,13.8,46.1,25.6,85.3
2025-03-01 22:00:00Z,21.7,15.3,46.1,27.9,88.9
2025-03-01 23:00:00Z,21.3,18.0,45.6,28.1,88.8
2025-03-02 00:00:00Z,22.1,15.8,40.7,27.7,82.8
2025-03-02 01:00:00Z,24.4,13.9,34.0,16.4,59.0
2025-03-02 02:00:00Z,,14.5,31.2,15.5,54.9
2025-03-02 03:00:00Z,24.6,16.8,26.7,9.6,41.3
2025-03-02 04:00:00Z,28.1,18.7,28.7,12.3,47.6
2025-03-02 05:00:00Z,25.5,24.6,31.5,15.9,55.8
2025-03-02 06:00:00Z,29.5,26.3,34.9,21.1,67.2
2025-03-02 07:00:00Z,37.0,21.9,30.4,24.0,67.1
2025-03-02 08:00:00Z,28.6,22.2,24.6,23.1,60.0
2025-03-02 09:00:00Z,24.7,19.7,25.1,26.2,65.2
2025-03-02 10:00:00Z,19.3,12.7,22.6,25.7,62.0
2025-03-02 11:00:00Z,16.1,11.4,28.4,31.9,77.1
2025-03-02 12:00:00Z,13.7,11.4,30.4,37.0,87.1
2025-03-02 13:00:00Z,15.4,12.1,31.9,35.8,86.8
2025-03-02 14:00:00Z,,14.6,39.4,50.0,116.0
2025-03-02 15:00:00Z,16.6,15.5,39.0,46.4,110.2
2025-03-02 16:00:00Z,18.2,12.2,45.9,47.2,118.3
2025-03-02 17:00:00Z,26.9,14.3,51.3,47.5,124.1
2025-03-02 18:00:00Z,21.2,13.7,62.4,64.9,161.9
2025-03-02 19:00:00Z,23.8,16.1,61.5,36.1,116.9
2025-03-02 20:00:00Z,28.9,19.8,53.5,35.8,108.3
2025-03-02 21:00:00Z,31.4,19.9,59.0,45.2,128.3
2025-03-02 22:00:00Z,31.6,20.5,61.8,39.8,122.6
2025-03-02 23:00:00Z,35.3,21.1,61.9,41.2,125.2
2025-03-03 00:00:00Z,37.6,28.0,53.5,24.6,91.1
2025-03-03 01:00:00Z,26.6,20.3,49.7,17.6,76.8
2025-03-03 02:00:00Z,25.6,20.1,42.9,11.2,60.2
2025-03-03 03:00:00Z,16.4,19.2,48.5,12.2,67.2
2025-03-03 04:00:00Z,29.1,26.4,57.8,47.3,130.4
2025-03-03 05:00:00Z,30.2,22.5,59.9,49.7,136.1
2025-03-03 06:00:00Z,27.3,22.4,56.7,44.6,125.0
2025-03-03 07:00:00Z,32.3,24.9,57.5,37.7,115.2
2025-03-03 08:00:00Z,43.1,24.2,62.8,106.7,226.3
2025-03-03 09:00:00Z,50.0,26.7,69.2,152.7,303.3
2025-03-03 10:00:00Z,51.5,23.3,,,
2025-03-03 11:00:00Z,33.2,17.8,,,
2025-03-03 12:00:00Z,31.6,15.2,57.1,79.8,179.4
2025-03-03 13:00:00Z,31.7,11.2,43.2,47.8,116.5
2025-03-03 14:00:00Z,33.0,17.0,47.2,65.8,148.0
2025-03-03 15:00:00Z,26.6,10.6,45.1,51.1,123.5
2025-03-03 16:00:00Z,30.2,16.3,55.6,63.5,152.9
2025-03-03 17:00:00Z,29.3,13.0,62.9,75.5,178.7
2025-03-03 18:00:00Z,33.0,16.9,80.9,97.9,231.1
2025-03-03 19:00:00Z,44.9,20.8,88.9,88.1,223.9
2025-03-03 20:00:00Z,41.3,23.6,84.9,51.7,164.1
2025-03-03 21:00:00Z,48.9,25.1,84.6,54.8,168.7
2025-03-03 22:00:00Z,50.5,33.1,85.9,78.4,206.1
2025-03-03 23:00:00Z,50.4,28.2,82.9,68.7,188.3
2025-03-04 00:00:00Z,44.7,28.7,82.4,71.1,191.3
2025-03-04 01:00:00Z,52.3,28.6,72.8,57.3,160.7
2025-03-04 02:00:00Z,58.0,29.3,74.2,71.7,184.0
2025-03-04 03:00:00Z,46.3,26.5,72.2,49.4,147.9
2025-03-04 04:00:00Z,43.8,29.8,68.6,49.5,144.4
2025-03-04 05:00:00Z,46.7,33.3,61.9,44.3,129.9
2025-03-04 06:00:00Z,31.6,26.1,56.1,17.7,83.3
2025-03-04 07:00:00Z,46.0,28.8,60.2,48.8,135.0
2025-03-04 08:00:00Z,41.7,29.2,60.2,65.7,160.9
2025-03-04 09:00:00Z,51.3,31.0,71.2,145.7,292.9
2025-03-04 10:00:00Z,62.5,33.9,70.6,131.1,271.2
2025-03-04 11:00:00Z,47.0,31.6,69.8,104.0,230.8
2025-03-04 12:00:00Z,62.1,24.9,65.9,74.8,179.3
2025-03-04 13:00:00Z,52.6,26.3,55.2,33.9,107.3
2025-03-04 14:00:00Z,46.9,21.3,51.7,22.8,86.8
2025-03-04 15:00:00Z,44.4,25.4,51.6,17.4,78.4
2025-03-04 16:00:00Z,31.2,17.3,55.7,70.0,162.0
2025-03-04 17:00:00Z,29.6,18.6,72.8,100.1,226.3
2025-03-04 18:00:00Z,38.9,21.3,87.4,107.9,252.8
2025-03-04 19:00:00Z,,25.3,101.6,146.9,326.9
2025-03-04 20:00:00Z,65.7,28.6,94.0,101.5,249.7
2025-03-04 21:00:00Z,68.5,34.0,93.6,123.7,283.2
2025-03-04 22:00:00Z,77.1,36.4,89.0,175.0,357.4
2025-03-04 23:00:00Z,59.7,35.9,80.6,168.0,338.1
2025-03-05 00:00:00Z,62.1,42.8,80.7,169.4,340.4
2025-03-05 01:00:00Z,65.6,41.2,79.4,172.5,343.9
2025-03-05 02:00:00Z,68.7,46.3,75.7,144.9,297.9
2025-03-05 03:00:00Z,75.0,48.5,74.2,193.5,370.9
2025-03-05 04:00:00Z,74.5,44.9,80.9,243.6,454.4
2025-03-05 05:00:00Z,71.4,47.2,83.0,235.3,443.8
2025-03-05 06:00:00Z,83.5,48.6,86.9,340.9,609.5
2025-03-05 07:00:00Z,65.7,43.1,69.2,227.6,418.1
2025-03-05 08:00:00Z,79.4,46.2,67.4,222.0,407.8
2025-03-05 09:00:00Z,86.6,45.2,79.8,247.0,458.5
2025-03-05 10:00:00Z,76.5,43.5,78.6,188.3,367.3
2025-03-05 11:00:00Z,88.0,37.4,73.4,150.8,304.6
2025-03-05 12:00:00Z,45.5,23.1,62.5,83.8,190.9
2025-03-05 13:00:00Z,35.3,13.9,47.6,47.8,120.7
2025-03-05 14:00:00Z,32.3,14.8,64.7,84.8,194.9
2025-03-05 15:00:00Z,34.5,12.4,71.5,83.3,199.1
2025-03-05 16:00:00Z,27.6,8.6,73.2,78.0,192.9
2025-03-05 17:00:00Z,26.2,7.1,53.4,36.7,109.8
2025-03-05 18:00:00Z,52.8,13.5,83.9,79.6,205.9
2025-03-05 19:00:00Z,84.0,17.5,109.2,146.5,333.8
2025-03-05 20:00:00Z,90.8,28.2,104.4,130.4,304.2
2025-03-05 21:00:00Z,70.8,32.0,104.9,150.2,335.2
2025-03-05 22:00:00Z,75.7,36.0,90.5,161.4,338.0
2025-03-05 23:00:00Z,91.1,35.3,87.2,158.9,330.7
2025-03-06 00:00:00Z,65.3,31.9,86.9,152.0,319.8
2025-03-06 01:00:00Z,100.4,39.2,85.8,140.5,301.2
2025-03-06 02:00:00Z,62.1,33.9,84.4,141.8,301.8
2025-03-06 03:00:00Z,54.6,35.0,79.4,149.4,308.4
2025-03-06 04:00:00Z,48.0,33.8,77.9,140.0,292.6
2025-03-06 05:00:00Z,45.1,28.5,81.4,133.0,285.4
2025-03-06 06:00:00Z,38.2,24.8,84.2,159.6,328.7
2025-03-06 07:00:00Z,48.3,27.2,86.5,205.6,401.7
2025-03-06 08:00:00Z,46.1,22.1,81.2,171.0,343.3
2025-03-06 09:00:00Z,49.4,20.7,91.6,201.8,400.9
2025-03-06 10:00:00Z,45.0,15.3,82.5,143.8,302.9
2025-03-06 11:00:00Z,41.2,11.2,73.0,113.9,247.6
2025-03-06 12:00:00Z,36.6,11.7,61.6,84.0,190.4
2025-03-06 13:00:00Z,45.7,8.2,47.0,51.9,126.5
2025-03-06 14:00:00Z,35.7,7.4,60.0,70.5,167.9
2025-03-06 15:00:00Z,28.6,5.6,60.2,64.3,158.8
2025-03-06 16:00:00Z,26.1,4.4,70.8,86.5,203.4
2025-03-06 17:00:00Z,22.9,5.4,76.1,92.5,217.9
2025-03-06 18:00:00Z,34.2,9.3,108.3,150.1,338.4
2025-03-06 19:00:00Z,34.1,13.6,93.9,81.3,218.5
2025-03-06 20:00:00Z,52.6,18.2,107.1,116.6,285.8
2025-03-06 21:00:00Z,47.7,16.5,101.9,91.1,241.4
2025-03-06 22:00:00Z,50.1,21.5,93.8,88.4,229.2
2025-03-06 23:00:00Z,45.5,23.4,96.1,100.0,250.0
2025-03-07 00:00:00Z,45.4,26.0,87.6,75.9,203.5
2025-03-07 01:00:00Z,63.7,14.4,87.3,76.0,203.3
2025-03-07 02:00:00Z,31.5,17.2,74.7,50.7,153.0
2025-03-07 03:00:00Z,30.5,14.8,66.3,49.9,142.7
2025-03-07 04:00:00Z,27.2,12.2,67.3,44.1,134.9
2025-03-07 05:00:00Z,28.3,11.9,77.5,102.0,234.4
2025-03-07 06:00:00Z,34.2,12.6,89.5,170.8,351.6
2025-03-07 07:00:00Z,,17.7,95.8,209.1,417.5
2025-03-07 08:00:00Z,49.5,15.6,83.8,185.2,368.0
2025-03-07 09:00:00Z,31.7,10.8,73.9,118.6,255.7
2025-03-07 10:00:00Z,,9.7,70.5,99.9,223.6
2025-03-07 11:00:00Z,41.5,10.0,68.1,102.0,224.5
2025-03-07 12:00:00Z,35.6,11.3,56.1,71.0,165.1
2025-03-07 13:00:00Z,41.4,11.4,62.0,75.1,176.9
2025-03-07 14:00:00Z,23.3,9.1,58.5,73.0,170.4
2025-03-07 15:00:00Z,29.3,8.6,60.3,67.9,164.3
2025-03-07 16:00:00Z,25.7,7.9,61.2,63.5,158.6
2025-03-07 17:00:00Z,22.6,8.4,71.7,68.8,177.1
2025-03-07 18:00:00Z,23.1,8.9,90.0,106.0,252.7
2025-03-07 19:00:00Z,44.6,16.6,102.7,116.1,280.7
2025-03-07 20:00:00Z,54.4,20.1,101.9,78.4,222.0
2025-03-07 21:00:00Z,51.7,20.9,102.7,80.7,226.4
2025-03-07 22:00:00Z,43.4,21.0,85.1,43.5,151.7
2025-03-07 23:00:00Z,41.5,17.1,72.4,35.2,126.3
2025-03-08 00:00:00Z,33.2,15.0,62.9,28.7,106.8
2025-03-08 01:00:00Z,33.2,13.5,51.8,21.9,85.4
2025-03-08 02:00:00Z,29.5,11.1,46.7,16.3,71.7
2025-03-08 03:00:00Z,26.2,8.7,45.5,16.7,71.1
2025-03-08 04:00:00Z,24.2,11.3,52.7,16.8,78.4
2025-03-08 05:00:00Z,29.7,12.3,63.5,28.1,106.5
2025-03-08 06:00:00Z,25.8,11.3,64.0,37.0,120.7
2025-03-08 07:00:00Z,33.8,16.3,72.5,54.0,155.3
2025-03-08 08:00:00Z,31.6,8.7,75.8,63.2,172.7
2025-03-08 09:00:00Z,28.5,13.2,58.6,48.8,133.4
2025-03-08 10:00:00Z,32.0,11.8,56.5,58.5,146.1
2025-03-08 11:00:00Z,26.8,11.4,50.7,51.3,129.3
2025-03-08 12:00:00Z,24.7,11.0,53.8,58.8,143.9
2025-03-08 13:00:00Z,25.9,8.5,50.7,52.0,130.5
2025-03-08 14:00:00Z,28.5,7.9,51.8,50.2,128.7
2025-03-08 15:00:00Z,24.9,8.6,55.0,56.3,141.3
2025-03-08 16:00:00Z,24.0,9.5,51.3,43.9,118.7
2025-03-08 17:00:00Z,29.2,7.8,66.2,57.8,154.7
2025-03-08 18:00:00Z,29.6,13.5,84.9,67.9,189.0
2025-03-08 19:00:00Z,32.9,11.4,78.5,55.1,163.0
2025-03-08 20:00:00Z,35.4,13.7,74.1,41.7,138.1
2025-03-08 21:00:00Z,31.5,17.9,61.3,25.1,99.7
2025-03-08 22:00:00Z,25.4,13.5,54.7,27.5,96.8
2025-03-08 23:00:00Z,26.9,13.0,53.5,28.4,97.1
2025-03-09 00:00:00Z,24.8,8.7,49.5,24.2,86.6
2025-03-09 01:00:00Z,25.3,9.2,51.5,21.1,83.9
2025-03-09 02:00:00Z,26.0,10.1,44.4,13.9,65.6
2025-03-09 03:00:00Z,26.3,12.7,37.9,10.4,53.8
2025-03-09 04:00:00Z,25.3,10.0,35.8,9.0,49.6
2025-03-09 05:00:00Z,28.4,13.5,52.5,23.4,88.3
2025-03-09 06:00:00Z,24.5,12.7,50.1,19.4,79.9
2025-03-09 07:00:00Z,33.8,16.6,54.1,26.2,94.2
2025-03-09 08:00:00Z,24.3,10.7,49.4,23.7,85.8
2025-03-09 09:00:00Z,25.6,13.5,46.2,33.8,98.0
2025-03-09 10:00:00Z,23.4,11.8,46.4,37.3,103.5
2025-03-09 11:00:00Z,27.9,11.5,50.1,46.6,121.6
2025-03-09 12:00:00Z,26.8,8.8,55.1,60.7,148.0
2025-03-09 13:00:00Z,30.1,12.3,55.2,58.8,145.1
2025-03-09 14:00:00Z,27.9,10.9,53.3,54.3,136.5
2025-03-09 15:00:00Z,30.5,14.7,54.8,58.8,144.9
2025-03-09 16:00:00Z,27.2,13.3,64.0,61.5,158.1
2025-03-09 17:00:00Z,28.9,11.6,55.4,48.1,129.1
2025-03-09 18:00:00Z,35.9,11.9,79.4,71.7,189.3
2025-03-09 19:00:00Z,36.0,16.8,82.4,56.7,169.2
2025-03-09 20:00:00Z,35.5,13.7,86.4,59.2,177.0
2025-03-09 21:00:00Z,38.8,19.5,86.9,54.9,170.4
2025-03-09 22:00:00Z,43.1,15.4,69.1,26.4,109.9
2025-03-09 23:00:00Z,54.8,20.3,95.7,80.8,219.4
2025-03-10 00:00:00Z,26.8,13.6,63.6,23.6,99.7
2025-03-10 01:00:00Z,31.1,14.1,47.4,12.8,67.0
2025-03-10 02:00:00Z,29.9,14.6,69.8,18.1,97.5
2025-03-10 03:00:00Z,40.1,16.7,,,
2025-03-10 04:00:00Z,37.6,17.7,77.7,44.0,145.2
2025-03-10 05:00:00Z,43.4,17.8,89.0,110.3,258.1
2025-03-10 06:00:00Z,49.7,20.5,90.4,157.2,331.5
2025-03-10 07:00:00Z,33.6,15.8,87.3,148.5,315.0
2025-03-10 08:00:00Z,30.1,15.2,86.0,141.4,302.9
2025-03-10 09:00:00Z,20.6,19.1,79.5,131.2,280.7
2025-03-10 10:00:00Z,20.3,8.3,68.2,94.5,213.1
2025-03-10 11:00:00Z,26.3,16.2,71.3,129.9,270.5
2025-03-10 12:00:00Z,19.8,7.8,65.9,116.5,244.5
2025-03-10 13:00:00Z,14.7,8.3,46.3,61.0,139.8
2025-03-10 14:00:00Z,16.5,5.5,54.0,65.0,153.5
2025-03-10 15:00:00Z,20.3,5.6,50.4,51.1,128.6
2025-03-10 16:00:00Z,18.3,4.6,58.2,65.2,158.2
2025-03-10 17:00:00Z,26.1,4.7,63.5,82.8,190.3
2025-03-10 18:00:00Z,29.2,9.7,81.2,80.8,205.0
2025-03-10 19:00:00Z,43.1,11.2,80.5,70.2,188.1
2025-03-10 20:00:00Z,38.1,16.9,80.2,62.6,176.1
2025-03-10 21:00:00Z,46.9,19.6,75.4,84.4,204.7
2025-03-10 22:00:00Z,50.1,20.6,78.1,119.3,261.1
2025-03-10 23:00:00Z,50.8,27.1,71.8,98.6,223.0
2025-03-11 00:00:00Z,65.1,27.7,63.3,106.3,226.3
2025-03-11 01:00:00Z,46.9,24.0,51.1,93.0,193.7
2025-03-11 02:00:00Z,40.0,25.9,53.9,92.4,195.6
2025-03-11 03:00:00Z,36.7,25.1,49.2,101.5,204.8
2025-03-11 04:00:00Z,39.3,26.5,50.8,112.4,223.2
2025-03-11 05:00:00Z,35.9,23.7,54.1,119.8,237.6
2025-03-11 06:00:00Z,46.2,25.2,65.5,218.1,399.9
2025-03-11 07:00:00Z,43.1,24.8,62.5,215.3,392.5
2025-03-11 08:00:00Z,64.3,35.7,65.8,285.2,503.0
2025-03-11 09:00:00Z,65.8,41.0,63.0,263.9,467.6
2025-03-11 10:00:00Z,61.2,32.9,65.8,193.0,361.7
2025-03-11 11:00:00Z,53.9,36.4,54.1,71.5,163.7
2025-03-11 12:00:00Z,86.0,71.4,45.5,65.5,145.9
2025-03-11 13:00:00Z,89.7,71.8,48.7,48.4,122.6
2025-03-11 14:00:00Z,74.6,59.5,52.6,42.4,117.6
2025-03-11 15:00:00Z,56.6,48.8,46.0,39.2,106.2
2025-03-11 16:00:00Z,39.3,31.2,50.4,41.3,113.8
2025-03-11 17:00:00Z,34.3,22.5,53.9,35.1,107.6
2025-03-11 18:00:00Z,41.7,30.8,57.7,42.0,122.0
2025-03-11 19:00:00Z,28.4,21.2,51.9,24.9,90.1
2025-03-11 20:00:00Z,37.1,16.3,45.7,23.9,82.3
2025-03-11 21:00:00Z,32.9,18.5,33.2,15.0,56.1
2025-03-11 22:00:00Z,24.4,14.1,25.2,7.0,35.8
2025-03-11 23:00:00Z,19.2,10.1,19.0,3.0,23.5
2025-03-12 00:00:00Z,17.1,8.3,18.6,3.0,23.1
2025-03-12 01:00:00Z,12.8,8.1,15.0,2.4,18.7
2025-03-12 02:00:00Z,18.9,5.5,16.6,1.7,19.2
2025-03-12 03:00:00Z,17.4,4.2,14.9,1.6,17.4
2025-03-12 04:00:00Z,15.4,6.4,17.7,1.9,20.6
2025-03-12 05:00:00Z,18.9,7.7,37.0,19.3,66.6
2025-03-12 06:00:00Z,22.9,6.9,48.4,35.2,102.4
2025-03-12 07:00:00Z,26.9,6.9,63.7,52.5,144.2
2025-03-12 08:00:00Z,30.1,6.7,64.0,58.2,153.2
2025-03-12 09:00:00Z,32.7,7.4,62.0,79.3,182.9
2025-03-12 10:00:00Z,28.7,6.2,55.3,62.4,151.1
2025-03-12 11:00:00Z,21.9,7.0,53.5,68.1,157.9
2025-03-12 12:00:00Z,20.4,4.7,46.8,46.1,117.5
2025-03-12 13:00:00Z,18.8,7.8,54.2,70.6,162.5
2025-03-12 14:00:00Z,18.7,6.4,50.6,74.2,163.2
2025-03-12 15:00:00Z,22.0,8.6,54.8,84.3,184.0
2025-03-12 16:00:00Z,22.5,7.0,54.0,71.5,163.5
2025-03-12 17:00:00Z,20.2,6.6,61.2,85.6,192.4
2025-03-12 18:00:00Z,28.9,7.6,71.2,94.3,215.8
2025-03-12 19:00:00Z,20.8,6.9,52.5,36.1,107.8
2025-03-12 20:00:00Z,28.6,7.6,53.3,39.5,113.8
2025-03-12 21:00:00Z,20.4,8.4,40.1,20.6,71.8
2025-03-12 22:00:00Z,15.4,6.2,26.8,8.4,39.8
2025-03-12 23:00:00Z,14.4,7.1,22.5,4.8,29.8
2025-03-13 00:00:00Z,12.9,9.0,23.3,6.2,32.8
2025-03-13 01:00:00Z,13.6,7.7,18.8,3.7,24.5
2025-03-13 02:00:00Z,16.8,9.9,17.5,5.1,25.3
2025-03-13 03:00:00Z,18.2,11.5,16.0,4.0,22.3
2025-03-13 04:00:00Z,12.3,9.0,22.1,6.5,32.1
2025-03-13 05:00:00Z,19.2,13.5,28.6,15.5,52.4
2025-03-13 06:00:00Z,20.5,15.8,33.5,13.0,53.4
2025-03-13 07:00:00Z,24.6,16.6,43.4,30.7,90.5
2025-03-13 08:00:00Z,28.3,16.5,46.1,45.3,115.5
2025-03-13 09:00:00Z,29.0,11.6,43.7,37.8,101.7
2025-03-13 10:00:00Z,27.2,13.8,31.5,26.8,72.5
2025-03-13 11:00:00Z,42.6,16.3,32.8,34.0,84.9
2025-03-13 12:00:00Z,29.7,14.1,39.2,45.6,109.0
2025-03-13 13:00:00Z,18.7,10.8,22.4,20.3,53.6
2025-03-13 14:00:00Z,23.9,9.9,36.7,34.2,89.1
2025-03-13 15:00:00Z,24.6,8.7,42.5,47.0,114.6
2025-03-13 16:00:00Z,19.2,7.6,40.6,37.4,97.8
2025-03-13 17:00:00Z,13.7,6.8,37.1,32.7,87.3
2025-03-13 18:00:00Z,18.8,4.3,38.5,24.2,75.6
2025-03-13 19:00:00Z,16.8,5.7,50.8,35.4,105.1
2025-03-13 20:00:00Z,9.8,8.0,39.2,12.4,58.0
2025-03-13 21:00:00Z,9.6,7.5,33.1,10.4,49.0
2025-03-13 22:00:00Z,12.8,6.6,30.8,6.7,41.0
2025-03-13 23:00:00Z,12.4,10.6,37.6,11.7,55.6
2025-03-14 00:00:00Z,18.1,10.5,31.1,8.1,43.5
2025-03-14 01:00:00Z,11.3,11.1,22.6,2.7,26.8
2025-03-14 02:00:00Z,11.8,12.5,23.3,3.4,28.5
2025-03-14 03:00:00Z,12.3,9.9,28.9,7.6,40.6
2025-03-14 04:00:00Z,16.5,11.1,36.8,12.6,56.0
2025-03-14 05:00:00Z,21.9,13.6,42.7,16.6,68.1
2025-03-14 06:00:00Z,33.2,22.1,57.6,66.0,158.8
