,BP_EST:PM10,BP_EST:PM25,BP_EST:NO2,BP_EST:NO,BP_EST:NOX
,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est,Boulevard Périphérique Est
,BP_EST,BP_EST,BP_EST,BP_EST,BP_EST
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,monoxyde d azote,oxydes d azote
,PM10,PM25,NO2,NO,NOX
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3
2025-05-30 14:00:00Z,20.0,10.1,38.0,44.1,105.7
2025-05-30 15:00:00Z,36.5,7.0,54.0,59.6,145.3
2025-05-30 16:00:00Z,27.2,8.4,51.1,54.7,134.9
2025-05-30 17:00:00Z,24.3,8.0,36.4,34.4,89.2
2025-05-30 18:00:00Z,18.9,7.3,14.2,13.0,34.0
2025-05-30 19:00:00Z,25.0,6.5,31.6,18.9,60.5
2025-05-30 20:00:00Z,17.6,7.6,20.3,8.8,34.0
2025-05-30 21:00:00Z,21.7,10.8,29.7,7.0,40.7
2025-05-30 22:00:00Z,34.1,17.1,63.9,45.8,134.3
2025-05-30 23:00:00Z,20.9,13.8,39.4,21.1,71.4
2025-05-31 00:00:00Z,17.6,10.0,40.9,14.9,63.2
2025-05-31 01:00:00Z,12.8,8.8,33.9,17.4,60.6
2025-05-31 02:00:00Z,12.0,6.8,23.4,4.8,30.9
2025-05-31 03:00:00Z,24.6,4.5,31.5,16.5,56.5
2025-05-31 04:00:00Z,12.4,11.0,35.2,19.0,64.4
2025-05-31 05:00:00Z,15.3,10.4,35.7,23.0,71.2
2025-05-31 06:00:00Z,24.9,9.1,47.4,57.3,135.0
2025-05-31 07:00:00Z,26.4,9.3,46.8,57.6,135.4
2025-05-31 08:00:00Z,30.8,13.2,43.1,54.0,125.9
2025-05-31 09:00:00Z,31.6,15.6,45.8,62.4,141.5
2025-05-31 10:00:00Z,28.8,16.0,43.5,55.2,128.0
2025-05-31 11:00:00Z,37.3,13.7,50.9,66.9,153.6
2025-05-31 12:00:00Z,39.6,20.0,57.8,80.1,180.5
2025-05-31 13:00:00Z,39.4,15.2,58.0,74.2,171.6
2025-05-31 14:00:00Z,44.8,21.8,67.5,77.0,185.6
2025-05-31 15:00:00Z,42.7,13.1,57.9,61.6,152.3
2025-05-31 16:00:00Z,40.1,13.1,61.5,57.6,149.9
2025-05-31 17:00:00Z,32.5,14.7,48.5,41.5,112.0
2025-05-31 18:00:00Z,51.7,32.6,44.6,34.7,97.8
2025-05-31 19:00:00Z,37.2,17.2,55.3,34.3,107.9
2025-05-31 20:00:00Z,23.7,10.3,12.3,2.5,16.0
2025-05-31 21:00:00Z,26.9,7.7,8.0,2.1,11.2
2025-05-31 22:00:00Z,22.0,10.3,9.1,4.3,15.7
2025-05-31 23:00:00Z,16.4,8.2,8.6,4.6,15.7
2025-06-01 00:00:00Z,15.4,3.9,9.7,6.4,19.4
2025-06-01 01:00:00Z,7.6,0.9,7.8,4.1,14.1
2025-06-01 02:00:00Z,7.1,3.0,12.1,6.3,21.7
2025-06-01 03:00:00Z,8.3,1.8,11.2,7.3,22.4
2025-06-01 04:00:00Z,7.9,2.9,12.2,8.8,25.7
2025-06-01 05:00:00Z,7.6,3.1,7.0,5.5,15.3
2025-06-01 06:00:00Z,7.5,2.3,5.7,4.3,12.3
2025-06-01 07:00:00Z,7.5,1.9,9.4,7.4,20.7
2025-06-01 08:00:00Z,10.7,5.5,7.6,7.1,18.5
2025-06-01 09:00:00Z,11.0,4.0,6.9,8.8,20.5
2025-06-01 10:00:00Z,18.0,4.4,6.3,7.3,17.5
2025-06-01 11:00:00Z,14.0,7.9,9.1,11.4,26.7
2025-06-01 12:00:00Z,16.8,5.2,5.1,5.4,13.4
2025-06-01 13:00:00Z,19.5,3.0,10.9,13.4,31.4
2025-06-01 14:00:00Z,22.4,-0.1,7.3,8.6,20.5
2025-06-01 15:00:00Z,8.5,-1.5,9.7,11.2,26.8
2025-06-01 16:00:00Z,17.5,2.6,7.8,8.8,21.3
2025-06-01 17:00:00Z,18.4,3.4,19.8,17.2,46.1
2025-06-01 18:00:00Z,19.9,4.1,7.4,5.4,15.8
2025-06-01 19:00:00Z,16.7,7.6,8.6,3.5,13.9
2025-06-01 20:00:00Z,28.0,9.7,13.1,4.8,20.5
2025-06-01 21:00:00Z,27.0,16.1,19.8,7.4,31.0
2025-06-01 22:00:00Z,20.3,12.1,19.8,8.1,32.2
2025-06-01 23:00:00Z,23.2,11.8,18.1,6.4,27.9
2025-06-02 00:00:00Z,28.0,14.3,17.0,5.5,25.5
2025-06-02 01:00:00Z,20.8,11.5,9.1,5.3,17.2
2025-06-02 02:00:00Z,22.9,9.4,14.8,5.1,22.8
2025-06-02 03:00:00Z,16.8,11.0,14.5,7.0,25.2
2025-06-02 04:00:00Z,22.5,10.5,15.7,9.5,30.2
2025-06-02 05:00:00Z,24.2,12.3,17.4,11.2,34.6
2025-06-02 06:00:00Z,17.2,9.5,10.9,6.0,20.1
2025-06-02 07:00:00Z,21.0,7.2,16.7,14.1,38.3
2025-06-02 08:00:00Z,19.8,5.9,14.9,10.7,31.3
2025-06-02 09:00:00Z,23.2,4.3,13.6,12.1,32.2
2025-06-02 10:00:00Z,24.7,2.2,12.5,12.3,31.4
2025-06-02 11:00:00Z,22.4,6.0,10.0,8.1,22.3
2025-06-02 12:00:00Z,21.6,5.0,16.2,19.5,46.1
2025-06-02 13:00:00Z,20.1,3.2,9.3,8.5,22.3
2025-06-02 14:00:00Z,24.5,4.3,7.2,5.4,15.5
2025-06-02 15:00:00Z,15.2,4.1,14.4,13.9,35.8
2025-06-02 16:00:00Z,21.9,4.6,11.6,13.5,32.1
2025-06-02 17:00:00Z,,4.7,19.4,18.8,48.3
2025-06-02 18:00:00Z,29.3,7.2,17.9,16.9,43.8
2025-06-02 19:00:00Z,30.9,5.9,37.8,25.7,77.1
2025-06-02 20:00:00Z,18.6,4.1,25.2,11.1,42.3
2025-06-02 21:00:00Z,27.1,4.8,39.7,20.7,71.4
2025-06-02 22:00:00Z,21.5,12.3,40.9,16.4,66.0
2025-06-02 23:00:00Z,19.1,7.5,60.3,41.9,124.6
2025-06-03 00:00:00Z,24.7,9.4,61.9,39.0,121.3
2025-06-03 01:00:00Z,21.1,10.1,60.3,24.7,98.6
2025-06-03 02:00:00Z,18.6,9.6,60.1,33.2,110.9
2025-06-03 03:00:00Z,21.7,11.0,56.8,48.9,132.7
2025-06-03 04:00:00Z,23.1,10.8,58.9,73.8,172.0
2025-06-03 05:00:00Z,35.1,15.3,73.1,152.3,304.9
2025-06-03 06:00:00Z,36.3,15.7,73.8,185.6,356.8
2025-06-03 07:00:00Z,,18.8,76.7,149.0,303.6
2025-06-03 08:00:00Z,,16.7,77.0,161.8,324.5
2025-06-03 09:00:00Z,,10.3,59.8,93.3,203.9
2025-06-03 10:00:00Z,,15.5,30.3,35.1,84.0
2025-06-03 11:00:00Z,,8.8,32.2,38.4,91.1
2025-06-03 12:00:00Z,,9.3,41.6,50.3,118.7
2025-06-03 13:00:00Z,,10.5,27.4,34.3,80.0
2025-06-03 14:00:00Z,42.5,9.4,24.9,29.1,69.4
2025-06-03 15:00:00Z,36.5,6.9,18.7,21.4,51.4
2025-06-03 16:00:00Z,35.8,5.1,26.7,27.4,68.7
2025-06-03 17:00:00Z,32.8,5.3,31.2,32.0,80.2
2025-06-03 18:00:00Z,42.5,3.2,29.0,25.0,66.2
2025-06-03 19:00:00Z,33.6,4.8,23.8,13.9,44.9
2025-06-03 20:00:00Z,25.4,5.8,27.7,13.7,48.7
2025-06-03 21:00:00Z,27.1,6.3,33.8,17.8,61.0
2025-06-03 22:00:00Z,25.9,4.9,24.6,11.3,41.9
2025-06-03 23:00:00Z,15.1,5.5,18.5,10.7,34.9
2025-06-04 00:00:00Z,23.1,6.6,18.8,12.6,38.2
2025-06-04 01:00:00Z,17.2,6.4,21.6,11.9,39.9
2025-06-04 02:00:00Z,21.7,7.1,40.1,30.2,86.3
2025-06-04 03:00:00Z,17.9,8.6,32.6,23.1,68.0
2025-06-04 04:00:00Z,22.1,8.3,57.6,60.0,149.7
2025-06-04 05:00:00Z,30.3,10.7,66.3,99.3,218.6
2025-06-04 06:00:00Z,,11.5,74.0,157.2,314.9
2025-06-04 07:00:00Z,,9.2,62.9,115.7,240.2
2025-06-04 08:00:00Z,,9.2,50.5,96.4,198.2
2025-06-04 09:00:00Z,29.1,10.3,48.2,82.0,174.0
2025-06-04 10:00:00Z,17.5,7.0,35.8,49.9,112.3
2025-06-04 11:00:00Z,13.3,5.5,25.9,26.7,67.0
2025-06-04 12:00:00Z,15.5,6.6,21.7,20.4,52.9
2025-06-04 13:00:00Z,13.6,5.6,15.8,15.8,40.0
2025-06-04 14:00:00Z,16.4,6.9,26.8,32.6,76.7
2025-06-04 15:00:00Z,19.6,7.7,43.2,56.4,129.5
2025-06-04 16:00:00Z,20.5,5.0,22.4,30.0,68.6
2025-06-04 17:00:00Z,17.8,5.9,22.5,23.9,59.2
2025-06-04 18:00:00Z,19.8,5.2,12.7,11.0,29.7
2025-06-04 19:00:00Z,17.5,4.7,28.4,22.6,63.1
2025-06-04 20:00:00Z,21.5,5.1,31.3,21.4,64.0
2025-06-04 21:00:00Z,15.9,4.2,35.5,19.5,65.3
2025-06-04 22:00:00Z,23.0,7.9,48.7,29.7,94.1
2025-06-04 23:00:00Z,14.1,13.1,31.5,18.3,59.6
2025-06-05 00:00:00Z,14.5,7.3,21.9,11.8,40.0
2025-06-05 01:00:00Z,13.5,7.6,24.1,12.8,43.6
2025-06-05 02:00:00Z,10.8,4.9,30.2,19.4,59.9
2025-06-05 03:00:00Z,16.2,4.5,33.9,22.6,68.5
2025-06-05 04:00:00Z,15.7,6.4,48.1,48.9,123.1
2025-06-05 05:00:00Z,20.8,7.6,56.2,75.8,172.5
2025-06-05 06:00:00Z,29.3,10.8,56.3,98.4,207.3
2025-06-05 07:00:00Z,25.8,9.3,50.1,85.4,181.1
2025-06-05 08:00:00Z,30.6,5.9,48.1,74.1,161.7
2025-06-05 09:00:00Z,,9.3,47.2,71.4,156.6
2025-06-05 10:00:00Z,,6.9,41.6,62.2,137.0
2025-06-05 11:00:00Z,,8.1,29.8,37.7,87.3
2025-06-05 12:00:00Z,,18.8,34.6,48.3,108.7
2025-06-05 13:00:00Z,,10.7,37.1,46.5,108.3
2025-06-05 14:00:00Z,36.8,9.5,48.5,65.7,149.2
2025-06-05 15:00:00Z,41.9,7.5,47.0,61.4,141.1
2025-06-05 16:00:00Z,,7.8,44.0,58.8,134.2
2025-06-05 17:00:00Z,23.0,8.1,49.4,59.7,141.0
2025-06-05 18:00:00Z,24.8,8.9,54.4,79.3,174.4
2025-06-05 19:00:00Z,18.3,11.2,52.9,83.9,181.5
2025-06-05 20:00:00Z,20.0,11.5,43.9,67.0,146.8
2025-06-05 21:00:00Z,11.3,7.3,28.4,29.5,74.5
2025-06-05 22:00:00Z,10.0,7.0,29.5,35.9,84.8
2025-06-05 23:00:00Z,12.5,5.9,28.5,31.8,77.3
2025-06-06 00:00:00Z,10.8,7.3,22.0,13.9,43.0
2025-06-06 01:00:00Z,11.5,8.4,21.8,13.8,42.7
2025-06-06 02:00:00Z,6.5,5.1,4.1,4.6,11.1
2025-06-06 03:00:00Z,3.1,3.0,7.4,7.8,19.3
2025-06-06 04:00:00Z,7.6,3.4,23.7,18.4,51.8
2025-06-06 05:00:00Z,5.6,1.0,24.2,18.4,52.5
2025-06-06 06:00:00Z,5.9,1.1,27.7,25.2,66.3
2025-06-06 07:00:00Z,9.8,3.0,26.7,30.0,72.8
2025-06-06 08:00:00Z,10.7,7.7,30.4,36.4,86.2
2025-06-06 09:00:00Z,17.7,6.9,20.2,23.8,56.8
2025-06-06 10:00:00Z,20.6,2.9,22.7,36.1,77.7
2025-06-06 11:00:00Z,19.7,3.3,20.5,28.8,64.5
2025-06-06 12:00:00Z,22.2,5.0,23.7,32.8,73.9
2025-06-06 13:00:00Z,39.1,4.5,24.5,29.6,69.8
2025-06-06 14:00:00Z,46.9,4.8,25.7,42.2,89.0
2025-06-06 15:00:00Z,22.4,5.2,31.0,42.6,96.3
2025-06-06 16:00:00Z,35.8,7.2,24.1,23.9,60.8
2025-06-06 17:00:00Z,28.7,5.6,17.5,17.0,43.6
2025-06-06 18:00:00Z,29.0,6.7,15.5,11.2,32.7
2025-06-06 19:00:00Z,20.5,5.4,9.5,3.8,15.2
2025-06-06 20:00:00Z,11.9,3.1,7.4,5.2,15.4
2025-06-06 21:00:00Z,26.8,5.0,9.2,4.9,16.6
2025-06-06 22:00:00Z,16.2,10.1,26.4,22.7,61.0
2025-06-06 23:00:00Z,19.6,7.9,53.1,51.1,131.4
2025-06-07 00:00:00Z,33.0,7.3,49.3,37.7,107.1
2025-06-07 01:00:00Z,,4.1,31.1,18.7,59.8
2025-06-07 02:00:00Z,18.3,6.0,13.3,10.9,30.0
2025-06-07 03:00:00Z,15.8,5.5,12.0,11.1,28.9
2025-06-07 04:00:00Z,19.6,3.0,27.6,20.7,59.3
2025-06-07 05:00:00Z,14.6,3.7,26.4,22.6,61.0
2025-06-07 06:00:00Z,16.7,6.9,21.0,16.9,47.0
2025-06-07 07:00:00Z,11.2,6.6,23.5,19.8,53.8
2025-06-07 08:00:00Z,31.5,4.6,19.1,20.8,50.9
2025-06-07 09:00:00Z,16.2,6.4,16.8,20.0,47.4
2025-06-07 10:00:00Z,24.2,5.9,17.8,21.7,51.0
2025-06-07 11:00:00Z,21.1,4.0,17.4,22.4,51.8
2025-06-07 12:00:00Z,28.6,3.5,22.4,29.4,67.5
2025-06-07 13:00:00Z,,3.8,13.3,16.7,38.9
2025-06-07 14:00:00Z,,3.9,14.3,16.4,39.4
2025-06-07 15:00:00Z,,5.3,14.5,21.4,47.1
2025-06-07 16:00:00Z,29.1,5.7,13.3,13.2,33.5
2025-06-07 17:00:00Z,24.7,4.6,23.2,22.3,57.3
2025-06-07 18:00:00Z,29.9,7.1,26.4,31.5,74.7
2025-06-07 19:00:00Z,,6.3,30.7,34.5,83.5
2025-06-07 20:00:00Z,19.3,4.8,26.8,28.7,70.9
2025-06-07 21:00:00Z,10.5,3.1,21.7,17.8,49.0
2025-06-07 22:00:00Z,11.8,1.5,17.7,16.0,42.2
2025-06-07 23:00:00Z,9.0,,20.8,15.3,44.1
2025-06-08 00:00:00Z,8.8,,8.3,8.2,20.9
2025-06-08 01:00:00Z,9.0,2.2,8.5,8.3,21.2
2025-06-08 02:00:00Z,7.1,2.4,4.7,5.9,13.7
2025-06-08 03:00:00Z,8.4,4.1,2.9,4.1,9.2
2025-06-08 04:00:00Z,6.8,6.2,3.1,3.8,8.8
2025-06-08 05:00:00Z,9.4,4.9,4.6,4.7,11.6
2025-06-08 06:00:00Z,6.4,4.3,4.8,4.5,11.7
2025-06-08 07:00:00Z,5.8,3.1,4.4,4.7,11.5
2025-06-08 08:00:00Z,19.2,2.9,3.8,4.1,10.3
2025-06-08 09:00:00Z,16.1,5.2,4.3,3.9,10.2
2025-06-08 10:00:00Z,16.8,4.7,4.1,4.4,10.8
2025-06-08 11:00:00Z,18.9,2.8,5.8,5.5,14.3
2025-06-08 12:00:00Z,14.6,2.7,5.9,5.3,13.9
2025-06-08 13:00:00Z,16.9,0.4,6.5,7.2,17.6
2025-06-08 14:00:00Z,11.6,,5.4,4.8,12.7
2025-06-08 15:00:00Z,12.5,0.6,5.0,4.1,11.2
2025-06-08 16:00:00Z,17.6,1.8,5.8,4.2,12.3
2025-06-08 17:00:00Z,12.3,5.7,5.9,4.1,12.1
2025-06-08 18:00:00Z,13.8,5.5,7.5,5.4,15.8
2025-06-08 19:00:00Z,17.3,6.8,8.1,4.7,15.4
2025-06-08 20:00:00Z,12.8,5.9,16.1,7.1,27.0
2025-06-08 21:00:00Z,23.8,6.4,28.4,8.0,40.7
2025-06-08 22:00:00Z,14.9,9.3,21.2,7.7,32.9
2025-06-08 23:00:00Z,17.2,7.7,14.7,4.5,21.7
2025-06-09 00:00:00Z,21.3,8.7,15.4,4.4,22.1
2025-06-09 01:00:00Z,18.8,10.3,24.8,7.1,35.7
2025-06-09 02:00:00Z,17.2,9.0,17.9,5.2,25.7
2025-06-09 03:00:00Z,18.1,7.5,19.3,6.1,28.6
2025-06-09 04:00:00Z,14.0,6.5,22.4,7.8,34.4
2025-06-09 05:00:00Z,22.3,10.0,36.0,19.0,65.1
2025-06-09 06:00:00Z,14.8,10.2,36.3,20.4,67.6
2025-06-09 07:00:00Z,19.1,6.9,28.2,18.9,57.3
2025-06-09 08:00:00Z,18.3,5.1,15.9,13.3,36.3
2025-06-09 09:00:00Z,25.5,8.8,24.7,22.4,59.0
2025-06-09 10:00:00Z,42.3,9.3,20.7,20.1,51.4
2025-06-09 11:00:00Z,32.4,11.4,15.3,13.8,36.4
2025-06-09 12:00:00Z,22.3,9.7,12.6,10.9,29.3
2025-06-09 13:00:00Z,25.0,7.9,13.2,11.4,30.7
2025-06-09 14:00:00Z,24.3,13.3,15.1,12.0,33.5
2025-06-09 15:00:00Z,30.9,10.3,21.6,18.9,50.6
2025-06-09 16:00:00Z,31.3,16.5,20.9,21.4,53.7
2025-06-09 17:00:00Z,33.4,11.5,25.3,21.8,58.7
2025-06-09 18:00:00Z,28.2,16.4,19.3,14.5,41.5
2025-06-09 19:00:00Z,26.1,16.1,10.8,4.8,18.2
2025-06-09 20:00:00Z,37.2,15.1,33.5,15.2,56.8
2025-06-09 21:00:00Z,40.2,18.8,62.6,37.1,119.5
2025-06-09 22:00:00Z,43.5,20.6,68.8,37.1,125.7
2025-06-09 23:00:00Z,48.4,19.4,55.4,17.3,81.9
2025-06-10 00:00:00Z,35.0,16.9,59.3,22.0,93.1
2025-06-10 01:00:00Z,37.3,21.9,53.2,28.0,96.1
2025-06-10 02:00:00Z,,22.1,52.0,15.3,75.4
2025-06-10 03:00:00Z,29.6,22.0,50.5,27.2,92.2
2025-06-10 04:00:00Z,35.1,21.3,51.4,54.3,134.7
2025-06-10 05:00:00Z,,26.4,58.0,105.2,219.2
2025-06-10 06:00:00Z,,,66.1,197.8,369.4
2025-06-10 07:00:00Z,41.4,,41.7,51.3,120.4
2025-06-10 08:00:00Z,35.4,27.2,27.1,23.6,63.2
2025-06-10 09:00:00Z,43.0,27.1,28.1,24.1,65.0
2025-06-10 10:00:00Z,43.3,26.1,19.7,11.9,38.0
2025-06-10 11:00:00Z,,,15.2,9.5,29.7
2025-06-10 12:00:00Z,,,,,
2025-06-10 13:00:00Z,,,,,
2025-06-10 14:00:00Z,,,,,
2025-06-10 15:00:00Z,38.4,15.0,7.3,6.0,16.3
2025-06-10 16:00:00Z,27.9,12.3,8.4,8.2,20.8
2025-06-10 17:00:00Z,24.7,9.7,9.2,7.7,21.1
2025-06-10 18:00:00Z,19.0,7.5,8.2,7.6,19.6
2025-06-10 19:00:00Z,27.5,7.0,13.3,10.2,28.9
2025-06-10 20:00:00Z,28.7,9.1,13.3,7.8,25.2
2025-06-10 21:00:00Z,20.4,7.2,15.0,7.9,27.0
2025-06-10 22:00:00Z,13.0,4.5,14.7,4.5,21.5
2025-06-10 23:00:00Z,13.7,7.3,15.2,4.6,22.3
2025-06-11 00:00:00Z,15.4,5.4,14.6,3.8,20.5
2025-06-11 01:00:00Z,14.7,5.3,20.5,6.8,31.0
2025-06-11 02:00:00Z,16.0,6.9,32.4,25.4,71.4
2025-06-11 03:00:00Z,23.8,5.7,40.1,46.1,110.8
2025-06-11 04:00:00Z,27.8,6.6,43.4,68.7,148.7
2025-06-11 05:00:00Z,28.4,8.9,50.7,115.0,226.9
2025-06-11 06:00:00Z,26.0,6.9,47.6,117.0,227.0
2025-06-11 07:00:00Z,22.7,3.8,40.1,95.9,187.2
2025-06-11 08:00:00Z,24.0,6.5,46.7,127.3,241.0
2025-06-11 09:00:00Z,30.3,5.8,33.9,65.8,134.7
2025-06-11 10:00:00Z,23.4,4.8,33.9,52.2,113.9
2025-06-11 11:00:00Z,25.0,2.2,34.7,50.6,112.1
2025-06-11 12:00:00Z,23.4,5.0,39.8,46.6,111.3
2025-06-11 13:00:00Z,35.9,4.7,33.7,39.6,94.4
2025-06-11 14:00:00Z,25.3,5.8,25.5,25.7,64.9
2025-06-11 15:00:00Z,22.3,7.9,44.0,63.8,141.8
2025-06-11 16:00:00Z,19.9,4.3,46.4,74.7,160.9
2025-06-11 17:00:00Z,19.2,2.4,50.3,86.8,182.8
2025-06-11 18:00:00Z,22.7,9.7,54.2,76.9,172.1
2025-06-11 19:00:00Z,26.3,7.2,60.6,62.0,155.8
2025-06-11 20:00:00Z,27.8,8.5,50.9,28.6,94.8
2025-06-11 21:00:00Z,27.3,10.5,41.1,23.6,77.2
2025-06-11 22:00:00Z,28.2,11.6,39.4,21.0,71.7
2025-06-11 23:00:00Z,24.0,8.3,34.7,15.8,58.9
2025-06-12 00:00:00Z,19.5,7.4,34.8,15.8,59.1
2025-06-12 01:00:00Z,18.4,8.0,39.9,16.9,66.0
2025-06-12 02:00:00Z,31.1,15.7,48.8,22.4,83.1
2025-06-12 03:00:00Z,21.5,11.9,49.0,23.8,85.5
2025-06-12 04:00:00Z,27.4,11.7,67.3,39.8,128.2
2025-06-12 05:00:00Z,32.5,16.4,88.7,98.9,240.3
2025-06-12 06:00:00Z,32.9,11.9,78.9,97.7,228.7
2025-06-12 07:00:00Z,28.4,12.2,67.9,88.9,203.2
2025-06-12 08:00:00Z,45.2,12.9,69.4,102.1,225.8
2025-06-12 09:00:00Z,,9.6,62.5,92.0,203.5
2025-06-12 10:00:00Z,49.9,17.0,55.7,50.7,133.4
2025-06-12 11:00:00Z,43.1,14.6,75.8,78.1,195.5
2025-06-12 12:00:00Z,48.9,20.0,80.0,66.5,181.8
2025-06-12 13:00:00Z,,15.5,75.1,62.6,171.2
2025-06-12 14:00:00Z,,6.6,73.9,68.9,179.4
2025-06-12 15:00:00Z,,9.8,74.6,72.3,185.5
2025-06-12 16:00:00Z,,10.5,64.3,69.3,170.5
2025-06-12 17:00:00Z,35.5,11.0,44.1,36.4,99.8
2025-06-12 18:00:00Z,25.1,8.0,37.1,28.8,81.1
2025-06-12 19:00:00Z,36.8,9.7,20.4,11.3,37.7
2025-06-12 20:00:00Z,24.5,13.8,17.7,8.9,31.2
2025-06-12 21:00:00Z,28.8,11.7,15.6,3.8,21.3
2025-06-12 22:00:00Z,32.0,14.0,22.4,6.9,33.0
2025-06-12 23:00:00Z,31.6,15.2,16.9,4.0,22.9
2025-06-13 00:00:00Z,30.9,15.0,18.9,6.1,28.3
2025-06-13 01:00:00Z,26.4,14.0,28.1,11.6,45.8
2025-06-13 02:00:00Z,33.7,20.4,52.0,15.1,75.1
2025-06-13 03:00:00Z,36.8,16.5,52.3,20.5,83.7
2025-06-13 04:00:00Z,30.7,15.1,39.8,18.1,67.5
2025-06-13 05:00:00Z,34.3,13.5,46.4,15.3,69.9
2025-06-13 06:00:00Z,29.8,12.2,31.3,12.1,49.9
2025-06-13 07:00:00Z,76.5,9.1,35.2,17.2,61.4
2025-06-13 08:00:00Z,82.1,10.8,52.3,48.5,126.7
2025-06-13 09:00:00Z,80.6,19.7,56.7,56.2,142.8
2025-06-13 10:00:00Z,58.4,10.8,40.6,30.4,87.1
2025-06-13 11:00:00Z,44.0,13.8,59.7,53.5,141.7
2025-06-13 12:00:00Z,40.1,15.2,75.9,74.1,189.5
2025-06-13 13:00:00Z,40.5,17.5,70.2,60.5,163.0
2025-06-13 14:00:00Z,50.9,12.8,65.5,60.1,157.6
2025-06-13 15:00:00Z,39.8,13.9,54.9,41.1,118.0
2025-06-13 16:00:00Z,39.2,15.0,74.7,57.8,162.8
2025-06-13 17:00:00Z,40.4,21.3,64.5,41.3,127.7
2025-06-13 18:00:00Z,46.2,24.6,64.2,34.0,116.3
2025-06-13 19:00:00Z,59.5,22.2,94.6,58.2,183.8
2025-06-13 20:00:00Z,50.3,22.7,92.5,44.3,160.4
2025-06-13 21:00:00Z,170.3,31.3,48.6,15.5,72.3
2025-06-13 22:00:00Z,35.2,11.6,34.3,12.9,54.1
2025-06-13 23:00:00Z,192.8,22.9,20.8,6.3,30.4
2025-06-14 00:00:00Z,20.1,11.1,38.4,14.1,59.8
2025-06-14 01:00:00Z,21.9,9.0,41.5,16.0,66.1
2025-06-14 02:00:00Z,17.3,8.1,41.7,16.4,66.8
2025-06-14 03:00:00Z,26.1,13.3,48.3,23.7,84.5
2025-06-14 04:00:00Z,26.3,11.2,54.8,34.6,108.0
2025-06-14 05:00:00Z,37.1,11.7,50.6,34.9,104.2
2025-06-14 06:00:00Z,40.0,18.4,52.0,56.5,138.6
2025-06-14 07:00:00Z,40.6,20.5,45.6,44.5,113.8
2025-06-14 08:00:00Z,39.6,15.3,23.2,15.3,46.7
2025-06-14 09:00:00Z,28.2,14.8,10.5,8.2,22.9
2025-06-14 10:00:00Z,28.4,13.7,11.6,11.3,28.8
2025-06-14 11:00:00Z,21.1,12.8,8.2,8.9,21.8
2025-06-14 12:00:00Z,23.0,13.5,18.4,17.4,45.1
2025-06-14 13:00:00Z,24.6,10.0,14.2,16.4,39.4
2025-06-14 14:00:00Z,25.6,9.1,14.1,15.6,37.8
2025-06-14 15:00:00Z,27.4,10.1,10.4,8.5,23.4
2025-06-14 16:00:00Z,31.3,6.4,8.2,7.2,19.2
2025-06-14 17:00:00Z,30.4,13.1,5.8,3.1,10.6
2025-06-14 18:00:00Z,24.2,11.5,7.8,4.3,14.3
2025-06-14 19:00:00Z,37.1,14.1,10.4,5.6,18.9
2025-06-14 20:00:00Z,40.4,10.8,17.4,8.1,29.9
2025-06-14 21:00:00Z,42.7,13.5,15.1,7.3,26.2
2025-06-14 22:00:00Z,42.7,11.8,31.4,14.5,53.7
2025-06-14 23:00:00Z,27.3,7.3,24.8,9.4,39.2
2025-06-15 00:00:00Z,15.6,7.4,21.5,7.8,33.4
2025-06-15 01:00:00Z,43.1,10.9,22.5,11.9,40.7
2025-06-15 02:00:00Z,14.4,8.1,21.4,9.0,35.3
2025-06-15 03:00:00Z,48.3,9.0,17.9,8.0,30.0
2025-06-15 04:00:00Z,31.9,9.6,17.5,12.2,36.1
2025-06-15 05:00:00Z,11.2,7.3,17.2,9.0,31.0
2025-06-15 06:00:00Z,21.4,5.1,17.4,9.7,32.2
2025-06-15 07:00:00Z,39.0,8.1,9.7,6.5,19.6
2025-06-15 08:00:00Z,16.5,8.7,10.0,7.0,20.8
2025-06-15 09:00:00Z,19.7,5.5,10.4,7.3,21.5
2025-06-15 10:00:00Z,15.2,3.9,6.1,5.0,13.7
2025-06-15 11:00:00Z,19.6,3.7,9.7,12.0,27.9
2025-06-15 12:00:00Z,15.1,4.3,8.0,7.4,19.4
2025-06-15 13:00:00Z,17.6,8.2,23.9,29.9,69.8
2025-06-15 14:00:00Z,33.7,9.7,24.6,26.6,65.4
2025-06-15 15:00:00Z,32.4,9.3,14.3,17.8,41.5
2025-06-15 16:00:00Z,20.5,4.9,8.5,8.8,22.0
2025-06-15 17:00:00Z,25.9,1.4,4.0,4.0,10.1
2025-06-15 18:00:00Z,16.8,3.5,7.1,5.8,15.9
2025-06-15 19:00:00Z,19.2,5.2,10.4,7.6,21.9
2025-06-15 20:00:00Z,35.8,4.2,8.2,4.1,14.5
2025-06-15 21:00:00Z,19.8,6.2,7.7,4.5,14.7
2025-06-15 22:00:00Z,,4.9,9.2,4.8,16.5
2025-06-15 23:00:00Z,,4.5,9.2,3.9,15.2
2025-06-16 00:00:00Z,14.9,13.0,6.2,3.5,11.4
2025-06-16 01:00:00Z,15.9,11.7,15.7,7.9,27.7
2025-06-16 02:00:00Z,14.9,8.2,10.7,3.6,16.2
